player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,grades_pass_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_pass_block,snap_counts_pass_play,true_pass_set_grades_pass_block,true_pass_set_hits_allowed,true_pass_set_hurries_allowed,true_pass_set_non_spike_pass_block,true_pass_set_non_spike_pass_block_percentage,true_pass_set_pass_block_percent,true_pass_set_pbe,true_pass_set_pressures_allowed,true_pass_set_sacks_allowed,true_pass_set_snap_counts_pass_block,true_pass_set_snap_counts_pass_play
Joe Thuney,10712,G,KC,9,1,16,83.5,0,10,426,100.0,100.0,98.8,2,10,0,456,456,77.9,0,8,172,100.0,100.0,97.7,8,0,193,193
Creed Humphrey,59996,C,KC,9,1,16,73.1,1,5,426,100.0,100.0,99.1,1,7,1,456,456,61.2,0,4,172,100.0,100.0,98.3,5,1,193,193
Orlando Brown Jr.,46227,T,KC,9,3,16,72.9,10,10,426,100.0,100.0,96.9,4,23,3,456,456,59.1,7,8,172,100.0,100.0,93.9,18,3,193,193
Trey Smith,62960,G,KC,9,0,16,64.6,2,18,426,100.0,100.0,96.7,0,24,4,456,456,52.8,0,14,172,100.0,100.0,93.6,18,4,193,193
Robert Hunt,46139,G,MIA,9,1,17,68.0,2,17,403,100.0,100.0,97.4,2,20,1,431,431,67.1,0,11,168,100.0,100.0,96.1,12,1,184,184
Jesse Davis,9989,T,MIA,9,1,17,46.6,8,24,383,100.0,100.0,94.5,2,37,5,410,410,41.2,5,16,156,100.0,100.0,90.7,25,4,171,171
Austin Jackson,60816,G,MIA,8,0,17,42.6,4,32,374,100.0,100.0,94.9,3,37,1,401,401,29.2,4,20,162,100.0,100.0,92.0,25,1,178,178
Liam Eichenberg,41851,T,MIA,9,2,17,42.7,6,24,370,100.0,100.0,94.1,2,37,7,395,395,30.4,4,18,153,100.0,100.0,88.2,29,7,167,167
Will Hernandez,46180,G,NYG,9,1,21,64.1,2,12,363,100.0,100.0,97.2,2,17,3,394,394,52.3,2,8,147,100.0,100.0,95.2,12,2,161,161
Tristan Wirfs,64818,T,TB,8,1,30,80.4,1,6,366,100.0,100.0,98.8,1,8,1,381,381,80.5,0,4,149,100.0,100.0,98.7,4,0,154,154
