player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
DeSean Jackson,4363,WR,LV,1,0,,0,0,23,,60.0,60.0,,60.0,,,0,0,1,1,0.0,0,0
Calais Campbell,4364,DI,BLT,13,10,2.0,1,0,3,70.4,83.8,86.9,73.2,78.1,46.8,8.3,3,1,156,157,10.9,17,23
Malcolm Jenkins,4937,S,NO,14,10,5.7,0,0,20,54.5,59.8,88.5,56.0,70.2,65.0,14.3,5,2,321,327,2.8,9,20
Jason McCourty,5127,S,MIA,6,3,12.4,0,0,17,73.5,72.1,81.7,54.5,59.2,60.8,28.6,4,0,114,118,0.0,0,7
Steve McLendon,5232,DI,TB,10,2,4.0,1,0,30,64.1,65.0,52.0,66.1,58.2,39.5,20.0,1,1,63,66,3.2,2,2
Ndamukong Suh,5527,DI,TB,15,6,1.1,0,0,30,57.6,53.5,64.8,54.9,56.1,40.6,22.2,4,2,165,170,4.2,7,8
Gerald McCoy,5528,DI,LV,1,0,,0,0,23,,48.2,73.2,55.2,53.3,,,0,0,4,4,0.0,0,0
Joe Haden,5532,CB,PIT,10,5,8.7,0,0,25,63.6,62.5,84.8,,53.1,39.0,29.4,5,0,204,207,1.0,2,7
Tyson Alualu,5535,DI,PIT,2,2,2.7,0,0,25,,59.7,78.7,59.4,58.2,40.8,16.7,1,0,17,17,5.9,1,3
Brandon Graham,5538,ED,PHI,2,0,0.5,0,0,24,,62.6,79.9,60.6,61.0,25.6,50.0,2,0,18,18,5.6,1,2
Jason Pierre-Paul,5540,ED,TB,12,4,1.4,0,0,30,64.6,49.1,52.1,53.2,44.8,55.6,8.3,1,3,163,164,3.7,6,7
Kareem Jackson,5545,S,DEN,14,10,6.3,0,0,10,49.7,53.9,93.6,61.0,60.6,53.0,20.4,10,0,317,330,3.2,10,29
Devin McCourty,5552,S,NE,15,8,12.0,0,0,19,76.7,76.8,87.4,52.3,72.9,72.0,13.3,4,0,362,370,0.3,1,18
Jerry Hughes,5556,ED,BUF,15,1,1.5,2,1,4,55.9,75.3,39.5,83.1,60.4,26.8,36.4,4,4,171,174,2.9,5,6
Linval Joseph,5571,DI,LAC,12,12,3.1,1,0,27,67.1,60.9,57.6,82.4,46.9,65.2,3.8,2,2,253,261,9.9,25,38
Carlos Dunlap,5579,ED,SEA,13,3,3.8,0,0,29,61.6,72.5,61.0,67.1,75.3,82.8,0.0,0,2,108,111,7.4,8,15
Corey Peters,5607,DI,ARZ,12,2,2.7,0,0,1,55.0,59.2,63.9,63.8,57.1,75.0,0.0,0,1,149,154,8.1,12,15
Everson Griffen,5624,ED,MIN,9,3,5.0,0,0,18,60.9,63.7,4.7,79.0,46.0,28.0,40.0,4,7,135,140,1.5,2,3
Al Woods,5646,DI,SEA,15,11,1.5,0,0,29,54.5,76.6,74.7,63.1,79.6,40.4,12.0,6,1,283,293,9.9,28,33
Anthony Levine,6013,S,BLT,3,0,,0,0,3,38.9,44.3,75.9,51.7,73.2,77.6,,0,0,7,7,0.0,0,0
Andrew Sendejo,6118,S,IND,12,2,8.7,3,1,14,65.1,62.9,55.8,55.5,57.4,50.2,25.0,5,3,193,200,2.6,5,13
Von Miller,6154,ED,LA,13,6,0.3,1,0,26,91.0,86.4,30.9,73.8,85.6,60.4,18.5,5,5,221,235,6.8,15,16
Patrick Peterson,6157,CB,MIN,11,1,7.6,0,0,18,60.7,63.9,87.7,,73.0,50.7,0.0,0,2,280,283,2.1,6,10
J.J. Watt,6163,DI,ARZ,7,5,-0.3,0,0,1,59.1,79.0,66.8,83.1,62.0,27.1,22.2,4,1,114,120,7.9,9,9
Robert Quinn,6166,ED,CHI,14,1,1.6,2,0,6,74.0,68.7,26.3,76.4,55.1,58.3,17.2,5,6,264,273,6.1,16,23
Ryan Kerrigan,6168,ED,PHI,14,0,-2.0,0,0,24,70.6,64.2,86.5,61.3,58.3,73.4,0.0,0,0,110,113,0.9,1,2
Cameron Jordan,6176,ED,NO,14,5,1.4,0,0,20,86.7,82.3,81.8,67.2,85.1,72.8,7.7,3,1,243,248,9.9,24,31
Jimmy Smith,6179,CB,BLT,7,0,2.0,0,0,3,62.4,64.3,82.3,56.2,69.3,82.7,0.0,0,1,52,52,1.9,1,1
