player,player_id,position,team_name,player_game_count,coverage_snaps,coverage_snaps_per_reception,coverage_snaps_per_target,franchise_id,interceptions,qb_rating_against,receptions,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap
Nevin Lawson,8768,CB,JAX,1,1,,1.0,15,0,39.6,0,1,0,0,0,0.0
A.J. Terrell,55586,CB,ATL,2,11,,11.0,2,0,39.6,0,1,0,0,0,0.0
Anthony Nelson,48405,ED,TB,3,2,,2.0,30,0,39.6,0,1,0,0,0,0.0
Jason McCourty,5127,S,MIA,4,12,,12.0,17,0,39.6,0,1,0,0,0,0.0
Levi Wallace,25445,CB,BUF,1,1,,1.0,4,0,39.6,0,1,0,0,0,0.0
Jaycee Horn,83375,CB,CAR,3,28,,14.0,5,1,0.0,0,2,0,0,0,0.0
Keith Taylor,56289,CB,CAR,3,4,,4.0,5,0,39.6,0,1,0,0,0,0.0
Damar Hamlin,43291,S,BUF,2,5,,2.5,4,0,39.6,0,2,0,0,0,0.0
Ryan Neal,49132,S,SEA,2,5,,5.0,29,0,39.6,0,1,0,0,0,0.0
Mike Edwards,51282,S,TB,5,36,,18.0,30,2,0.0,0,2,0,0,0,0.0
Breon Borders,39398,CB,TEN,2,5,,5.0,31,0,39.6,0,1,0,0,0,0.0
Budda Baker,11791,S,ARZ,4,20,,20.0,1,0,39.6,0,1,0,0,0,0.0
Javelin Guidry,56262,CB,NYJ,5,7,,7.0,22,0,39.6,0,1,0,0,0,0.0
Jaylon Johnson,56259,CB,CHI,1,1,,1.0,6,0,39.6,0,1,0,0,0,0.0
Sharrod Neasman,11050,S,NYJ,2,11,,11.0,22,0,39.6,0,1,0,0,0,0.0
Tracy Walker,51266,S,DET,5,16,,8.0,11,0,39.6,0,2,0,0,0,0.0
Chidobe Awuzie,11815,CB,CIN,4,11,,5.5,7,0,39.6,0,2,0,0,0,0.0
Marshon Lattimore,11766,CB,NO,4,6,,3.0,20,0,39.6,0,2,0,0,0,0.0
Daryl Worley,10711,CB,DET,1,1,,1.0,11,0,39.6,0,1,0,0,0,0.0
Malcolm Smith,6394,LB,CLV,3,3,,3.0,8,0,39.6,0,1,0,0,0,0.0
Vonn Bell,10695,S,CIN,5,30,,30.0,7,0,39.6,0,1,0,0,0,0.0
Zaven Collins,77190,LB,ARZ,2,3,,1.5,1,0,39.6,0,2,0,0,0,0.0
Caden Sterns,76725,S,DEN,4,21,,21.0,10,0,39.6,0,1,0,0,0,0.0
Jackrabbit Jenkins,7043,CB,TEN,3,6,,6.0,31,0,39.6,0,1,0,0,0,0.0
Roderic Teamer,51405,S,LV,2,3,,3.0,23,0,39.6,0,1,0,0,0,0.0
Andrew Wingard,49268,S,JAX,5,8,,8.0,15,0,39.6,0,1,0,0,0,0.0
Arthur Maulet,12224,CB,PIT,4,39,39.0,19.5,25,0,77.1,1,2,0,16,13,0.41
Juan Thornhill,50426,S,KC,5,29,29.0,14.5,16,0,68.8,1,2,0,12,3,0.41
Darious Williams,55724,CB,LA,5,56,28.0,11.2,26,0,50.4,2,5,0,18,5,0.32
Bryce Callahan,10000,CB,DEN,5,128,25.6,9.8,10,0,48.6,5,13,0,45,4,0.35
Ronnie Harrison,49206,S,CLV,3,25,25.0,8.3,8,0,95.8,1,3,1,19,24,0.76
Kareem Jackson,5545,S,DEN,5,25,25.0,8.3,10,0,49.3,1,3,0,14,1,0.56
Harrison Smith,7641,S,MIN,5,25,25.0,8.3,18,0,59.0,1,3,0,21,20,0.84
Anthony Brown,10823,CB,DAL,5,23,23.0,5.8,9,0,39.6,1,4,0,9,7,0.39
Nasir Adderley,33880,S,LAC,5,23,23.0,11.5,27,0,95.8,1,2,1,3,0,0.13
K'Waun Williams,9332,CB,SF,3,66,22.0,22.0,28,0,118.8,3,3,0,79,30,1.2
Justin Reid,49048,S,HST,4,21,21.0,10.5,13,0,95.8,1,2,1,1,0,0.05
Tyrann Mathieu,7850,S,KC,4,41,20.5,10.3,16,2,16.7,2,4,0,7,8,0.17
Kyle Dugger,90621,S,NE,5,41,20.5,10.3,19,0,63.5,2,4,0,19,12,0.46
Landon Collins,9466,S,WAS,5,19,19.0,19.0,32,0,79.2,1,1,0,3,2,0.16
Jimmie Ward,8665,S,SF,5,38,19.0,12.7,28,0,79.9,2,3,0,16,12,0.42
Cameron Lewis,49395,CB,BUF,1,19,19.0,9.5,4,0,56.3,1,2,0,3,6,0.16
Juston Burris,10752,S,CAR,3,37,18.5,18.5,5,0,118.8,2,2,0,30,12,0.81
Jamal Adams,11761,S,SEA,5,37,18.5,7.4,29,0,51.3,2,5,0,19,7,0.51
Brandon Stephens,45644,S,BLT,5,18,18.0,6.0,3,0,81.3,1,3,0,37,7,2.06
Alex Singleton,9994,LB,PHI,4,18,18.0,9.0,24,0,56.3,1,2,0,1,1,0.06
Chris Harris Jr.,6457,CB,LAC,2,34,17.0,11.3,27,0,74.3,2,3,0,12,3,0.35
Trevon Diggs,41817,CB,DAL,5,34,17.0,8.5,9,1,29.2,2,4,0,24,11,0.71
Kevin King,11788,CB,GB,1,16,16.0,16.0,12,0,100.0,1,1,0,8,3,0.5
Devin White,43089,LB,TB,4,16,16.0,8.0,30,0,56.3,1,2,0,3,2,0.19
Johnathan Abram,34646,S,LV,5,47,15.7,11.8,23,0,83.3,3,4,0,18,12,0.38
Tavierre Thomas,66931,CB,HST,3,47,15.7,15.7,13,0,87.5,3,3,0,15,7,0.32
Kamren Curl,55800,S,WAS,5,62,15.5,8.9,32,0,71.7,4,7,0,37,10,0.6
Jerome Baker,28091,LB,MIA,4,15,15.0,15.0,17,0,118.8,1,1,0,16,1,1.07
Kenny Young,51029,LB,LA,5,44,14.7,11.0,26,0,80.2,3,4,0,15,12,0.34
Shaquill Griffin,11845,CB,JAX,4,14,14.0,14.0,15,0,79.2,1,1,0,0,0,0.0
Eric Wilson,38587,LB,PHI,5,14,14.0,14.0,24,0,131.3,1,1,1,6,0,0.43
