player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,grades_pass_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_pass_block,snap_counts_pass_play,true_pass_set_grades_pass_block,true_pass_set_hits_allowed,true_pass_set_hurries_allowed,true_pass_set_non_spike_pass_block,true_pass_set_non_spike_pass_block_percentage,true_pass_set_pass_block_percent,true_pass_set_pbe,true_pass_set_pressures_allowed,true_pass_set_sacks_allowed,true_pass_set_snap_counts_pass_block,true_pass_set_snap_counts_pass_play
Joe Thuney,10712,G,KC,10,1,16,85.5,0,10,476,100.0,100.0,98.9,2,10,0,506,506,80.3,0,8,195,100.0,100.0,97.9,8,0,216,216
Trey Smith,62960,G,KC,10,0,16,62.7,3,22,476,100.0,100.0,96.5,0,29,4,506,506,51.3,1,16,195,100.0,100.0,93.6,21,4,216,216
Orlando Brown Jr.,46227,T,KC,10,3,16,73.9,10,13,476,100.0,100.0,97.0,4,26,3,506,506,61.2,7,10,195,100.0,100.0,94.1,20,3,216,216
Creed Humphrey,59996,C,KC,10,1,16,73.5,1,7,476,100.0,100.0,98.9,1,9,1,506,506,63.3,0,5,195,100.0,100.0,98.2,6,1,216,216
Robert Hunt,46139,G,MIA,10,1,17,64.8,3,21,444,100.0,100.0,96.8,3,26,2,478,478,62.1,0,14,187,100.0,100.0,95.2,16,2,204,204
Jesse Davis,9989,T,MIA,10,1,17,51.0,9,26,424,100.0,100.0,94.7,2,40,5,457,457,45.6,6,17,175,100.0,100.0,91.1,27,4,191,191
Austin Jackson,60816,G,MIA,9,0,17,46.2,5,33,415,100.0,100.0,95.2,3,39,1,448,448,32.7,5,21,181,100.0,100.0,92.3,27,1,198,198
Liam Eichenberg,41851,T,MIA,10,3,17,41.3,7,28,411,100.0,100.0,93.6,3,44,9,442,442,30.5,5,19,172,100.0,100.0,88.4,32,8,187,187
Alijah Vera-Tucker,57107,G,NYJ,9,1,22,51.0,4,21,395,100.0,100.0,96.6,3,26,1,423,423,51.5,3,12,191,100.0,100.0,95.5,16,1,202,202
Connor McGovern,10778,C,NYJ,9,0,22,66.4,1,10,395,100.0,100.0,97.8,1,14,3,423,423,58.7,0,6,191,100.0,100.0,96.9,9,3,202,202
Greg Van Roten,7746,G,NYJ,9,0,22,54.7,1,28,395,100.0,100.0,95.6,0,32,3,423,423,42.1,1,21,191,100.0,100.0,92.7,25,3,202,202
Taylor Moton,11819,T,CAR,10,0,5,75.8,2,19,395,100.0,100.0,97.3,1,21,0,418,418,69.6,2,16,196,100.0,100.0,95.4,18,0,210,210
Tristan Wirfs,64818,T,TB,9,1,30,81.4,1,6,400,100.0,100.0,98.9,1,8,1,416,416,81.7,0,4,163,100.0,100.0,98.8,4,0,169,169
Alex Cappa,66578,G,TB,9,0,30,66.6,4,12,400,100.0,100.0,97.5,0,18,2,416,416,50.6,2,12,163,100.0,100.0,95.1,15,1,169,169
Daryl Williams,9535,G,BUF,9,0,4,66.9,6,14,387,100.0,100.0,96.6,1,23,3,412,412,55.3,4,12,160,100.0,100.0,93.7,18,2,172,172
Corey Linsley,8796,C,LAC,9,1,27,80.1,0,4,382,100.0,100.0,99.5,2,4,0,412,412,74.5,0,2,157,100.0,100.0,99.4,2,0,173,173
Matt Feiler,9289,G,LAC,9,0,27,61.3,5,5,382,100.0,100.0,97.9,1,13,3,412,412,51.3,2,3,157,100.0,100.0,97.8,6,1,173,173
Mitch Morse,9482,C,BUF,9,1,4,65.9,0,12,387,100.0,100.0,97.9,3,14,2,412,412,61.2,0,7,160,100.0,100.0,96.6,9,2,172,172
Rashawn Slater,59971,T,LAC,9,0,27,74.9,2,9,382,100.0,100.0,98.0,1,13,2,412,412,56.5,2,7,157,100.0,100.0,95.9,11,2,173,173
Dion Dawkins,11818,T,BUF,9,2,4,76.9,4,10,387,100.0,100.0,97.7,6,16,2,411,411,66.6,4,7,160,100.0,100.0,95.9,12,1,172,172
Ryan Jensen,7985,C,TB,9,1,30,58.0,2,10,397,100.0,100.0,98.2,2,13,1,411,411,45.6,1,9,162,100.0,100.0,96.3,11,1,168,168
Donovan Smith,9467,T,TB,9,0,30,85.8,2,12,395,100.0,100.0,98.0,2,15,1,409,409,74.9,2,9,161,100.0,100.0,96.6,11,0,167,167
Ali Marpet,9494,G,TB,9,0,30,69.0,1,13,395,100.0,100.0,98.0,1,15,1,409,409,55.8,1,10,161,100.0,100.0,96.0,12,1,167,167
