player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Julius Peppers,1010,ED,CAR,4,0,0,,0,0,5,,64.9,84.3,63.8,58.3,76.0,2,4,0,,0.0,0,0,0,0.0,0,6,0,0,0,120,120,0,11,103,6,0,0,88,32,0,7,2,0,12,0,0,0,
James Harrison,1251,ED,PIT,2,0,0,,0,0,25,60.5,68.7,71.1,68.9,60.0,,0,1,0,,,0,0,0,0.0,0,0,0,0,2,7,7,0,0,7,0,0,0,2,3,0,0,0,0,1,0,0,0,
Terence Newman,1321,CB,MIN,4,1,0,58.8,0,0,18,71.2,71.1,80.3,75.2,58.4,84.9,0,0,0,27,0.0,0,1,1,119.5,10,0,12,33,102,148,6,0,0,6,0,1,142,3,43,96,3,10,17,0,2,119,40,11.9
Terrell Suggs,1326,ED,BLT,4,3,1,100.0,1,2,3,65.0,70.4,24.0,69.0,70.6,68.0,2,7,0,6,11.1,1,0,2,91.7,1,3,2,0,3,196,194,0,0,194,0,0,2,114,79,0,6,5,1,12,0,6,4,6.0
Karlos Dansby,1754,LB,ARZ,4,5,0,70.0,0,0,1,53.0,57.6,81.1,46.5,65.8,61.6,0,1,0,15,9.7,3,1,0,101.5,14,0,244,1,141,258,3,0,0,3,0,0,255,11,106,9,17,23,20,1,1,117,62,8.4
Mike Adams,1972,S,CAR,4,0,0,66.7,0,0,5,61.7,65.1,82.8,57.5,70.5,90.0,1,0,0,25,0.0,0,2,1,126.2,6,0,65,4,149,238,25,0,0,25,0,114,213,11,78,30,6,16,9,1,1,68,42,11.3
Adam Jones,2223,CB,CIN,3,0,0,35.3,0,0,7,53.4,56.1,81.4,,69.3,81.8,0,0,0,11,0.0,0,4,3,44.0,6,0,5,127,93,133,0,0,0,0,0,0,133,0,40,1,2,9,17,0,0,41,8,6.8
Thomas Davis Sr.,2231,LB,CAR,4,2,0,86.7,0,0,5,81.0,76.3,80.7,69.0,56.7,76.6,1,1,0,12,4.3,1,0,0,85.8,13,1,162,1,106,193,15,0,0,15,0,0,178,18,69,15,14,20,15,3,0,69,51,5.3
Derrick Johnson,2232,LB,KC,4,3,0,33.3,0,0,16,71.1,67.9,82.8,48.2,61.9,70.4,0,2,0,20,5.6,1,0,0,48.8,3,0,232,5,151,258,13,0,0,13,0,3,245,14,93,5,8,14,9,2,0,41,10,13.7
Lorenzo Alexander,2476,ED,BUF,4,1,0,91.7,0,0,4,29.0,49.7,29.3,73.6,63.1,27.6,4,10,0,39,35.0,7,0,1,108.0,11,2,87,0,52,174,79,0,0,79,0,0,95,65,57,8,7,12,12,16,0,119,75,10.8
