player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
DeAndre Hopkins,7808,WR,HST,10,13.8,2,55.9,25.7,9,35,1,4.6,3,47,13,0,78.1,80.7,85.2,,85.2,0.0,0,4,72,0.0,0,421,5,62,90.3,380,18.3,77,93.6,111,9,81.2,342,879,224,3.6,14.2,2.31
Antonio Brown,5718,WR,PIT,10,14.9,8,65.4,50.0,14,28,0,2.8,2,45,25,2,81.6,29.6,90.1,,90.1,0.0,0,6,51,0.0,0,392,4,70,92.1,361,13.5,53,91.9,107,6,86.5,339,1026,321,4.6,14.7,2.84
Jarvis Landry,8698,WR,MIA,10,7.0,12,65.0,38.9,7,18,1,8.2,6,37,17,1,63.8,55.4,77.8,,78.0,0.5,2,4,49,0.0,0,391,2,67,94.6,370,61.9,242,82.5,103,6,37.6,147,567,279,4.2,8.5,1.53
Larry Fitzgerald,1724,WR,ARZ,10,8.9,6,73.4,48.0,12,25,1,2.8,2,42,1,1,90.3,47.4,78.1,72.4,77.5,0.7,3,0,37,0.2,1,448,2,69,92.2,413,64.7,290,111.5,94,4,34.2,153,768,299,4.3,11.1,1.86
Adam Thielen,8288,WR,MIN,10,11.2,4,67.4,60.9,14,23,0,4.6,3,40,18,3,78.8,23.5,84.8,65.3,83.1,1.0,4,0,65,0.3,1,382,3,62,91.9,351,54.5,208,110.6,92,3,44.2,169,916,295,4.8,14.8,2.61
Dez Bryant,5549,WR,DAL,10,11.9,10,54.9,29.6,8,27,0,12.3,7,32,9,0,38.5,79.3,75.8,,75.1,0.0,0,3,36,0.0,0,363,1,50,92.0,334,24.8,90,73.6,91,4,75.2,273,541,190,3.8,10.8,1.62
Michael Thomas,10681,WR,NO,10,9.9,7,73.9,61.9,13,21,1,3.0,2,43,20,0,85.3,80.9,83.8,,83.8,0.0,0,3,33,0.0,0,353,1,65,94.6,334,21.0,74,92.7,88,2,79.0,279,753,262,4.0,11.6,2.25
Demaryius Thomas,5547,WR,DEN,10,10.6,4,63.1,64.7,11,17,0,10.2,6,36,10,1,48.6,40.0,73.4,,72.7,0.3,1,6,40,0.0,0,376,2,53,93.4,351,16.2,61,68.2,84,3,83.0,312,633,195,3.7,11.9,1.8
Julio Jones,6158,WR,ATL,10,14.1,5,64.3,37.5,9,24,0,6.9,4,38,2,0,63.4,79.7,90.4,,90.4,0.0,0,1,53,0.0,0,286,1,54,95.8,274,22.7,65,93.7,84,1,77.3,221,786,243,4.5,14.6,2.87
Keenan Allen,7857,WR,LAC,10,9.6,5,67.5,44.4,8,18,2,12.5,8,43,27,0,43.4,80.3,81.2,67.4,80.7,0.0,0,2,50,0.6,2,362,5,56,92.5,335,51.7,187,98.2,83,3,48.3,175,755,281,5.0,13.5,2.25
Doug Baldwin,6615,WR,SEA,10,11.4,8,68.3,17.6,3,17,0,1.8,1,31,29,0,89.2,80.2,83.3,79.4,81.9,4.3,17,2,54,0.8,3,397,1,56,89.7,356,72.5,288,99.3,82,4,22.7,90,673,208,3.7,12.0,1.89
Mike Evans,8642,WR,TB,9,14.3,1,56.3,45.2,14,31,1,6.3,3,36,30,1,69.5,78.8,78.0,,77.5,0.0,0,2,41,0.0,0,372,3,45,94.9,353,19.1,71,87.7,80,4,80.9,301,624,71,1.6,13.9,1.77
Travis Kelce,7844,TE,KC,10,9.2,11,74.7,33.3,4,12,0,4.8,3,40,16,0,76.2,80.7,85.4,42.4,89.9,28.7,108,2,44,6.4,24,376,3,59,89.4,336,47.3,178,113.8,79,5,23.1,87,738,292,4.9,12.5,2.2
Amari Cooper,9437,WR,OAK,10,11.4,6,52.6,18.8,3,16,0,19.6,10,24,23,1,28.9,48.3,61.0,,60.3,0.3,1,4,45,0.0,0,393,2,41,93.4,367,22.4,88,67.8,78,4,76.8,302,490,205,5.0,12.0,1.34
A.J. Green,6156,WR,CIN,10,13.8,7,63.2,56.5,13,23,0,2.0,1,32,7,1,85.4,34.5,86.4,,86.5,0.0,0,5,77,0.0,0,319,1,48,96.6,308,13.2,42,94.4,76,6,86.5,276,743,234,4.9,15.5,2.41
Christian McCaffrey,11763,HB,CAR,10,1.9,11,76.0,75.0,3,4,1,1.7,1,24,5,0,89.0,72.9,74.4,42.9,90.2,0.0,0,2,37,7.6,25,330,1,57,87.6,289,18.5,61,91.7,75,3,9.7,32,433,402,7.1,7.6,1.5
Davante Adams,8688,WR,GB,10,10.5,7,66.7,38.9,7,18,0,7.4,4,32,12,0,57.9,79.3,73.0,,72.7,0.2,1,0,42,0.0,0,412,0,50,92.7,382,18.7,77,118.8,75,6,81.1,334,620,188,3.8,12.4,1.62
Marqise Lee,8674,WR,JAX,10,11.5,8,58.1,38.5,5,13,0,14.0,7,28,15,1,40.6,81.3,75.8,,74.7,0.3,1,3,45,0.0,0,334,4,43,94.3,315,12.0,40,72.9,74,2,87.4,292,538,257,6.0,12.5,1.71
Alshon Jeffery,7048,WR,PHI,10,15.3,1,51.4,43.8,14,32,2,7.3,3,29,24,0,66.8,78.3,73.5,,74.5,0.0,0,0,53,0.0,0,347,6,38,93.7,325,17.9,62,103.8,74,6,82.1,285,567,155,4.1,14.9,1.74
Golden Tate,5585,WR,DET,10,6.6,17,80.8,42.9,3,7,0,3.3,2,30,11,1,82.8,45.1,83.9,,83.6,0.3,1,2,45,0.0,0,353,1,59,93.8,331,80.5,284,108.4,73,3,19.3,68,691,394,6.7,11.7,2.09
Evan Engram,11778,TE,NYG,10,9.0,7,56.9,38.9,7,18,1,14.6,7,24,21,0,32.9,78.6,60.6,77.2,63.7,59.5,222,3,31,4.3,16,373,7,41,90.3,337,25.7,96,81.5,72,5,13.4,50,452,203,5.0,11.0,1.34
Jimmy Graham,5619,TE,SEA,10,8.1,5,64.8,50.0,13,26,0,9.8,5,25,29,0,49.1,79.0,70.3,74.3,69.0,25.8,93,2,33,5.3,19,360,1,46,86.4,311,43.3,156,101.4,71,7,30.8,111,413,163,3.5,9.0,1.33
Brandin Cooks,8655,WR,NE,10,15.1,4,64.3,33.3,6,18,0,10.0,5,30,19,0,62.5,79.5,73.2,,73.9,0.0,0,0,64,0.0,0,428,3,45,92.8,397,17.8,76,121.5,70,4,82.2,352,786,186,4.1,17.5,1.98
Marvin Jones Jr.,7158,WR,DET,10,15.5,7,55.1,42.9,9,21,1,7.3,3,27,11,0,65.0,77.9,74.4,,73.4,0.2,1,1,43,0.0,0,426,3,38,94.1,401,11.0,47,108.5,69,6,88.7,378,622,106,2.8,16.4,1.55
Devin Funchess,9474,WR,CAR,10,12.5,4,62.3,53.3,8,15,0,2.3,1,28,5,0,76.8,78.8,73.2,,73.2,0.6,2,3,33,0.0,0,347,2,43,94.5,328,23.3,81,92.4,69,5,76.1,264,535,210,4.9,12.4,1.63
Michael Crabtree,4933,WR,OAK,9,11.7,6,62.7,47.4,9,19,0,10.6,5,27,23,0,54.0,78.6,73.1,,72.0,0.0,0,2,41,0.0,0,295,3,42,92.9,274,19.7,58,103.0,67,6,79.7,235,502,160,3.8,12.0,1.83
Delanie Walker,3120,TE,TEN,10,10.2,3,73.1,58.3,7,12,0,2.0,1,27,31,1,79.3,38.4,76.4,78.6,74.7,33.5,106,3,42,4.4,14,316,1,49,89.6,283,49.4,156,78.6,67,0,16.8,53,550,164,3.3,11.2,1.94
