player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,gap_grades_run_block,gap_run_block_percent,gap_snap_counts_run_block,gap_snap_counts_run_block_percent,gap_snap_counts_run_play,grades_run_block,penalties,run_block_percent,snap_counts_run_block,snap_counts_run_play,zone_grades_run_block,zone_run_block_percent,zone_snap_counts_run_block,zone_snap_counts_run_block_percent,zone_snap_counts_run_play
Blake Bortles,8638,QB,JAX,13,0,15,60.0,100.0,158,40.2,158,60.0,0,93.3,393,421,60.0,94.5,225,57.3,238
Joe Berger,2424,G,MIN,13,0,18,57.9,100.0,132,33.9,132,72.1,0,100.0,389,389,73.1,100.0,222,57.1,222
Daryl Williams,9535,T,CAR,13,0,5,65.8,100.0,197,51.7,197,68.5,0,100.0,381,381,71.1,100.0,114,29.9,114
Andrew Norwell,9126,G,CAR,13,0,5,65.5,100.0,197,51.7,197,60.2,0,100.0,381,381,56.3,100.0,114,29.9,114
Matt Kalil,7010,T,CAR,13,0,5,53.2,100.0,197,51.8,197,53.2,2,100.0,380,380,50.3,100.0,113,29.7,113
A.J. Cann,9500,G,JAX,12,0,15,58.1,100.0,142,37.4,142,54.6,3,100.0,380,380,51.1,100.0,213,56.1,213
Cam Robinson,11789,T,JAX,13,0,15,53.6,100.0,147,38.8,147,49.9,1,100.0,379,379,53.7,100.0,213,56.2,213
Riley Reiff,7029,T,MIN,13,0,18,58.4,100.0,126,33.6,126,59.6,1,100.0,375,375,61.5,100.0,214,57.1,214
Pat Elflein,11825,C,MIN,12,0,18,64.4,100.0,129,34.5,129,66.5,0,100.0,374,374,60.4,100.0,210,56.1,210
Marcedes Lewis,2973,TE,JAX,13,0,15,75.2,100.0,147,39.4,147,74.4,0,100.0,373,373,68.9,100.0,204,54.7,204
Eric Wood,4951,C,BUF,13,0,4,59.2,100.0,131,35.1,131,69.2,2,100.0,373,373,74.6,100.0,204,54.7,204
Jordan Mills,7945,T,BUF,13,0,4,48.6,100.0,130,34.9,130,49.7,1,100.0,372,372,51.7,100.0,204,54.8,204
Austin Howard,5847,T,BLT,13,0,3,56.9,100.0,178,48.0,178,65.2,1,100.0,371,371,73.4,100.0,145,39.1,145
James Hurst,9001,G,BLT,13,0,3,49.2,100.0,178,48.0,178,51.0,1,100.0,371,371,61.7,100.0,145,39.1,145
Ryan Jensen,7985,C,BLT,13,1,3,70.5,100.0,178,48.0,178,74.0,2,100.0,371,371,80.8,100.0,145,39.1,145
Brandon Brooks,7078,G,PHI,13,0,24,75.2,100.0,156,42.2,156,77.3,1,100.0,370,370,69.2,100.0,176,47.6,176
La'el Collins,9719,T,DAL,13,0,9,58.1,100.0,129,35.0,129,64.8,0,100.0,369,369,68.7,100.0,215,58.3,215
Trai Turner,8727,G,CAR,13,0,5,68.5,100.0,192,52.0,192,71.2,1,100.0,369,369,61.3,100.0,110,29.8,110
Travis Frederick,7812,C,DAL,13,0,9,73.0,100.0,129,35.0,129,83.5,2,100.0,369,369,87.0,100.0,215,58.3,215
Richie Incognito,2298,G,BUF,13,0,4,57.6,100.0,129,35.3,129,66.9,5,100.0,365,365,71.6,100.0,201,55.1,201
Jason Kelce,6343,C,PHI,13,0,24,86.0,100.0,148,40.5,148,94.8,1,100.0,365,365,94.3,100.0,182,49.9,182
Kyle Rudolph,6195,TE,MIN,13,0,18,59.5,100.0,124,34.1,124,55.0,0,100.0,364,364,53.8,100.0,213,58.5,213
Breno Giacomini,4464,T,HST,13,1,13,45.6,100.0,96,26.7,96,53.6,1,100.0,360,360,58.7,100.0,235,65.3,235
Nick Martin,10684,C,HST,13,0,13,63.4,100.0,96,26.7,96,58.8,3,100.0,360,360,54.7,100.0,235,65.3,235
Shaq Mason,9564,G,NE,13,0,19,69.7,100.0,175,48.7,175,80.9,1,100.0,359,359,83.7,100.0,143,39.8,143
Max Unger,4972,C,NO,13,0,20,60.1,100.0,165,46.1,165,59.5,0,100.0,358,358,62.2,100.0,139,38.8,139
Ryan Ramczyk,11787,T,NO,13,0,20,69.9,100.0,165,46.1,165,76.2,0,100.0,358,358,83.5,100.0,139,38.8,139
