player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Breno Giacomini,4464,T,HST,13,100.0,3,13,47.0,45.9,53.6,6,60,514,100.0,100.0,92.2,8,73,7,928,0,0,0,928,568,568,0,928,360,0
Nick Martin,10684,C,HST,13,100.0,0,13,64.6,71.5,58.8,4,15,514,100.0,100.0,98.0,3,20,1,928,928,0,0,928,568,568,0,0,360,0
Brandon Brooks,7078,G,PHI,13,100.0,0,24,85.6,88.9,77.3,1,13,517,100.0,100.0,98.6,2,14,0,923,0,0,0,923,553,553,923,0,370,0
Shaq Mason,9564,G,NE,13,100.0,0,19,80.8,68.4,80.9,6,13,519,100.0,100.0,98.0,1,20,1,921,0,0,0,921,562,562,921,0,359,0
David DeCastro,7640,G,PIT,13,100.0,1,25,88.0,87.9,84.0,1,13,525,100.0,100.0,98.7,6,14,0,921,0,0,0,921,569,569,921,0,352,0
Joe Thuney,10712,G,NE,13,100.0,0,19,74.4,73.9,69.6,9,16,519,100.0,100.0,96.8,3,29,4,919,0,919,0,919,562,562,0,0,357,0
Maurkice Pouncey,5543,C,PIT,13,100.0,1,25,74.9,78.7,73.1,4,14,525,100.0,100.0,98.1,5,19,1,917,917,0,0,917,569,569,0,0,348,0
Jason Kelce,6343,C,PHI,13,100.0,0,24,93.4,69.2,94.8,4,14,516,100.0,100.0,97.9,5,20,2,917,917,0,0,917,552,552,0,0,365,0
Matt Paradis,8841,C,DEN,13,100.0,0,10,74.1,76.6,69.5,4,11,541,100.0,100.0,98.6,1,15,0,910,909,0,0,910,576,576,0,0,334,0
Joe Berger,2424,G,MIN,13,100.0,0,18,76.8,79.1,72.1,2,16,484,100.0,100.0,97.5,2,21,3,909,0,0,0,909,520,520,909,0,389,0
Nate Solder,6169,T,NE,13,100.0,1,19,68.3,68.0,66.7,6,33,514,100.0,100.0,95.6,9,42,3,909,0,0,887,909,557,557,0,0,352,22
Xavier Su'a-Filo,8668,G,HST,13,100.0,0,13,52.4,53.2,51.3,8,25,503,100.0,100.0,95.3,4,40,7,908,0,908,0,908,554,554,0,0,354,0
A.Q. Shipley,5150,C,ARZ,13,100.0,1,1,64.6,77.3,59.1,2,9,544,100.0,100.0,98.3,4,15,4,899,899,0,0,899,585,585,0,0,314,0
Alejandro Villanueva,9091,T,PIT,13,100.0,1,25,77.7,80.0,66.9,5,26,511,100.0,100.0,96.0,4,36,5,899,0,0,899,899,554,554,0,0,345,0
Daniel Kilgore,6315,C,SF,13,100.0,3,28,63.9,68.7,62.6,5,14,556,100.0,100.0,97.6,7,23,4,898,898,0,0,898,581,581,0,0,317,0
Germain Ifedi,10665,T,SEA,13,100.0,3,29,50.3,67.5,43.0,2,39,550,100.0,100.0,95.9,16,43,2,898,0,0,0,898,606,606,0,897,292,0
Jared Veldheer,5594,T,ARZ,13,100.0,4,1,62.3,62.5,60.8,6,28,540,100.0,100.0,95.9,8,39,5,895,0,0,260,895,581,581,0,635,314,0
Justin Britt,8699,C,SEA,13,100.0,0,29,69.6,79.7,65.1,1,5,548,100.0,100.0,99.3,3,7,1,892,891,0,0,892,603,603,0,0,289,0
Garett Bolles,11775,T,DEN,13,100.0,3,10,73.0,70.2,75.3,9,26,536,100.0,100.0,95.4,13,42,7,889,0,0,888,889,570,570,0,0,319,0
Brandon Fusco,6324,G,SF,13,100.0,1,28,72.3,76.5,70.7,3,18,544,100.0,100.0,97.5,6,24,3,885,0,0,0,885,569,569,885,0,316,0
J.R. Sweezy,7209,G,TB,13,100.0,0,30,59.5,70.1,53.1,3,24,546,100.0,100.0,97.0,6,30,3,883,0,0,0,883,578,578,883,0,305,0
Joel Bitonio,8670,G,CLV,13,100.0,0,8,74.6,87.2,61.5,4,9,555,100.0,100.0,97.7,0,19,6,881,0,881,0,881,601,601,0,0,280,0
J.C. Tretter,7904,C,CLV,13,100.0,0,8,68.8,78.6,61.7,3,19,555,100.0,100.0,97.8,2,23,1,881,881,0,0,881,601,601,0,0,280,0
Kevin Zeitler,7032,G,CLV,13,100.0,0,8,75.6,81.2,67.4,6,17,555,100.0,100.0,97.7,2,24,1,881,0,0,0,881,601,601,881,0,280,0
Daryl Williams,9535,T,CAR,13,100.0,0,5,77.6,78.7,68.5,3,22,458,100.0,100.0,96.6,2,28,3,873,0,0,7,873,492,492,0,866,381,0
Andrew Norwell,9126,G,CAR,13,100.0,1,5,71.6,89.9,60.2,0,13,458,100.0,100.0,98.6,1,13,0,873,0,873,0,873,492,492,0,0,381,0
Matt Kalil,7010,T,CAR,13,100.0,3,5,60.1,67.0,53.2,7,25,457,100.0,100.0,95.4,9,37,5,871,0,0,840,871,491,491,0,0,380,31
Riley Reiff,7029,T,MIN,13,100.0,2,18,63.4,69.9,59.6,5,23,459,100.0,100.0,96.5,7,30,2,869,0,0,854,869,494,494,0,0,375,15
Ryan Jensen,7985,C,BLT,13,100.0,2,3,71.1,58.9,74.0,1,7,465,100.0,100.0,98.5,4,11,3,860,860,0,0,860,489,489,0,0,371,0
Austin Howard,5847,T,BLT,13,100.0,1,3,66.7,63.1,65.2,7,18,465,100.0,100.0,96.7,3,28,3,860,0,0,11,860,489,489,4,845,371,0
Graham Glasgow,10729,G,DET,13,100.0,0,11,68.3,71.2,63.2,5,16,526,100.0,100.0,97.6,4,23,2,860,150,709,0,860,563,563,0,0,297,0
James Hurst,9001,G,BLT,13,99.9,1,3,59.1,73.5,51.0,2,12,464,99.8,99.8,97.8,4,17,3,859,0,782,74,860,488,489,0,1,371,2
La'el Collins,9719,T,DAL,13,100.0,0,9,63.9,58.0,64.8,6,28,450,100.0,100.0,95.3,4,38,4,858,0,0,0,858,489,489,0,858,369,0
Travis Frederick,7812,C,DAL,13,100.0,0,9,85.5,81.4,83.5,2,8,450,100.0,100.0,98.9,3,10,0,858,858,0,0,858,489,489,0,0,369,0
Shon Coleman,10710,T,CLV,13,99.9,4,8,61.6,61.7,62.9,8,39,534,99.8,99.8,94.5,12,53,6,856,0,0,2,857,578,579,0,845,278,5
Eric Wood,4951,C,BUF,13,100.0,0,4,71.8,75.8,69.2,2,11,454,100.0,100.0,98.3,3,14,1,854,854,0,0,854,481,481,0,0,373,0
Jordan Mills,7945,T,BUF,13,100.0,1,4,61.5,71.8,49.7,3,16,454,100.0,100.0,97.2,4,22,3,853,0,0,0,853,481,481,0,853,372,0
Donovan Smith,9467,T,TB,13,100.0,0,30,63.2,67.3,60.6,9,21,527,100.0,100.0,96.0,9,36,6,853,0,0,853,853,558,558,0,0,295,0
Jeremy Vujnovich,8928,G,IND,13,100.0,1,14,47.9,58.7,44.3,2,26,480,100.0,100.0,95.8,3,34,6,850,0,850,0,850,508,508,0,0,342,0
Anthony Castonzo,6174,T,IND,13,100.0,1,14,82.1,78.4,78.6,3,19,480,100.0,100.0,96.5,5,28,6,850,0,0,845,850,508,508,0,0,342,5
Ryan Ramczyk,11787,T,NO,13,100.0,2,20,79.2,75.4,76.2,5,13,462,100.0,100.0,97.4,5,21,3,848,0,0,117,848,490,490,0,728,358,3
Spencer Pulley,10998,C,LAC,13,100.0,1,27,57.7,58.1,56.5,7,22,483,100.0,100.0,96.8,2,30,1,848,848,0,0,848,516,516,0,0,332,0
Max Unger,4972,C,NO,13,100.0,0,20,63.7,68.1,59.5,3,7,462,100.0,100.0,98.5,0,12,2,848,848,0,0,848,490,490,0,0,358,0
Ereck Flowers,9442,T,NYG,13,100.0,2,21,68.3,73.3,53.6,7,18,514,100.0,100.0,96.4,6,31,6,847,0,0,844,847,540,540,0,0,307,1
Trai Turner,8727,G,CAR,13,100.0,1,5,72.6,69.1,71.2,4,22,442,100.0,100.0,97.1,6,26,0,844,0,0,0,844,475,475,844,0,369,0
Jahri Evans,3053,G,GB,13,100.0,0,12,71.4,81.3,63.3,3,14,516,100.0,100.0,98.2,3,18,1,843,0,0,0,843,554,554,843,0,289,0
Corey Linsley,8796,C,GB,13,100.0,3,12,68.9,73.2,66.3,2,15,516,100.0,100.0,98.2,5,18,1,843,843,0,0,843,554,554,0,0,289,0
Laken Tomlinson,9461,G,SF,12,100.0,0,28,62.0,65.8,60.3,5,26,517,100.0,100.0,96.2,5,35,4,842,0,842,0,842,541,541,0,0,301,0
Richie Incognito,2298,G,BUF,13,100.0,0,4,74.7,81.8,66.9,2,10,450,100.0,100.0,98.2,6,14,2,842,0,842,0,842,477,477,0,0,365,0
Kelvin Beachum,7229,T,NYJ,13,100.0,3,22,66.8,77.5,51.7,4,17,460,100.0,100.0,97.3,6,23,2,840,0,0,840,840,494,494,0,0,346,0
James Carpenter,6177,G,NYJ,13,100.0,1,22,55.4,54.3,57.0,9,19,460,100.0,100.0,96.3,6,31,3,840,0,840,0,840,494,494,0,0,346,0
Wesley Johnson,8808,C,NYJ,13,100.0,0,22,53.6,55.3,54.7,6,11,460,100.0,100.0,97.7,5,19,2,840,840,0,0,840,494,494,0,0,346,0
Pat Elflein,11825,C,MIN,12,100.0,2,18,67.4,65.1,66.5,6,13,430,100.0,100.0,97.1,3,22,3,837,837,0,0,837,463,463,0,0,374,0
