player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Julius Peppers,1010,ED,CAR,13,1,,,2.2,,,0,0,0,,5,61.8,75.6,73.8,64.6,82.2,72.7,0,,25.0,1,0,1,0.0,0,6,271,12,2,0,0,0,0,0.0,
James Harrison,1251,ED,PIT,5,0,4.0,100.0,35.7,9.0,9.0,0,0,0,0.0,25,65.5,63.3,77.1,77.8,35.9,35.4,0,5,0.0,0,0,0,87.5,1,10,28,1,1,1,0,5,1,0.6,5.0
Terence Newman,1321,CB,MIN,13,2,8.0,59.0,96.7,12.4,7.3,0,1,2,5.1,18,70.4,70.2,83.3,62.1,63.0,56.2,0,27,10.5,2,2,1,91.1,23,296,306,8,15,39,2,213,87,0.7,9.3
Terrell Suggs,1326,ED,BLT,13,2,-2.0,100.0,3.1,6.5,6.5,1,1,1,50.0,3,89.0,80.4,55.0,73.0,75.5,68.7,0,8,25.0,2,1,3,95.8,2,13,421,14,4,2,0,14,18,1.1,7.0
DeAngelo Hall,1729,S,WAS,4,2,20.3,71.4,100.0,20.0,14.3,0,0,2,28.6,32,54.5,46.4,80.5,,32.0,36.0,0,24,10.0,1,2,0,144.0,5,110,110,0,7,7,1,72,19,0.7,14.4
Karlos Dansby,1754,LB,ARZ,13,7,4.4,74.5,88.1,10.3,7.7,0,3,2,3.9,1,56.6,60.6,61.5,62.2,64.4,63.5,1,35,21.6,8,2,1,96.1,38,413,469,14,22,51,2,331,201,0.8,8.7
Mike Adams,1972,S,CAR,13,1,10.9,60.5,94.5,19.7,11.9,0,1,5,13.2,5,80.9,78.2,62.9,53.8,70.7,74.8,2,25,10.0,3,5,2,85.7,23,477,505,8,26,38,4,183,115,0.4,8.0
Adam Jones,2223,CB,CIN,9,0,10.1,50.0,100.0,11.7,5.9,1,0,5,16.7,7,56.9,55.9,0.0,,65.7,65.3,1,20,16.7,3,4,5,60.7,15,188,188,2,15,30,1,142,27,0.8,9.5
Thomas Davis Sr.,2231,LB,CAR,13,3,3.3,78.0,80.0,9.9,7.7,1,0,1,2.4,5,68.1,70.3,34.1,74.3,66.1,72.3,0,23,13.3,4,0,3,108.6,32,333,416,15,23,41,2,253,176,0.8,7.9
Derrick Johnson,2232,LB,KC,13,5,4.8,48.5,93.5,24.9,12.1,0,0,6,18.2,16,79.5,66.4,87.5,43.2,49.1,52.7,0,20,23.8,5,5,0,58.5,16,433,463,2,11,33,0,127,58,0.3,7.9
Lorenzo Alexander,2476,ED,BUF,13,0,4.3,82.8,54.3,7.0,5.8,0,0,1,3.4,4,47.5,55.9,26.1,63.3,63.1,37.3,0,39,22.7,5,1,3,115.1,24,175,322,9,17,29,1,257,156,1.5,10.7
Ahmad Brooks,2945,ED,GB,9,0,4.0,100.0,1.8,3.0,3.0,0,0,0,0.0,12,48.9,61.3,36.9,55.9,75.4,63.3,0,18,0.0,0,0,2,118.8,1,3,169,3,1,1,0,18,14,6.0,18.0
Haloti Ngata,2957,DI,DET,5,0,,,2.2,,,0,0,0,,11,54.3,66.4,42.5,75.5,61.2,73.1,0,,,0,0,1,0.0,0,2,93,2,0,0,0,0,0,0.0,
Tamba Hali,2965,ED,KC,3,0,,,1.9,,,0,0,0,,16,60.0,65.5,80.6,61.9,63.9,70.5,0,,,0,0,0,0.0,0,1,53,0,0,0,0,0,0,0.0,
Johnathan Joseph,2969,CB,HST,13,4,12.5,55.6,99.8,12.5,6.9,3,3,7,13.0,13,74.8,72.8,23.7,59.1,65.2,68.5,2,94,6.5,2,6,6,95.5,30,401,402,9,25,54,4,491,167,1.3,16.4
Frostee Rucker,3036,DI,ARZ,13,0,5.0,100.0,0.3,1.0,1.0,1,0,1,100.0,1,63.4,59.4,47.2,55.1,63.9,29.6,0,8,0.0,0,0,3,100.0,1,1,298,3,1,1,0,8,3,8.0,8.0
Elvis Dumervil,3071,ED,SF,13,0,,,0.9,,,0,0,0,,28,63.4,67.5,37.3,73.2,41.5,51.3,0,,50.0,1,0,1,0.0,0,2,215,6,1,0,0,0,0,0.0,
Kyle Williams,3079,DI,BUF,13,1,,,1.3,,,0,0,0,,4,62.1,64.1,51.8,62.0,64.4,55.3,0,,25.0,1,0,3,0.0,0,5,375,3,2,0,0,0,0,0.0,
