player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Antonio Brown,5718,WR,PIT,8,14.5,8,64.0,45.8,11,24,0,1.7,1,36,25,1,83.0,50.3,90.4,,90.5,0.0,0,6,51,0.0,0,302,3,57,93.0,281,13.6,41,77.7,89,3,86.4,261,835,284,5.0,14.6,2.97
Jarvis Landry,8698,WR,MIA,7,6.9,10,64.9,40.0,6,15,1,9.1,5,28,17,0,58.7,82.0,76.7,,77.0,0.4,1,3,29,0.0,0,267,1,50,94.8,253,58.4,156,74.5,77,3,41.2,110,398,186,3.7,8.0,1.57
DeAndre Hopkins,7808,WR,HST,7,13.0,2,60.8,23.8,5,21,0,2.2,1,33,13,0,84.4,78.6,85.5,,85.5,0.0,0,3,72,0.0,0,290,2,45,89.7,260,15.5,45,101.5,74,7,84.5,245,606,161,3.6,13.5,2.33
Adam Thielen,8288,WR,MIN,8,10.8,4,66.7,55.6,10,18,0,2.0,1,28,18,3,87.0,21.7,79.7,,77.6,0.6,2,0,45,0.0,0,313,2,48,91.7,287,55.9,175,98.6,72,1,43.1,135,627,151,3.1,13.1,2.18
Pierre Garcon,4519,WR,SF,8,10.1,4,61.5,41.7,5,12,0,0.0,0,25,28,0,90.2,78.3,77.5,,76.3,0.0,0,1,59,0.0,0,293,1,40,95.2,279,23.9,70,79.0,65,0,75.8,222,500,177,4.4,12.5,1.79
Mike Evans,8642,WR,TB,7,13.8,1,60.9,50.0,12,24,1,7.1,3,31,30,1,65.8,78.0,77.9,,77.3,0.0,0,2,41,0.0,0,298,2,39,95.0,283,18.5,55,94.5,64,4,81.5,243,519,57,1.5,13.3,1.83
Christian McCaffrey,11763,HB,CAR,8,2.2,9,76.6,75.0,3,4,1,2.0,1,20,5,0,86.3,68.2,69.1,50.2,85.7,0.0,0,2,37,8.1,22,273,1,49,86.8,237,19.8,54,87.9,64,2,9.2,25,378,336,6.9,7.7,1.59
Keenan Allen,7857,WR,LAC,8,9.8,3,62.5,40.0,6,15,2,14.9,7,31,27,0,36.5,78.1,75.5,66.2,74.2,0.0,0,2,50,0.3,1,293,5,40,91.8,269,49.8,146,82.0,64,1,50.2,147,548,207,5.2,13.7,2.04
Amari Cooper,9437,WR,OAK,8,10.8,6,54.8,16.7,2,12,0,20.9,9,19,23,1,28.6,41.9,62.4,,61.3,0.0,0,3,45,0.0,0,309,0,34,93.5,289,20.4,63,70.9,62,3,79.3,245,404,174,5.1,11.9,1.4
Larry Fitzgerald,1724,WR,ARZ,7,8.3,3,73.8,47.1,8,17,0,2.2,1,27,1,1,90.3,33.3,75.1,72.4,73.0,0.3,1,0,37,0.3,1,321,0,45,92.8,298,65.1,209,113.7,61,3,34.0,109,494,215,4.8,11.0,1.66
A.J. Green,6156,WR,CIN,7,13.3,6,63.3,56.3,9,16,0,2.6,1,25,7,1,81.3,29.1,84.4,,83.8,0.0,0,5,77,0.0,0,248,0,38,96.8,240,12.1,30,82.1,60,4,87.5,217,572,167,4.4,15.1,2.38
Doug Baldwin,6615,WR,SEA,7,10.4,6,70.0,27.3,3,11,0,0.0,0,21,29,0,90.2,78.5,82.2,65.6,81.2,5.2,13,0,36,0.4,1,251,1,42,91.2,229,65.7,165,101.4,60,2,28.7,72,430,123,2.9,10.2,1.88
Dez Bryant,5549,WR,DAL,7,12.0,8,54.2,33.3,6,18,0,13.5,5,23,9,0,35.3,77.0,76.7,,76.0,0.0,0,2,36,0.0,0,260,1,32,90.8,236,25.8,67,81.6,59,4,74.2,193,366,133,4.2,11.4,1.55
Alshon Jeffery,7048,WR,PHI,8,16.0,1,48.3,37.5,9,24,2,6.7,2,20,24,0,68.1,76.6,67.2,,67.9,0.0,0,0,53,0.0,0,291,5,28,93.8,273,16.2,47,89.4,58,3,83.8,244,416,126,4.5,14.9,1.52
Michael Thomas,10681,WR,NO,7,10.1,4,73.7,66.7,10,15,1,4.5,2,28,20,0,75.3,78.4,79.4,,79.8,0.0,0,2,33,0.0,0,251,1,42,95.2,239,20.3,51,95.7,57,2,79.7,200,480,158,3.8,11.4,2.01
Zach Ertz,7816,TE,PHI,8,9.3,2,75.4,50.0,4,8,0,4.4,2,29,24,1,75.5,30.4,75.6,48.0,84.1,44.4,131,1,53,8.5,25,295,2,43,86.4,255,38.0,112,131.3,57,6,17.3,51,528,158,3.7,12.3,2.07
Devin Funchess,9474,WR,CAR,8,13.2,2,58.9,44.4,4,9,0,2.9,1,20,5,0,71.4,77.4,69.6,,69.5,0.7,2,3,24,0.0,0,286,2,33,94.4,270,25.5,73,73.3,56,3,73.8,211,357,119,3.6,10.8,1.32
Julio Jones,6158,WR,ATL,7,13.1,4,66.1,21.4,3,14,0,2.6,1,27,2,0,80.8,77.6,90.1,,89.9,0.0,0,1,53,0.0,0,201,0,37,96.5,194,24.9,50,95.8,56,1,75.1,151,540,196,5.3,14.6,2.78
Travis Kelce,7844,TE,KC,8,9.4,8,78.6,37.5,3,8,0,4.3,2,29,16,0,75.8,78.9,85.7,41.4,89.1,28.7,83,0,44,6.9,20,289,3,44,89.3,258,46.0,133,131.8,56,4,24.2,70,556,222,5.0,12.6,2.16
Demaryius Thomas,5547,WR,DEN,7,11.1,1,63.6,60.0,6,10,0,5.4,2,22,10,1,63.6,28.9,72.8,,71.9,0.0,0,4,40,0.0,0,266,2,35,92.9,247,12.8,34,59.3,55,0,87.2,232,455,116,3.3,13.0,1.84
Tyreek Hill,10799,WR,KC,8,11.3,3,70.4,57.1,4,7,1,5.0,2,24,16,0,73.3,83.5,77.4,61.6,82.5,0.0,0,0,75,0.4,1,265,2,38,94.7,251,35.8,95,121.9,54,3,59.2,157,553,210,5.5,14.6,2.2
Rob Gronkowski,5567,TE,NE,7,11.9,4,63.0,50.0,8,16,0,10.5,4,25,19,1,47.5,28.9,76.7,63.1,76.6,33.6,98,0,53,11.3,33,292,4,34,82.2,240,49.7,145,124.7,54,5,16.4,48,509,188,5.5,15.0,2.12
Jack Doyle,8520,TE,IND,7,5.9,3,77.8,40.0,4,10,0,6.7,3,17,14,2,66.8,23.1,67.3,65.2,63.4,27.6,71,0,21,12.1,31,257,0,42,84.8,218,54.5,140,108.2,54,2,12.5,32,378,177,4.2,9.0,1.73
Chris Hogan,6468,WR,NE,8,12.9,1,62.3,30.8,4,13,1,8.3,3,22,19,0,60.5,78.3,63.2,,63.4,0.3,1,1,47,0.0,0,347,3,33,92.8,322,48.4,168,112.0,53,5,51.0,177,438,167,5.1,13.3,1.36
Golden Tate,5585,WR,DET,7,6.0,14,81.1,60.0,3,5,0,4.4,2,19,11,1,75.3,34.7,77.1,,76.5,0.0,0,1,45,0.0,0,267,0,43,93.3,249,82.0,219,106.7,53,2,18.0,48,449,242,5.6,10.4,1.8
Michael Crabtree,4933,WR,OAK,7,11.8,5,63.5,46.7,7,15,0,5.7,2,22,23,0,70.9,77.3,75.5,,74.2,0.0,0,2,41,0.0,0,223,3,33,92.8,207,20.2,45,110.3,52,6,79.4,177,411,118,3.6,12.5,1.99
T.Y. Hilton,7092,WR,IND,8,15.2,1,56.9,20.0,3,15,0,6.5,2,21,14,1,66.8,27.0,68.7,,68.7,0.0,0,3,63,0.0,0,306,2,29,96.1,294,38.6,118,74.6,51,1,61.4,188,527,139,4.8,18.2,1.79
Kelvin Benjamin,8663,WR,CAR,8,12.1,3,62.7,41.2,7,17,0,5.9,2,21,5,0,69.5,77.0,74.5,,74.8,0.0,0,2,43,0.0,0,248,1,32,94.8,235,18.5,46,89.9,51,2,81.5,202,475,105,3.3,14.8,2.02
Brandin Cooks,8655,WR,NE,8,14.7,1,64.7,35.7,5,14,0,13.2,5,23,19,0,53.6,78.0,70.1,,70.4,0.0,0,0,54,0.0,0,349,3,33,92.3,322,17.2,60,121.6,51,3,82.8,289,563,108,3.3,17.1,1.75
James White,8765,HB,NE,8,2.0,7,87.8,75.0,3,4,0,2.3,1,19,19,0,83.9,83.2,69.0,60.6,81.9,0.0,0,0,27,9.6,21,219,0,43,83.1,182,4.6,10,104.5,49,1,21.9,48,365,280,6.5,8.5,2.01
Marvin Jones Jr.,7158,WR,DET,7,16.0,5,53.1,37.5,6,16,1,10.3,3,16,11,0,55.1,75.9,69.1,,68.0,0.3,1,1,43,0.0,0,321,2,26,93.8,301,10.9,35,92.9,49,3,88.8,285,408,56,2.2,15.7,1.36
DeSean Jackson,4363,WR,TB,7,18.8,0,51.0,30.8,4,13,0,3.8,1,20,30,0,75.1,75.7,75.8,,75.0,0.0,0,3,41,0.0,0,260,0,25,94.6,246,15.4,40,66.5,49,2,84.2,219,397,122,4.9,15.9,1.61
Robby Anderson,11254,WR,NYJ,8,14.0,3,55.1,0.0,0,12,0,10.0,3,16,22,0,56.1,76.4,65.0,,66.8,0.0,0,3,69,0.0,0,258,1,27,96.5,249,31.4,81,79.9,49,3,68.2,176,435,153,5.7,16.1,1.75
Davante Adams,8688,WR,GB,7,9.8,4,62.5,20.0,2,10,0,6.3,2,20,12,0,58.7,76.6,68.9,,67.7,0.3,1,0,41,0.0,0,299,0,30,91.0,272,16.7,50,119.4,48,5,82.9,248,351,129,4.3,11.7,1.29
Evan Engram,11778,TE,NYG,7,8.6,4,63.8,40.0,4,10,1,9.1,3,19,21,0,50.8,76.8,65.1,75.1,69.3,62.2,163,2,31,4.6,12,262,4,30,89.7,235,24.4,64,89.1,47,3,12.6,33,342,161,5.4,11.4,1.46
Rishard Matthews,7211,WR,TEN,7,11.9,2,58.7,50.0,5,10,0,3.6,1,19,31,0,76.3,76.4,72.1,,71.8,0.9,2,2,55,0.0,0,230,0,27,95.2,219,33.9,78,75.7,46,1,65.2,150,393,149,5.5,14.6,1.79
