player,player_id,position,team_name,player_game_count,base_dropbacks,blitz_accuracy_percent,blitz_aimed_passes,blitz_attempts,blitz_avg_depth_of_target,blitz_avg_time_to_throw,blitz_bats,blitz_big_time_throws,blitz_btt_rate,blitz_completion_percent,blitz_completions,blitz_def_gen_pressures,blitz_drop_rate,blitz_dropbacks,blitz_dropbacks_percent,blitz_drops,blitz_first_downs,blitz_grades_coverage_defense,blitz_grades_defense,blitz_grades_defense_penalty,blitz_grades_hands_drop,blitz_grades_hands_fumble,blitz_grades_offense,blitz_grades_offense_penalty,blitz_grades_overall_tackle,blitz_grades_pass,blitz_grades_pass_route,blitz_grades_run,blitz_grades_tackle,blitz_hit_as_threw,blitz_interceptions,blitz_passing_snaps,blitz_pressure_to_sack_rate,blitz_qb_rating,blitz_sack_percent,blitz_sacks,blitz_scrambles,blitz_spikes,blitz_thrown_aways,blitz_touchdowns,blitz_turnover_worthy_plays,blitz_twp_rate,blitz_yards,blitz_ypa,declined_penalties,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,no_blitz_accuracy_percent,no_blitz_aimed_passes,no_blitz_attempts,no_blitz_avg_depth_of_target,no_blitz_avg_time_to_throw,no_blitz_bats,no_blitz_big_time_throws,no_blitz_btt_rate,no_blitz_completion_percent,no_blitz_completions,no_blitz_def_gen_pressures,no_blitz_drop_rate,no_blitz_dropbacks,no_blitz_dropbacks_percent,no_blitz_drops,no_blitz_first_downs,no_blitz_grades_coverage_defense,no_blitz_grades_defense,no_blitz_grades_defense_penalty,no_blitz_grades_hands_drop,no_blitz_grades_hands_fumble,no_blitz_grades_offense,no_blitz_grades_offense_penalty,no_blitz_grades_overall_tackle,no_blitz_grades_pass,no_blitz_grades_pass_route,no_blitz_grades_run,no_blitz_grades_tackle,no_blitz_hit_as_threw,no_blitz_interceptions,no_blitz_passing_snaps,no_blitz_pressure_to_sack_rate,no_blitz_qb_rating,no_blitz_sack_percent,no_blitz_sacks,no_blitz_scrambles,no_blitz_spikes,no_blitz_thrown_aways,no_blitz_touchdowns,no_blitz_turnover_worthy_plays,no_blitz_twp_rate,no_blitz_yards,no_blitz_ypa,no_pressure_accuracy_percent,no_pressure_aimed_passes,no_pressure_attempts,no_pressure_avg_depth_of_target,no_pressure_avg_time_to_throw,no_pressure_bats,no_pressure_big_time_throws,no_pressure_btt_rate,no_pressure_completion_percent,no_pressure_completions,no_pressure_def_gen_pressures,no_pressure_drop_rate,no_pressure_dropbacks,no_pressure_dropbacks_percent,no_pressure_drops,no_pressure_first_downs,no_pressure_grades_coverage_defense,no_pressure_grades_defense,no_pressure_grades_defense_penalty,no_pressure_grades_hands_drop,no_pressure_grades_hands_fumble,no_pressure_grades_offense,no_pressure_grades_offense_penalty,no_pressure_grades_overall_tackle,no_pressure_grades_pass,no_pressure_grades_pass_route,no_pressure_grades_run,no_pressure_grades_tackle,no_pressure_hit_as_threw,no_pressure_interceptions,no_pressure_passing_snaps,no_pressure_pressure_to_sack_rate,no_pressure_qb_rating,no_pressure_sack_percent,no_pressure_sacks,no_pressure_scrambles,no_pressure_spikes,no_pressure_thrown_aways,no_pressure_touchdowns,no_pressure_turnover_worthy_plays,no_pressure_twp_rate,no_pressure_yards,no_pressure_ypa,penalties,pressure_accuracy_percent,pressure_aimed_passes,pressure_attempts,pressure_avg_depth_of_target,pressure_avg_time_to_throw,pressure_bats,pressure_big_time_throws,pressure_btt_rate,pressure_completion_percent,pressure_completions,pressure_def_gen_pressures,pressure_drop_rate,pressure_dropbacks,pressure_dropbacks_percent,pressure_drops,pressure_first_downs,pressure_grades_coverage_defense,pressure_grades_defense,pressure_grades_defense_penalty,pressure_grades_hands_drop,pressure_grades_hands_fumble,pressure_grades_offense,pressure_grades_offense_penalty,pressure_grades_overall_tackle,pressure_grades_pass,pressure_grades_pass_route,pressure_grades_run,pressure_grades_tackle,pressure_hit_as_threw,pressure_interceptions,pressure_passing_snaps,pressure_pressure_to_sack_rate,pressure_qb_rating,pressure_sack_percent,pressure_sacks,pressure_scrambles,pressure_spikes,pressure_thrown_aways,pressure_touchdowns,pressure_turnover_worthy_plays,pressure_twp_rate,pressure_yards,pressure_ypa
Tom Brady,698,QB,NE,7,307,65.2,89,90,7.8,2.33,0,3,3.1,53.3,48,36,17.2,99,32.2,10,29,,,,,65.0,64.1,80.8,,63.6,,,,0,0,106,25.0,80.5,9.1,9,0,0,1,3,2,1.9,493,5.5,0,19,49.9,64.5,68.3,29.0,67.7,186,195,9.9,2.66,0,10,5.0,56.4,110,64,12.7,208,67.8,16,59,,,,,73.7,70.6,83.5,,69.1,,66.1,,2,5,216,17.2,72.9,5.3,11,2,2,5,5,7,3.2,1215,6.2,70.8,202,206,8.2,2.29,0,10,4.7,58.7,121,0,15.4,207,67.4,22,59,,,,,90.1,79.4,83.5,,77.8,,58.3,,0,3,216,,80.8,0.0,0,1,2,2,8,5,2.3,1130,5.5,1,56.2,73,79,12.2,3.11,0,3,3.6,46.8,37,100,9.8,100,32.6,4,29,,,,,36.3,48.5,80.8,,48.0,,65.9,,2,2,106,20.0,61.0,20.0,20,1,0,4,0,4,3.8,578,7.3
Matthew Stafford,4924,QB,DET,7,303,65.9,85,91,7.6,1.98,2,3,3.1,53.8,49,33,12.5,95,31.4,7,27,,,,,84.9,68.7,80.5,,67.8,,,,1,2,100,12.1,90.5,4.2,4,0,0,3,8,1,1.0,510,5.6,0,11,69.6,82.1,85.1,31.1,77.2,193,199,8.4,2.49,3,11,5.3,64.8,129,59,13.4,208,68.6,20,80,,,,,90.1,91.0,41.1,,89.4,,76.8,,0,2,216,8.5,97.5,2.4,5,4,0,3,7,3,1.4,1619,8.1,77.1,205,208,7.5,2.16,3,8,3.7,66.3,138,0,12.7,211,69.6,20,79,,,,,90.1,91.9,83.5,,90.7,,70.4,,0,4,218,,101.2,0.0,0,3,0,0,12,1,0.5,1629,7.8,3,64.4,73,82,10.1,2.72,2,6,6.9,48.8,40,92,14.9,92,30.4,7,28,,,,,84.6,63.2,0.0,,62.4,,70.5,,1,0,98,9.8,80.3,9.8,9,1,0,6,3,3,3.1,500,6.1
Peyton Manning,327,QB,DEN,7,298,83.0,53,54,8.3,1.99,0,4,6.8,72.2,39,9,11.4,54,18.1,5,27,,,,,81.4,89.6,78.6,,87.0,,,,0,0,59,0.0,140.7,0.0,0,0,0,1,8,1,1.7,504,9.3,0,10,73.6,92.1,93.2,27.8,80.0,230,235,8.4,2.45,0,16,6.4,71.5,168,56,8.7,244,81.9,16,103,,,,,90.4,93.6,84.2,,92.4,,,,0,3,259,16.1,117.0,3.7,9,0,0,5,17,4,1.5,2061,8.8,82.2,230,233,8.0,2.18,0,17,6.9,73.4,171,0,9.5,233,78.2,18,103,,,,,90.3,94.7,84.0,,93.4,,,,0,2,248,,127.4,0.0,0,0,0,3,22,4,1.6,2029,8.7,1,73.6,53,56,10.3,3.06,0,3,4.9,64.3,36,65,7.7,65,21.8,3,27,,,,,82.3,80.3,79.2,,78.5,,,,0,1,70,13.8,106.0,13.8,9,0,0,3,3,1,1.4,536,9.6
Alex Smith,2218,QB,KC,7,296,65.9,85,91,6.8,2.63,1,2,2.1,54.9,50,45,10.7,101,34.1,6,24,,,,,85.3,59.5,80.8,,59.5,,58.7,,1,2,106,17.8,62.5,7.9,8,2,0,4,0,2,1.9,520,5.7,0,16,90.8,63.1,65.2,53.7,74.7,146,159,6.2,3.0,3,7,4.2,59.7,95,58,12.8,195,65.9,14,61,,,,,90.0,69.1,83.2,,67.8,,65.1,,2,2,201,17.2,88.8,5.1,10,26,3,5,7,4,2.0,1050,6.6,76.6,167,174,5.7,2.58,2,4,2.2,64.4,112,0,12.5,193,65.2,16,61,,,,,90.0,71.4,83.2,,71.1,,59.7,,0,3,201,,84.5,0.0,0,19,3,2,4,3,1.5,1181,6.8,5,57.8,64,76,8.4,3.43,2,5,6.3,43.4,33,103,10.8,103,34.8,4,24,,,,,85.3,55.4,80.8,,52.9,,69.2,,3,1,106,17.5,67.3,17.5,18,9,0,7,3,3,2.8,389,5.1
Joe Flacco,4332,QB,BLT,7,293,64.0,86,95,10.8,2.71,2,5,5.0,53.7,51,53,7.3,108,36.9,4,30,,,,,58.8,63.9,81.0,,62.4,,65.9,,3,1,114,22.6,81.9,11.1,12,1,0,4,4,4,3.5,579,6.1,0,3,59.3,66.0,66.0,51.4,70.2,168,174,8.8,2.83,1,12,6.5,62.6,109,58,7.6,185,63.1,9,56,,,,,58.7,67.6,83.1,,66.8,,59.4,,1,7,196,13.8,77.2,4.3,8,3,0,4,4,10,5.1,1338,7.7,73.7,175,181,8.7,2.43,3,11,5.8,65.7,119,0,7.8,182,62.1,10,61,,,,,89.7,75.4,83.0,,73.6,,63.3,,0,4,190,,91.7,0.0,0,1,0,3,7,6,3.2,1355,7.5,1,55.7,79,88,11.3,3.36,0,6,6.3,46.6,41,111,6.8,111,37.9,3,25,,,,,27.3,52.2,81.2,,52.0,,63.1,,4,4,120,18.0,52.4,18.0,20,3,0,5,1,8,6.7,562,6.4
Eli Manning,1722,QB,NYG,7,290,63.0,81,88,10.2,2.66,1,4,4.3,50.0,44,46,13.7,95,32.8,7,31,,,,,55.2,61.2,0.0,,62.8,,,,0,6,100,15.2,53.3,7.4,7,0,0,6,3,10,10.0,562,6.4,0,21,71.6,68.6,69.1,53.8,67.1,170,180,11.0,2.84,1,9,4.7,56.7,102,77,10.5,195,67.2,12,61,,,,,90.0,73.1,83.3,,70.6,,76.8,,2,9,206,14.3,72.9,5.6,11,4,0,7,7,9,4.4,1359,7.6,68.9,161,166,10.5,2.41,2,7,3.9,57.8,96,0,13.5,167,57.6,15,57,,,,,89.2,81.6,0.0,,80.7,,,,0,10,179,,67.8,0.6,1,0,0,3,6,10,5.6,1217,7.3,5,60.0,90,102,11.3,3.29,0,6,5.7,49.0,50,123,7.4,123,42.4,4,35,,,,,61.6,50.8,81.4,,48.9,,76.8,,2,5,127,13.8,64.3,13.8,17,4,0,10,4,9,7.1,704,6.9
Carson Palmer,1317,QB,ARZ,7,289,69.1,55,59,10.4,2.18,1,4,6.6,57.6,34,28,10.5,63,21.8,4,21,,,,,82.0,77.5,79.0,,75.9,,,,0,1,65,14.3,81.4,6.3,4,0,0,3,2,2,3.1,383,6.5,0,1,80.9,61.8,63.1,48.8,68.9,193,207,9.3,2.62,4,9,4.0,61.4,127,93,4.5,226,78.2,6,67,,,,,75.5,57.3,43.5,,57.6,58.9,63.1,,3,12,244,17.2,66.1,7.1,16,3,0,7,6,18,7.4,1359,6.6,73.2,164,168,8.9,2.2,4,10,5.6,68.5,115,0,4.2,168,58.1,5,64,,,,,89.2,76.3,82.8,,74.7,,,,0,7,180,,87.9,0.0,0,0,0,0,7,11,6.1,1301,7.7,3,60.7,84,98,10.8,2.97,1,3,2.9,46.9,46,121,9.8,121,41.9,5,24,,,,,60.7,43.8,13.7,,45.0,58.9,63.1,,3,6,129,16.5,37.8,16.5,20,3,0,10,1,9,7.0,441,4.5
Tony Romo,1693,QB,DAL,7,286,69.4,85,90,7.6,2.29,1,6,6.0,61.1,55,35,6.8,95,33.2,4,30,,,,,65.0,68.1,80.7,,67.3,,,,0,1,105,11.4,86.3,4.2,4,0,0,4,4,2,1.9,500,5.6,0,9,72.0,78.6,81.0,28.3,76.7,172,175,8.0,2.85,2,9,4.9,72.0,126,58,4.5,191,66.8,6,77,,,,,90.0,85.0,83.2,,84.8,,44.2,,0,4,202,20.7,109.5,6.3,12,4,1,0,11,4,2.0,1510,8.6,79.5,185,188,7.0,2.37,2,8,4.0,74.5,140,0,4.8,193,67.5,7,80,,,,,90.0,91.0,83.3,,90.5,,47.3,,0,2,207,,113.5,0.0,0,4,1,0,12,2,1.0,1465,7.8,0,61.1,72,77,10.1,3.28,1,7,8.4,53.2,41,93,6.8,93,32.5,3,27,,,,,63.9,53.0,80.5,,53.9,,55.5,,0,3,100,17.2,72.7,17.2,16,0,0,4,3,4,4.0,545,7.1
Sam Bradford,5526,QB,SL,7,284,77.1,70,77,7.2,2.19,4,4,4.9,63.6,49,37,9.3,79,27.8,5,32,,,,,83.7,81.3,79.8,,80.0,,57.9,,1,1,83,2.7,110.0,1.3,1,1,0,2,7,3,3.6,554,7.2,0,26,55.4,72.6,74.7,34.7,73.7,171,185,7.0,2.86,4,5,2.6,59.5,110,66,12.7,205,72.2,16,56,,,,,40.3,66.3,83.4,,68.7,,30.0,,1,3,214,21.2,83.1,6.8,14,6,0,9,7,8,3.7,1135,6.1,82.5,171,177,5.7,2.34,5,6,3.2,71.2,126,0,10.6,181,63.7,15,66,,,,,89.6,90.2,83.0,,88.6,,57.2,,0,3,189,,106.8,0.0,0,4,0,1,12,5,2.6,1268,7.2,0,55.7,70,85,10.3,3.26,3,3,3.3,38.8,33,103,15.4,103,36.3,6,22,,,,,25.4,41.5,80.8,,47.4,,28.0,,2,1,108,14.6,58.0,14.6,15,3,0,10,2,6,5.6,421,5.0
Andy Dalton,6187,QB,CIN,7,277,68.0,75,79,9.2,2.31,1,3,3.7,60.8,48,30,5.9,88,31.8,3,36,,,,,27.9,49.4,80.2,,49.3,,63.3,,1,3,91,26.7,85.4,9.1,8,1,0,2,4,7,7.7,600,7.6,0,7,67.1,66.1,68.7,41.0,78.3,161,170,8.1,2.6,4,12,6.7,68.2,116,42,7.9,189,68.2,10,57,,,,,89.9,78.0,83.1,,78.5,,51.9,,1,3,198,16.7,97.8,3.7,7,12,0,4,7,6,3.0,1324,7.8,78.2,193,199,7.7,2.26,5,12,5.8,71.9,143,0,5.3,205,74.0,8,76,,,,,90.1,75.9,83.4,,74.9,,57.6,,0,5,212,,101.1,0.0,0,6,0,1,9,9,4.2,1649,8.3,0,60.5,43,50,11.6,3.21,0,3,5.6,42.0,21,72,19.2,72,26.0,5,17,,,,,26.4,48.7,79.6,,49.8,,54.6,,2,1,77,20.8,65.0,20.8,15,7,0,5,2,4,5.2,275,5.5
