player,player_id,position,team_name,player_game_count,base_dropbacks,blitz_accuracy_percent,blitz_aimed_passes,blitz_attempts,blitz_avg_depth_of_target,blitz_avg_time_to_throw,blitz_bats,blitz_big_time_throws,blitz_btt_rate,blitz_completion_percent,blitz_completions,blitz_def_gen_pressures,blitz_drop_rate,blitz_dropbacks,blitz_dropbacks_percent,blitz_drops,blitz_first_downs,blitz_grades_hands_drop,blitz_grades_hands_fumble,blitz_grades_offense,blitz_grades_offense_penalty,blitz_grades_pass,blitz_grades_pass_route,blitz_grades_run,blitz_hit_as_threw,blitz_interceptions,blitz_passing_snaps,blitz_pressure_to_sack_rate,blitz_qb_rating,blitz_sack_percent,blitz_sacks,blitz_scrambles,blitz_spikes,blitz_thrown_aways,blitz_touchdowns,blitz_turnover_worthy_plays,blitz_twp_rate,blitz_yards,blitz_ypa,declined_penalties,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,no_blitz_accuracy_percent,no_blitz_aimed_passes,no_blitz_attempts,no_blitz_avg_depth_of_target,no_blitz_avg_time_to_throw,no_blitz_bats,no_blitz_big_time_throws,no_blitz_btt_rate,no_blitz_completion_percent,no_blitz_completions,no_blitz_def_gen_pressures,no_blitz_drop_rate,no_blitz_dropbacks,no_blitz_dropbacks_percent,no_blitz_drops,no_blitz_first_downs,no_blitz_grades_hands_drop,no_blitz_grades_hands_fumble,no_blitz_grades_offense,no_blitz_grades_offense_penalty,no_blitz_grades_pass,no_blitz_grades_pass_route,no_blitz_grades_run,no_blitz_hit_as_threw,no_blitz_interceptions,no_blitz_passing_snaps,no_blitz_pressure_to_sack_rate,no_blitz_qb_rating,no_blitz_sack_percent,no_blitz_sacks,no_blitz_scrambles,no_blitz_spikes,no_blitz_thrown_aways,no_blitz_touchdowns,no_blitz_turnover_worthy_plays,no_blitz_twp_rate,no_blitz_yards,no_blitz_ypa,no_pressure_accuracy_percent,no_pressure_aimed_passes,no_pressure_attempts,no_pressure_avg_depth_of_target,no_pressure_avg_time_to_throw,no_pressure_bats,no_pressure_big_time_throws,no_pressure_btt_rate,no_pressure_completion_percent,no_pressure_completions,no_pressure_def_gen_pressures,no_pressure_drop_rate,no_pressure_dropbacks,no_pressure_dropbacks_percent,no_pressure_drops,no_pressure_first_downs,no_pressure_grades_hands_drop,no_pressure_grades_hands_fumble,no_pressure_grades_offense,no_pressure_grades_offense_penalty,no_pressure_grades_pass,no_pressure_grades_pass_route,no_pressure_grades_run,no_pressure_hit_as_threw,no_pressure_interceptions,no_pressure_passing_snaps,no_pressure_pressure_to_sack_rate,no_pressure_qb_rating,no_pressure_sack_percent,no_pressure_sacks,no_pressure_scrambles,no_pressure_spikes,no_pressure_thrown_aways,no_pressure_touchdowns,no_pressure_turnover_worthy_plays,no_pressure_twp_rate,no_pressure_yards,no_pressure_ypa,penalties,pressure_accuracy_percent,pressure_aimed_passes,pressure_attempts,pressure_avg_depth_of_target,pressure_avg_time_to_throw,pressure_bats,pressure_big_time_throws,pressure_btt_rate,pressure_completion_percent,pressure_completions,pressure_def_gen_pressures,pressure_drop_rate,pressure_dropbacks,pressure_dropbacks_percent,pressure_drops,pressure_first_downs,pressure_grades_hands_drop,pressure_grades_hands_fumble,pressure_grades_offense,pressure_grades_offense_penalty,pressure_grades_pass,pressure_grades_pass_route,pressure_grades_run,pressure_hit_as_threw,pressure_interceptions,pressure_passing_snaps,pressure_pressure_to_sack_rate,pressure_qb_rating,pressure_sack_percent,pressure_sacks,pressure_scrambles,pressure_spikes,pressure_thrown_aways,pressure_touchdowns,pressure_turnover_worthy_plays,pressure_twp_rate,pressure_yards,pressure_ypa
Drew Brees,802,QB,NO,5,248,68.9,90,94,10.4,2.58,1,8,8.1,57.4,54,33,12.9,99,39.9,8,39,,85.1,66.5,80.7,65.8,,,1,2,104,15.2,92.5,5.1,5,0,0,2,5,5,4.8,760,8.1,0,20,90.5,76.7,76.3,43.7,78.9,123,142,7.4,2.66,6,13,8.8,59.9,85,39,12.4,149,60.1,12,51,,88.0,82.4,82.2,80.4,,,0,4,155,17.9,89.5,4.7,7,0,1,12,9,4,2.6,960,6.8,79.0,167,176,8.0,2.32,4,13,7.1,66.5,117,0,11.4,176,71.0,15,78,,89.4,80.4,82.8,78.5,,,0,3,183,,104.4,0.0,0,0,1,4,11,7,3.8,1400,8.0,1,58.7,46,60,11.2,3.39,3,8,12.5,36.7,22,72,18.5,72,29.0,5,12,,82.9,65.2,79.5,64.6,,,1,3,76,16.7,50.7,16.7,12,0,0,10,3,2,2.6,320,5.3
Aaron Rodgers,2241,QB,GB,5,222,72.5,51,52,8.1,2.38,0,5,8.2,69.2,36,19,2.7,62,27.9,1,23,,82.7,62.7,79.3,61.1,,67.6,1,2,72,42.1,110.3,12.9,8,2,0,0,6,3,4.2,351,6.8,0,12,90.4,76.0,73.1,77.5,83.8,130,136,7.2,2.94,1,10,6.7,68.4,93,43,14.7,160,72.1,16,52,,89.0,81.3,32.0,76.7,,85.6,0,2,174,30.2,91.8,8.1,13,11,1,4,4,3,1.7,948,7.0,80.9,152,154,7.0,2.34,1,9,5.3,70.8,109,0,11.4,160,72.1,14,62,,89.1,74.3,32.7,72.1,,75.1,0,4,177,,98.0,0.0,0,6,1,0,9,6,3.4,1045,6.8,2,79.3,29,34,9.8,3.92,0,6,15.0,58.8,20,62,13.0,62,27.9,3,13,,82.4,76.6,79.2,69.5,,82.6,1,0,69,33.9,92.0,33.9,21,7,0,4,1,0,0.0,254,7.5
Matt Ryan,4317,QB,ATL,5,220,83.3,48,53,7.8,2.43,2,3,5.5,67.9,36,16,10.0,54,24.5,4,24,,81.1,90.6,78.4,89.0,,,0,0,56,6.3,126.7,1.9,1,0,0,3,7,2,3.6,362,6.8,0,2,75.7,90.3,91.4,35.2,78.0,141,146,9.2,2.87,1,11,7.2,68.5,100,50,9.1,166,75.5,10,65,,89.0,90.0,82.6,89.3,,55.4,1,3,174,22.0,97.0,6.6,11,9,0,3,6,5,2.9,1145,7.8,78.4,148,151,8.7,2.49,3,9,5.7,70.9,107,0,7.8,154,70.0,9,71,,88.4,91.2,82.4,90.3,,59.4,0,3,162,,108.6,0.0,0,3,0,0,10,5,3.1,1220,8.1,1,82.9,41,48,9.1,3.4,0,5,10.2,60.4,29,66,14.7,66,30.0,5,18,,82.3,84.5,79.1,85.7,,54.8,1,0,68,18.2,98.2,18.2,12,6,0,6,3,2,2.9,287,6.0
Michael Vick,773,QB,PHI,5,216,63.3,60,74,10.8,3.11,3,4,5.1,50.0,37,50,2.6,87,40.3,1,31,,28.0,60.0,80.2,56.9,,77.6,2,0,92,20.0,90.2,11.5,10,3,0,9,3,3,3.3,585,7.9,0,24,24.7,60.9,64.6,42.1,74.0,104,111,10.0,3.36,1,6,5.3,64.0,71,49,7.8,129,59.7,6,38,,37.0,68.3,81.6,69.1,,55.5,2,6,132,8.2,69.5,3.1,4,14,0,4,3,8,6.1,736,6.6,78.8,104,107,9.5,2.94,3,9,8.1,72.0,77,0,6.1,117,54.2,5,47,,59.9,87.5,81.3,87.0,,59.2,0,2,122,,104.7,0.0,0,10,0,0,5,4,3.3,896,8.4,1,55.0,60,78,11.8,3.64,1,1,1.2,39.7,31,99,6.1,99,45.8,2,22,,24.4,36.3,80.6,34.9,,68.2,4,4,102,14.1,40.8,14.1,14,7,0,13,1,7,6.9,425,5.4
Brandon Weeden,7028,QB,CLV,5,213,68.8,48,54,7.5,2.53,1,4,7.3,48.1,26,23,21.2,55,25.8,7,21,,81.1,54.0,78.4,54.3,,,3,3,56,4.3,50.7,1.8,1,0,0,2,1,4,7.1,330,6.1,0,8,74.1,56.3,58.6,33.2,71.9,139,148,8.6,2.67,4,5,3.2,58.1,86,38,14.0,158,74.2,14,44,,88.5,60.1,26.5,60.9,,54.6,2,6,166,21.1,69.6,5.1,8,2,1,2,4,10,6.0,958,6.5,74.5,145,151,7.8,2.5,5,5,3.2,59.6,90,0,16.7,152,71.4,18,49,,88.1,62.0,23.4,62.5,,58.3,0,6,156,,69.7,0.0,0,1,1,0,3,10,6.4,1012,6.7,2,59.5,42,51,9.9,2.97,0,4,7.3,43.1,22,61,12.0,61,28.6,3,16,,81.9,50.3,79.0,51.2,,58.3,5,3,66,14.8,49.1,14.8,9,1,0,4,2,4,6.1,276,5.4
Peyton Manning,327,QB,DEN,5,209,81.5,54,57,5.9,2.39,1,2,3.2,64.9,37,21,15.9,62,29.7,7,23,,82.2,64.7,79.0,63.0,,64.4,1,0,67,19.0,109.0,6.5,4,1,0,1,3,2,3.0,483,8.5,0,10,79.9,76.4,75.9,54.5,76.9,134,140,9.3,2.56,2,14,9.4,66.4,93,28,9.7,147,70.3,10,49,,73.0,81.4,82.2,79.1,,63.3,0,3,156,21.4,97.8,4.1,6,1,1,3,8,8,5.1,1016,7.3,79.2,154,159,8.8,2.39,3,16,9.4,67.9,108,0,11.5,160,76.6,14,63,,88.8,83.4,82.6,80.9,,63.3,0,2,171,,110.3,0.0,0,1,1,1,11,8,4.7,1289,8.1,1,73.5,34,38,6.0,2.89,0,0,0.0,57.9,22,49,12.0,49,23.4,3,9,,47.2,56.1,78.1,54.6,,64.4,1,1,52,20.4,62.4,20.4,10,1,0,3,0,2,3.8,210,5.5
Eli Manning,1722,QB,NYG,5,203,69.8,53,56,10.2,2.3,1,6,9.7,60.7,34,15,8.1,59,29.1,3,22,,81.9,80.8,78.9,78.9,,,0,2,65,20.0,98.2,5.1,3,0,0,2,4,2,3.1,492,8.8,0,21,74.5,85.1,85.5,35.5,76.5,136,141,9.3,2.64,1,11,7.3,66.7,94,36,9.6,144,70.9,10,53,,88.0,85.8,82.1,83.5,,62.9,2,3,153,2.8,95.1,0.7,1,2,0,2,6,6,3.9,1087,7.7,76.0,150,151,10.2,2.34,1,13,8.0,68.2,103,0,9.6,152,74.9,11,62,,88.5,90.6,82.4,89.4,,55.7,0,3,163,,108.7,0.0,0,1,0,0,10,6,3.7,1305,8.6,0,69.2,39,46,7.2,3.13,1,4,8.0,54.3,25,51,7.4,51,25.1,2,13,,80.9,66.1,78.3,63.7,,65.6,2,2,55,7.8,54.1,7.8,4,1,0,4,0,2,3.6,274,6.0
Joe Flacco,4332,QB,BLT,5,200,68.2,44,45,10.1,2.66,1,4,8.2,62.2,28,23,6.7,53,26.5,2,18,,81.2,77.3,78.5,75.2,,62.6,0,0,57,30.4,109.2,13.2,7,1,0,0,3,1,1.8,357,7.9,0,3,90.2,69.1,69.6,46.4,66.7,132,138,11.4,2.77,0,16,10.5,60.9,84,44,4.5,147,73.5,4,50,,88.4,65.5,82.4,65.2,,55.8,2,4,162,13.6,83.6,4.1,6,3,0,4,4,9,5.6,1099,8.0,72.1,129,131,10.7,2.46,1,13,9.2,67.9,89,0,4.3,133,66.5,4,50,,87.5,75.0,81.9,73.9,,57.8,0,4,143,,90.4,0.0,0,2,0,1,3,7,4.9,1156,8.8,1,53.2,47,52,12.0,3.3,0,7,11.7,44.2,23,67,8.0,67,33.5,2,18,,83.0,58.4,79.5,58.0,,61.8,2,0,76,19.4,88.6,19.4,13,2,0,3,4,3,3.9,300,5.8
Andrew Luck,7007,QB,IND,4,199,66.0,53,59,11.5,2.68,1,8,12.1,54.2,32,28,8.6,68,34.2,3,25,,83.0,69.8,79.5,63.6,,89.2,3,2,76,17.9,86.6,7.4,5,4,0,2,4,6,7.9,437,7.4,0,14,73.8,64.2,57.3,91.2,65.1,109,118,9.9,2.86,2,7,5.6,54.2,64,39,9.9,131,65.8,7,41,,63.7,59.0,81.8,53.9,,89.1,2,3,138,10.3,72.4,3.1,4,9,4,1,3,9,6.5,771,6.5,66.7,123,130,10.0,2.4,3,8,5.9,58.5,76,0,7.3,132,66.3,6,44,,87.2,58.4,81.7,57.3,,70.5,0,5,137,,79.7,0.0,0,2,4,0,6,11,8.0,922,7.1,0,61.5,39,47,11.8,3.58,0,7,12.7,42.6,20,67,16.7,67,33.7,4,22,,46.8,71.2,79.6,58.4,,91.8,5,0,77,13.4,70.0,13.4,9,11,0,3,1,4,5.2,286,6.1
Tom Brady,698,QB,NE,5,199,80.5,41,42,9.1,2.15,0,3,6.1,69.0,29,10,12.1,45,22.6,4,20,,80.8,92.5,78.2,91.4,,,0,0,53,30.0,117.6,6.7,3,0,0,1,3,1,1.9,344,8.2,0,19,74.3,92.5,92.2,54.2,77.8,135,143,8.9,2.59,2,10,6.8,66.4,95,39,9.5,154,77.4,10,59,,66.9,91.5,82.3,90.0,,76.0,0,1,158,23.1,98.4,5.8,9,2,1,5,5,3,1.9,1106,7.7,80.8,146,150,8.5,2.2,1,9,5.7,71.3,107,0,9.3,150,75.4,11,66,,88.2,93.8,82.3,92.6,,,0,1,158,,105.9,0.0,0,0,1,2,6,2,1.3,1218,8.1,0,66.7,30,35,11.1,3.37,1,4,10.5,48.6,17,49,15.0,49,24.6,3,13,,34.0,80.6,78.2,75.9,,76.0,0,0,53,24.5,89.2,24.5,12,2,0,4,2,2,3.8,232,6.6
