player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
Charles Woodson,330,S,OAK,12,4,13.2,0,0,23,91.7,90.4,84.7,55.7,61.5,58.2,13.3,4,0,268,272,1.1,3,22
Julius Peppers,1010,ED,GB,12,5,1.4,1,0,12,50.4,62.6,49.8,72.3,51.3,46.3,5.9,1,3,164,169,4.9,8,11
Dwight Freeney,1019,ED,ARZ,7,1,,0,0,1,46.0,60.9,86.5,62.2,60.9,73.6,0.0,0,0,20,20,0.0,0,0
James Harrison,1251,ED,PIT,11,5,1.2,0,0,25,77.9,82.7,47.0,84.0,65.1,68.3,10.0,2,2,153,156,7.2,11,13
Terence Newman,1321,CB,MIN,12,5,4.0,0,0,18,67.5,71.4,85.8,,82.4,74.0,0.0,0,4,253,262,1.2,3,7
Kevin Williams,1325,DI,NO,12,5,1.1,0,2,20,57.0,72.2,54.3,66.2,73.7,64.8,8.3,2,2,213,222,7.5,16,17
Terrell Suggs,1326,ED,BLT,1,0,,0,0,3,75.1,62.5,77.6,64.3,44.8,,,0,0,14,14,0.0,0,0
Calvin Pace,1334,ED,NYJ,12,0,2.4,0,0,22,70.0,66.4,88.2,61.5,60.4,49.4,11.1,1,0,147,152,4.1,6,8
Charles Tillman,1351,CB,CAR,9,5,2.7,0,1,5,58.7,62.0,87.3,49.4,77.8,73.7,8.3,1,1,150,155,3.3,5,6
Rashean Mathis,1355,CB,DET,7,0,3.9,0,0,11,62.5,63.6,85.9,54.7,64.7,68.8,20.0,2,1,177,184,2.3,4,8
Cory Redding,1381,DI,ARZ,9,2,2.0,1,0,1,67.3,61.1,12.7,54.6,62.4,24.0,20.0,1,2,46,47,4.3,2,2
Robert Mathis,1447,ED,IND,10,0,1.2,0,0,14,61.9,56.0,52.6,61.1,47.2,64.8,14.3,1,2,100,105,6.0,6,6
Chris Clemons,1585,ED,JAX,12,2,1.4,0,1,15,55.6,37.6,42.4,47.9,36.4,28.2,30.0,3,4,124,128,4.0,5,5
Colin Cole,1589,DI,CAR,2,1,,0,0,5,,57.9,78.4,56.8,58.6,67.3,0.0,0,0,15,15,0.0,0,0
Cullen Jenkins,1637,DI,NYG,12,3,2.2,0,0,21,61.2,66.0,76.0,64.0,62.4,64.5,14.3,2,2,153,156,3.9,6,9
DeAngelo Hall,1729,CB,WAS,6,3,9.8,0,0,32,70.7,66.0,0.0,60.0,50.5,90.0,0.0,0,2,72,74,1.4,1,5
Vince Wilfork,1742,DI,HST,12,4,0.9,0,0,13,60.0,72.5,69.7,55.9,77.6,63.9,6.3,1,1,220,225,5.0,11,11
Jason Babin,1748,ED,BLT,1,0,,0,0,3,40.1,28.1,0.0,53.5,61.2,27.7,,0,3,1,2,0.0,0,0
Karlos Dansby,1754,LB,CLV,12,6,3.9,0,1,8,81.1,76.4,65.3,62.6,65.1,76.2,7.9,5,1,341,349,8.8,30,52
Daryl Smith,1760,LB,BLT,12,12,3.7,0,0,3,59.5,68.2,89.3,60.1,74.7,52.5,8.9,5,0,281,288,8.2,23,39
Dwan Edwards,1772,DI,CAR,8,2,3.0,0,0,5,66.0,49.2,84.0,51.2,41.3,72.9,0.0,0,0,55,57,5.5,3,3
Randy Starks,1792,DI,CLV,11,3,1.4,1,0,8,49.6,56.6,26.0,59.4,62.8,43.3,10.5,2,3,148,152,8.1,12,14
Will Allen,1832,S,PIT,9,3,5.6,0,0,25,59.4,61.7,51.5,71.9,63.7,36.9,23.1,9,1,185,195,7.0,13,27
