player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
Charles Woodson,330,S,OAK,8,1,14.9,0,0,23,89.3,84.0,83.4,57.3,53.5,40.9,21.1,4,0,174,175,1.1,2,14
Julius Peppers,1010,ED,GB,8,4,1.3,1,0,12,62.0,62.1,49.2,71.0,45.7,52.4,0.0,0,2,117,118,4.3,5,6
Dwight Freeney,1019,ED,ARZ,3,1,,0,0,1,60.3,69.5,82.9,68.1,60.0,72.7,0.0,0,0,13,13,0.0,0,0
James Harrison,1251,ED,PIT,9,5,1.5,0,0,25,73.5,77.1,39.8,77.1,66.4,82.9,0.0,0,2,129,131,7.0,9,11
Terence Newman,1321,CB,MIN,8,4,3.8,0,0,18,59.9,65.0,84.2,,83.2,75.4,0.0,0,1,159,166,1.9,3,6
Kevin Williams,1325,DI,NO,9,2,0.4,0,1,20,,71.3,62.4,61.6,72.6,58.1,13.3,2,1,139,146,7.2,10,11
Terrell Suggs,1326,ED,BLT,1,0,,0,0,3,75.1,62.5,77.6,64.3,44.8,,,0,0,14,14,0.0,0,0
Calvin Pace,1334,ED,NYJ,8,0,4.5,0,0,22,74.8,69.3,87.0,66.2,57.3,57.5,20.0,1,0,89,93,2.2,2,4
Charles Tillman,1351,CB,CAR,8,5,2.7,0,1,5,59.6,62.8,87.2,51.0,77.3,75.6,8.3,1,1,137,142,3.6,5,6
Rashean Mathis,1355,CB,DET,7,0,3.9,0,0,11,62.5,63.6,85.9,54.7,64.7,68.8,20.0,2,1,177,184,2.3,4,8
Cory Redding,1381,DI,ARZ,8,2,2.0,1,0,1,67.3,61.6,10.5,53.2,64.8,24.0,20.0,1,2,44,45,4.5,2,2
Robert Mathis,1447,ED,IND,7,0,2.7,0,0,14,60.3,53.3,35.1,64.8,33.5,59.8,25.0,1,2,58,61,5.2,3,3
Chris Clemons,1585,ED,JAX,8,2,1.5,0,1,15,54.7,44.5,55.4,53.4,40.9,29.0,33.3,3,2,90,94,4.4,4,4
Colin Cole,1589,DI,CAR,2,1,,0,0,5,,57.9,78.4,56.8,58.6,67.3,0.0,0,0,15,15,0.0,0,0
Cullen Jenkins,1637,DI,NYG,9,3,3.4,0,0,21,62.8,64.5,70.8,61.9,62.8,60.7,0.0,0,2,103,104,1.9,2,5
DeAngelo Hall,1729,CB,WAS,3,1,11.0,0,0,32,66.9,68.7,80.4,,71.7,84.8,0.0,0,0,43,44,2.3,1,2
Vince Wilfork,1742,DI,HST,8,3,0.0,0,0,13,60.0,68.2,62.5,55.5,72.8,58.1,10.0,1,1,155,158,3.9,6,6
Jason Babin,1748,ED,BLT,1,0,,0,0,3,40.1,28.1,0.0,53.5,61.2,27.7,,0,3,1,2,0.0,0,0
Karlos Dansby,1754,LB,CLV,9,4,3.8,0,1,8,73.6,73.0,88.9,66.9,63.8,74.8,9.8,5,0,272,277,8.8,24,42
Daryl Smith,1760,LB,BLT,8,8,4.0,0,0,3,63.9,67.6,88.0,59.7,68.0,56.8,10.5,4,0,197,202,6.6,13,26
Dwan Edwards,1772,DI,CAR,5,1,4.0,0,0,5,64.6,47.9,82.6,54.4,36.2,71.9,0.0,0,0,44,46,4.5,2,2
Randy Starks,1792,DI,CLV,9,2,1.2,1,0,8,49.6,56.7,22.5,59.2,63.9,40.7,11.8,2,3,131,135,9.2,12,13
