player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
Charles Woodson,330,S,OAK,4,0,12.1,0,0,23,77.5,71.3,80.5,60.0,41.1,41.6,30.8,4,0,92,93,1.1,1,9
Julius Peppers,1010,ED,GB,4,2,2.3,0,0,12,60.8,60.6,46.8,63.1,57.3,58.4,0.0,0,1,48,49,6.3,3,4
James Harrison,1251,ED,PIT,4,3,1.3,0,0,25,53.9,61.4,40.0,68.7,59.1,79.6,0.0,0,1,65,67,7.7,5,6
Terence Newman,1321,CB,MIN,4,3,4.5,0,0,18,61.2,65.2,82.3,,78.0,65.6,0.0,0,1,91,96,1.1,1,4
Kevin Williams,1325,DI,NO,4,0,-0.3,0,1,20,,71.8,80.9,53.8,74.0,69.6,0.0,0,0,64,66,4.7,3,3
Terrell Suggs,1326,ED,BLT,1,0,,0,0,3,75.1,62.5,77.6,64.3,44.8,,,0,0,14,14,0.0,0,0
Calvin Pace,1334,ED,NYJ,4,0,3.0,0,0,22,65.2,54.8,84.9,53.0,54.0,28.1,50.0,1,0,55,58,1.8,1,1
Charles Tillman,1351,CB,CAR,4,2,3.7,0,0,5,62.9,66.1,85.2,59.0,77.4,73.2,0.0,0,0,81,84,2.5,2,3
Rashean Mathis,1355,CB,DET,4,0,4.8,0,0,11,65.5,67.0,84.0,60.0,69.0,74.8,0.0,0,0,109,112,1.8,2,5
Cory Redding,1381,DI,ARZ,4,1,2.0,0,0,1,,56.1,14.8,58.6,61.4,69.6,0.0,0,1,26,26,7.7,2,2
Robert Mathis,1447,ED,IND,2,0,2.0,0,0,14,64.0,75.8,81.8,70.0,60.0,71.4,0.0,0,0,2,2,50.0,1,1
