team_name,franchise_id,player_game_count,attempts,hits_allowed,hurries_allowed,pass_snaps,pbe,pressures_allowed,sacks_allowed
DAL,9,16,578,13,86,578,89.9,108,9
OAK,23,16,655,17,100,655,88.2,136,19
NO,20,16,700,30,102,700,87.7,152,20
ATL,2,16,666,21,133,666,86.6,166,12
BUF,4,16,563,24,110,563,85.8,147,13
CIN,7,17,620,12,133,620,85.6,162,17
CAR,5,16,561,9,118,561,85.5,145,18
BLT,3,16,703,33,148,703,85.1,195,14
HST,13,17,702,36,120,702,84.8,185,29
WAS,32,17,639,32,129,639,84.6,179,18
GB,12,17,699,14,143,700,84.2,189,32
CHI,6,16,574,15,130,574,84.2,163,18
PIT,25,17,676,22,146,676,83.9,193,25
NYJ,22,16,662,35,154,662,83.9,201,12
CLV,8,16,704,29,163,704,83.8,210,18
TB,30,16,595,44,126,595,83.7,182,12
PHI,24,16,671,43,123,671,83.6,193,27
DEN,10,16,656,38,139,656,83.5,197,20
DET,11,16,702,32,153,702,83.5,208,23
JAX,15,16,683,27,152,683,83.4,203,24
SL,26,16,495,53,94,496,82.9,158,11
IND,14,16,688,46,152,688,82.8,217,19
NYG,21,16,657,32,159,657,82.7,209,18
SF,28,16,625,28,131,625,82.5,189,30
KC,16,17,603,14,147,603,82.3,187,26
NE,19,16,673,48,147,673,81.6,221,26
SEA,29,17,622,35,151,622,81.4,209,23
MIA,17,16,638,39,141,638,80.9,212,32
TEN,31,16,619,30,133,619,80.9,200,37
ARZ,1,16,590,45,147,590,80.2,213,21
MIN,18,17,555,27,156,555,79.5,205,22
SD,27,16,716,36,228,716,77.0,297,33
