player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Charles Woodson,330,S,OAK,7,347,0,23,0,8.3,33.3,100.0,97.0,32.3,0,1,33.3,76.3,1,7,16.7,1,1,2.8,1,115,33.1,115,1,5,3,0,7,3,0.1,7.0,0,2,14.2,66.7,99.5,32.8,21.9,0,1,11.1,89.4,3,40,11.8,2,1,63.0,6,206,59.4,207,3,13,9,0,97,38,0.5,16.2
Julius Peppers,1010,ED,GB,7,21,0,12,1,,,7.9,,,0,0,,78.2,0,,0.0,0,0,0.0,0,7,33.3,89,1,0,0,0,0,0,0.0,,0,0,0.0,100.0,10.4,13.0,13.0,0,0,0.0,39.8,0,14,66.7,2,0,118.8,1,13,61.9,125,4,1,1,0,14,14,1.1,14.0
Dwight Freeney,1019,ED,ARZ,3,4,0,1,0,,,5.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,25.0,20,0,0,0,0,0,0,0.0,,0,0,,,8.1,,,0,0,,59.9,0,,,0,0,0.0,0,3,75.0,37,2,0,0,0,0,0,0.0,
James Harrison,1251,ED,PIT,8,40,0,25,0,,,6.1,,,0,0,,61.6,0,,,0,0,0.0,0,3,7.5,49,0,0,0,0,0,0,0.0,,0,1,4.2,83.3,25.7,6.8,5.7,0,0,0.0,73.0,0,15,20.0,1,0,86.8,5,35,87.5,136,4,3,6,0,29,34,0.9,5.8
Terence Newman,1321,CB,MIN,7,283,0,18,0,10.4,37.5,100.0,23.0,8.6,0,1,12.5,69.7,0,9,0.0,0,1,46.4,3,74,26.1,74,0,3,8,0,25,8,0.4,8.3,0,2,10.4,66.7,100.0,9.5,6.3,0,3,10.0,58.2,0,28,9.5,2,2,86.0,20,203,71.7,203,3,17,30,0,204,75,1.1,10.2
Terrell Suggs,1326,ED,BLT,1,7,0,3,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,5,0,0,0,0,0,0,,,0,0,,,25.9,,,0,0,,75.1,0,,,0,0,0.0,0,7,100.0,27,0,0,0,0,0,0,0.0,
Calvin Pace,1334,ED,NYJ,7,30,0,22,0,5.5,50.0,8.0,6.0,3.0,0,0,0.0,65.8,0,12,,0,0,68.8,1,7,23.3,87,1,0,2,0,12,5,2.0,12.0,0,0,1.0,50.0,28.6,22.0,11.0,0,1,50.0,74.0,0,6,,0,1,56.3,1,22,73.3,77,0,0,2,0,6,5,0.3,6.0
Charles Tillman,1351,CB,CAR,7,290,0,5,0,11.3,54.5,98.2,8.3,4.5,0,0,0.0,44.9,0,21,0.0,0,0,75.2,6,54,18.6,55,0,3,11,0,73,31,1.5,12.2,0,0,14.2,53.8,98.6,14.2,7.7,1,3,11.5,62.7,1,48,7.7,1,3,60.1,14,209,72.1,212,3,12,26,0,182,49,0.9,13.0
Rashean Mathis,1355,CB,DET,7,248,0,11,1,7.3,92.9,100.0,5.6,5.2,0,1,7.1,55.3,0,50,0.0,0,1,118.8,13,78,31.5,78,3,7,14,0,194,96,2.7,14.9,0,1,7.8,70.8,98.7,8.7,6.2,0,2,8.3,67.6,1,20,12.5,2,1,75.0,17,151,60.9,153,4,13,24,0,180,77,1.2,10.6
Robert Mathis,1447,ED,IND,7,22,0,14,0,2.0,100.0,6.4,5.0,5.0,0,0,0.0,51.0,0,40,,0,0,118.8,1,5,22.7,78,3,0,1,0,40,38,8.0,40.0,0,0,,,16.9,,,0,0,,64.7,0,,,0,0,0.0,0,11,50.0,65,1,0,0,0,0,0,0.0,
