player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
Charles Woodson,330,S,OAK,7,0,11.0,0,0,23,90.6,88.5,82.6,60.0,47.1,52.8,28.6,4,0,147,148,1.4,2,10
Julius Peppers,1010,ED,GB,7,4,1.4,0,0,12,55.2,63.9,65.5,72.7,47.0,50.0,0.0,0,1,106,107,3.8,4,5
Dwight Freeney,1019,ED,ARZ,3,1,,0,0,1,60.3,69.5,82.9,68.1,60.0,72.7,0.0,0,0,13,13,0.0,0,0
James Harrison,1251,ED,PIT,8,4,1.8,0,0,25,73.4,79.3,34.7,79.7,67.5,82.1,0.0,0,2,115,117,6.1,7,9
Terence Newman,1321,CB,MIN,7,4,4.2,0,0,18,62.8,66.9,83.9,,80.8,74.3,0.0,0,1,139,145,1.4,2,5
Kevin Williams,1325,DI,NO,8,1,0.0,0,1,20,,70.0,58.3,62.2,71.1,52.2,18.2,2,1,115,120,6.1,7,8
Terrell Suggs,1326,ED,BLT,1,0,,0,0,3,75.1,62.5,77.6,64.3,44.8,,,0,0,14,14,0.0,0,0
Calvin Pace,1334,ED,NYJ,7,0,4.7,0,0,22,74.7,60.4,86.6,54.2,57.0,48.2,25.0,1,0,83,87,1.2,1,3
Charles Tillman,1351,CB,CAR,7,4,3.2,0,0,5,62.6,63.2,86.5,52.6,62.9,70.7,10.0,1,0,124,128,3.2,4,5
Rashean Mathis,1355,CB,DET,7,0,3.9,0,0,11,62.5,63.6,85.9,54.7,64.7,68.8,20.0,2,1,177,184,2.3,4,8
Cory Redding,1381,DI,ARZ,8,2,2.0,1,0,1,67.3,61.6,10.5,53.2,64.8,24.0,20.0,1,2,44,45,4.5,2,2
Robert Mathis,1447,ED,IND,6,0,2.7,0,0,14,59.6,53.9,29.1,65.9,35.4,59.8,25.0,1,2,51,54,5.9,3,3
Chris Clemons,1585,ED,JAX,7,2,1.5,0,1,15,55.1,44.2,52.3,53.2,42.5,28.5,33.3,3,2,84,88,4.8,4,4
Colin Cole,1589,DI,CAR,2,1,,0,0,5,,57.9,78.4,56.8,58.6,67.3,0.0,0,0,15,15,0.0,0,0
Cullen Jenkins,1637,DI,NYG,8,2,3.5,0,0,21,55.9,62.3,69.1,61.5,61.9,56.8,0.0,0,2,95,96,1.1,1,4
DeAngelo Hall,1729,CB,WAS,3,1,11.0,0,0,32,66.9,68.7,80.4,,71.7,84.8,0.0,0,0,43,44,2.3,1,2
Vince Wilfork,1742,DI,HST,8,3,0.0,0,0,13,60.0,68.2,62.5,55.5,72.8,58.1,10.0,1,1,155,158,3.9,6,6
Jason Babin,1748,ED,BLT,1,0,,0,0,3,40.1,28.1,0.0,53.5,61.2,27.7,,0,3,1,2,0.0,0,0
Karlos Dansby,1754,LB,CLV,8,4,3.6,0,1,8,70.4,70.2,88.3,67.6,62.1,70.3,11.9,5,0,238,243,7.6,18,33
Daryl Smith,1760,LB,BLT,8,8,4.0,0,0,3,63.9,67.6,88.0,59.7,68.0,56.8,10.5,4,0,197,202,6.6,13,26
Dwan Edwards,1772,DI,CAR,5,1,4.0,0,0,5,64.6,47.9,82.6,54.4,36.2,71.9,0.0,0,0,44,46,4.5,2,2
Randy Starks,1792,DI,CLV,8,2,1.2,1,0,8,49.6,60.5,62.4,59.3,64.4,39.3,6.7,1,1,115,119,9.6,11,12
Will Allen,1832,S,PIT,5,0,6.6,0,0,25,65.6,65.0,25.8,71.8,60.4,28.3,29.2,7,1,106,112,6.6,7,17
Jared Allen,1847,ED,CAR,6,3,4.7,0,0,5,57.1,62.0,66.4,62.9,60.6,78.8,0.0,0,1,113,115,1.8,2,6
Antonio Smith,1856,DI,DEN,7,0,0.3,1,0,10,60.0,57.6,54.5,61.7,56.0,48.2,0.0,0,1,44,46,9.1,4,4
Mike Adams,1972,S,IND,7,3,11.7,0,0,14,65.0,64.0,43.7,51.5,62.5,65.3,25.0,4,1,177,186,1.1,2,9
Adam Jones,2223,CB,CIN,7,1,4.5,1,0,7,87.0,85.8,42.8,83.1,69.2,58.2,20.0,3,1,134,142,4.5,6,11
Antrel Rolle,2225,S,CHI,5,2,8.0,0,0,6,61.1,63.5,78.5,57.7,66.4,67.1,12.5,2,0,108,112,4.6,5,12
DeMarcus Ware,2228,ED,DEN,6,2,6.4,1,0,10,64.7,82.4,0.0,90.4,63.8,81.5,0.0,0,4,76,82,2.6,2,5
Thomas Davis Sr.,2231,LB,CAR,7,10,4.0,0,0,5,77.5,71.5,50.0,56.8,59.7,80.9,0.0,0,1,160,165,7.5,12,18
Derrick Johnson,2232,LB,KC,8,3,3.7,0,0,16,78.8,81.2,88.5,55.9,75.4,59.8,10.0,3,1,191,196,8.9,17,24
Jonathan Babineaux,2276,DI,ATL,8,1,-2.1,0,0,2,68.3,72.2,84.8,62.0,62.6,59.6,11.1,1,0,60,62,10.0,6,7
Justin Tuck,2291,DI,OAK,5,3,2.1,0,0,23,65.2,67.5,84.0,60.3,64.8,60.7,8.3,1,0,76,77,7.9,6,8
Chris Canty,2349,DI,BLT,4,0,1.6,0,0,3,63.1,68.3,81.3,56.1,69.0,72.7,0.0,0,0,53,54,5.7,3,5
Trent Cole,2363,ED,IND,7,5,0.1,1,1,14,58.6,65.3,16.5,66.2,69.8,44.8,13.3,2,3,113,116,7.1,8,8
C.J. Mosley,2408,DI,MIA,7,0,2.5,0,0,17,60.0,57.9,81.4,59.8,55.2,70.8,0.0,0,0,58,61,5.2,3,4
Jay Ratliff,2441,DI,CHI,2,1,3.8,0,0,6,,58.5,79.8,50.2,65.0,71.4,0.0,0,0,30,31,6.7,2,4
Brandon Browner,2512,CB,NO,8,5,18.5,0,0,20,39.6,38.9,0.0,54.2,60.6,48.6,21.4,3,13,180,186,1.1,2,6
Ahmad Brooks,2945,ED,SF,7,5,2.8,1,0,28,57.6,53.6,15.0,51.0,66.9,36.1,11.8,2,5,148,154,4.7,7,10
Mario Williams,2946,ED,BUF,7,1,0.8,0,0,4,65.7,61.4,89.5,54.6,64.4,42.0,25.0,2,0,148,157,3.4,5,5
