player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
Charles Woodson,330,S,OAK,10,2,13.3,0,0,23,89.6,85.4,84.3,55.7,60.0,52.4,14.8,4,0,233,236,1.3,3,21
Julius Peppers,1010,ED,GB,10,4,1.3,1,0,12,47.9,59.6,57.3,68.0,51.9,40.8,7.1,1,2,136,138,5.1,7,9
Dwight Freeney,1019,ED,ARZ,5,1,,0,0,1,43.6,65.7,84.9,69.1,60.0,73.6,0.0,0,0,16,16,0.0,0,0
James Harrison,1251,ED,PIT,9,5,1.5,0,0,25,73.5,77.1,39.8,77.1,66.4,82.9,0.0,0,2,129,131,7.0,9,11
Terence Newman,1321,CB,MIN,10,5,4.0,0,0,18,72.5,76.2,85.1,,85.0,78.2,0.0,0,2,203,212,1.5,3,7
Kevin Williams,1325,DI,NO,10,3,0.8,0,2,20,,71.6,65.1,60.7,73.1,62.3,10.0,2,1,164,172,8.5,14,15
Terrell Suggs,1326,ED,BLT,1,0,,0,0,3,75.1,62.5,77.6,64.3,44.8,,,0,0,14,14,0.0,0,0
Calvin Pace,1334,ED,NYJ,10,0,3.0,0,0,22,69.3,66.6,87.8,64.1,57.9,42.8,14.3,1,0,133,138,3.0,4,6
Charles Tillman,1351,CB,CAR,9,5,2.7,0,1,5,58.7,62.0,87.3,49.4,77.8,73.7,8.3,1,1,150,155,3.3,5,6
Rashean Mathis,1355,CB,DET,7,0,3.9,0,0,11,62.5,63.6,85.9,54.7,64.7,68.8,20.0,2,1,177,184,2.3,4,8
Cory Redding,1381,DI,ARZ,9,2,2.0,1,0,1,67.3,61.1,12.7,54.6,62.4,24.0,20.0,1,2,46,47,4.3,2,2
Robert Mathis,1447,ED,IND,8,0,2.7,0,0,14,61.0,54.6,42.6,63.6,37.1,59.8,25.0,1,2,66,70,4.5,3,3
Chris Clemons,1585,ED,JAX,10,2,1.5,0,1,15,55.6,42.3,62.0,50.2,39.0,27.8,33.3,3,2,105,109,3.8,4,4
Colin Cole,1589,DI,CAR,2,1,,0,0,5,,57.9,78.4,56.8,58.6,67.3,0.0,0,0,15,15,0.0,0,0
Cullen Jenkins,1637,DI,NYG,10,3,3.0,0,0,21,62.8,68.9,72.5,66.2,64.7,61.6,0.0,0,2,118,120,2.5,3,6
DeAngelo Hall,1729,CB,WAS,4,2,11.0,0,0,32,67.1,68.4,80.7,,67.0,86.3,0.0,0,0,52,53,1.9,1,2
Vince Wilfork,1742,DI,HST,10,4,0.0,0,0,13,60.0,69.9,66.6,56.7,74.3,59.3,9.1,1,1,181,186,3.3,6,6
Jason Babin,1748,ED,BLT,1,0,,0,0,3,40.1,28.1,0.0,53.5,61.2,27.7,,0,3,1,2,0.0,0,0
Karlos Dansby,1754,LB,CLV,10,5,3.9,0,1,8,75.3,71.9,61.0,64.9,62.6,76.8,9.3,5,1,293,299,8.5,25,44
Daryl Smith,1760,LB,BLT,10,10,3.9,0,0,3,61.6,66.0,88.8,60.5,67.6,54.0,10.9,5,0,244,250,7.0,17,31
Dwan Edwards,1772,DI,CAR,6,2,4.0,0,0,5,64.7,47.8,83.0,52.3,39.0,72.5,0.0,0,0,46,48,4.3,2,2
Randy Starks,1792,DI,CLV,10,2,1.2,1,0,8,49.6,57.3,22.8,60.2,63.8,40.7,11.8,2,3,132,136,9.1,12,13
Will Allen,1832,S,PIT,7,1,5.6,0,0,25,66.2,66.2,42.5,65.5,63.2,33.9,24.2,8,1,142,150,7.7,11,24
Jared Allen,1847,ED,CAR,9,4,3.7,0,0,5,58.0,57.5,59.2,58.9,57.8,70.1,8.3,1,2,148,151,2.0,3,7
Antonio Smith,1856,DI,DEN,10,0,0.3,1,0,10,60.0,54.5,60.0,58.6,53.7,48.2,0.0,0,1,53,55,7.5,4,4
Mike Adams,1972,S,IND,8,3,11.7,0,0,14,66.8,64.9,45.3,51.5,60.7,66.0,25.0,4,1,183,192,1.1,2,9
Adam Jones,2223,CB,CIN,9,1,4.5,1,0,7,83.5,83.1,50.9,83.1,70.7,62.2,20.0,3,1,167,175,3.6,6,11
Antrel Rolle,2225,S,CHI,7,2,8.1,0,0,6,65.3,68.6,79.9,57.7,71.3,74.1,11.1,2,0,143,151,4.2,6,14
