player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Charles Woodson,330,S,OAK,10,468,0,23,0,8.3,33.3,98.9,152.0,50.7,1,2,66.7,74.2,1,7,16.7,2,2,2.8,1,174,37.2,176,1,10,3,0,7,3,0.0,7.0,0,2,13.5,63.6,99.6,36.0,22.9,0,1,9.1,85.2,3,40,14.3,3,1,54.5,7,263,56.2,264,4,16,11,0,103,39,0.4,14.7
Julius Peppers,1010,ED,GB,10,30,0,12,1,,,7.5,,,0,0,,63.3,0,,0.0,0,0,0.0,0,9,30.0,120,2,1,0,0,0,0,0.0,,0,0,0.3,100.0,11.3,6.7,6.7,0,0,0.0,47.8,0,14,50.0,3,0,112.5,3,20,66.7,177,6,3,3,0,33,32,1.7,11.0
Dwight Freeney,1019,ED,ARZ,5,6,0,1,0,-1.0,100.0,6.1,2.0,2.0,0,0,0.0,46.2,0,41,,0,0,118.8,1,2,33.3,33,0,0,1,0,41,42,20.5,41.0,0,0,,,6.5,,,0,0,,60.3,0,,,0,0,0.0,0,4,66.7,62,3,0,0,0,0,0,0.0,
James Harrison,1251,ED,PIT,9,52,0,25,0,,,7.7,,,0,0,,61.5,0,,,0,0,0.0,0,4,7.7,52,0,0,0,0,0,0,0.0,,0,1,4.2,83.3,29.1,9.0,7.5,0,0,0.0,73.4,0,15,20.0,1,0,86.8,5,46,88.5,158,4,3,6,0,29,34,0.6,5.8
Terence Newman,1321,CB,MIN,10,382,0,18,0,9.8,50.0,100.0,14.2,7.1,0,1,8.3,60.3,0,22,0.0,0,1,66.0,6,91,23.8,91,0,4,12,0,64,28,0.8,10.7,0,2,12.4,57.4,100.0,9.8,5.6,1,7,14.9,69.4,1,55,8.0,2,5,76.9,27,281,73.6,281,4,21,47,1,324,88,1.2,12.0
Terrell Suggs,1326,ED,BLT,1,7,0,3,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,5,0,0,0,0,0,0,,,0,0,,,25.9,,,0,0,,75.1,0,,,0,0,0.0,0,7,100.0,27,0,0,0,0,0,0,0.0,
Calvin Pace,1334,ED,NYJ,10,48,0,22,0,5.5,50.0,10.0,9.0,4.5,0,0,0.0,66.9,0,12,,0,0,68.8,1,10,20.8,100,1,0,2,0,12,5,1.3,12.0,0,0,1.0,60.0,33.3,11.7,7.0,0,1,20.0,67.1,0,7,33.3,1,1,67.9,3,36,75.0,108,1,2,5,0,19,18,0.5,6.3
Charles Tillman,1351,CB,CAR,9,374,0,5,0,11.8,56.3,98.9,9.0,5.1,0,0,0.0,39.6,0,21,0.0,0,0,83.9,9,86,23.0,87,0,6,16,0,134,54,1.7,14.9,0,1,14.9,54.3,98.1,12.8,7.0,1,4,11.4,63.6,1,48,9.5,2,4,67.9,19,256,68.4,261,5,18,35,0,273,57,1.1,14.4
Rashean Mathis,1355,CB,DET,7,248,0,11,1,7.3,92.9,100.0,5.6,5.2,0,1,7.1,55.3,0,50,0.0,0,1,118.8,13,78,31.5,78,3,7,14,0,194,96,2.7,14.9,0,1,7.8,70.8,98.7,8.7,6.2,0,2,8.3,67.6,1,20,12.5,2,1,75.0,17,151,60.9,153,4,13,24,0,180,77,1.2,10.6
Robert Mathis,1447,ED,IND,9,30,0,14,0,2.0,100.0,5.9,6.0,6.0,0,0,0.0,52.4,0,40,,0,0,118.8,1,6,20.0,101,3,0,1,0,40,38,6.7,40.0,0,0,,,17.9,,,0,0,,65.4,0,,,0,0,0.0,0,17,56.7,95,1,0,0,0,0,0,0.0,
