player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Charles Woodson,330,S,OAK,12,543,0,23,0,8.3,33.3,99.1,191.0,63.7,1,2,66.7,87.0,1,7,14.3,2,2,2.8,1,218,40.1,220,1,12,3,0,7,3,0.0,7.0,0,3,13.5,63.6,99.7,39.9,25.4,0,1,9.1,87.4,3,40,12.5,3,1,54.5,7,290,53.4,291,4,18,11,0,103,39,0.4,14.7
Julius Peppers,1010,ED,GB,12,37,0,12,1,,,7.9,,,0,0,,63.9,0,,0.0,0,0,0.0,0,11,29.7,140,3,1,0,0,0,0,0.0,,0,0,0.3,100.0,11.8,8.3,8.3,0,0,0.0,50.4,0,14,42.9,3,0,112.5,3,25,67.6,212,6,4,3,0,33,32,1.3,11.0
Dwight Freeney,1019,ED,ARZ,7,8,0,1,0,-1.0,100.0,3.2,2.0,2.0,0,0,0.0,46.2,0,41,100.0,1,0,118.8,1,2,25.0,63,0,0,1,0,41,42,20.5,41.0,0,0,,,7.5,,,0,0,,61.2,0,,,0,0,0.0,0,6,75.0,80,3,0,0,0,0,0,0.0,
James Harrison,1251,ED,PIT,11,64,0,25,0,,,7.4,,,0,0,,61.5,0,,,0,0,0.0,0,4,6.3,54,0,0,0,0,0,0,0.0,,0,1,4.4,62.5,28.6,11.2,7.0,1,1,12.5,78.0,0,15,16.7,1,1,69.3,5,57,89.1,199,5,4,8,0,29,34,0.5,5.8
Terence Newman,1321,CB,MIN,12,454,0,18,0,9.9,53.8,100.0,13.6,7.3,0,1,7.7,53.2,0,22,0.0,0,1,73.9,7,103,22.7,103,0,4,13,0,84,37,0.9,12.0,0,2,11.9,61.8,100.0,9.2,5.7,1,7,12.7,63.2,1,55,10.0,3,5,88.0,34,332,73.1,332,6,25,55,2,394,109,1.3,11.6
Terrell Suggs,1326,ED,BLT,1,7,0,3,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,5,0,0,0,0,0,0,,,0,0,,,25.9,,,0,0,,75.1,0,,,0,0,0.0,0,7,100.0,27,0,0,0,0,0,0,0.0,
Calvin Pace,1334,ED,NYJ,12,59,0,22,0,5.5,50.0,10.2,10.0,5.0,0,0,0.0,66.9,0,12,,0,0,68.8,1,11,18.6,108,1,0,2,0,12,5,1.2,12.0,0,0,1.0,50.0,36.5,14.7,7.3,0,1,16.7,68.1,0,7,33.3,1,1,56.9,3,46,78.0,126,1,2,6,0,19,18,0.4,6.3
Charles Tillman,1351,CB,CAR,9,374,0,5,0,11.8,56.3,98.9,9.0,5.1,0,0,0.0,39.6,0,21,0.0,0,0,83.9,9,86,23.0,87,0,6,16,0,134,54,1.7,14.9,0,1,14.9,54.3,98.1,12.8,7.0,1,4,11.4,63.6,1,48,9.5,2,4,67.9,19,256,68.4,261,5,18,35,0,273,57,1.1,14.4
Rashean Mathis,1355,CB,DET,7,248,0,11,1,7.3,92.9,100.0,5.6,5.2,0,1,7.1,55.3,0,50,0.0,0,1,118.8,13,78,31.5,78,3,7,14,0,194,96,2.7,14.9,0,1,7.8,70.8,98.7,8.7,6.2,0,2,8.3,67.6,1,20,12.5,2,1,75.0,17,151,60.9,153,4,13,24,0,180,77,1.2,10.6
Robert Mathis,1447,ED,IND,11,36,0,14,0,2.0,100.0,7.0,8.0,8.0,0,0,0.0,52.9,0,40,,0,0,118.8,1,8,22.2,114,3,0,1,0,40,38,5.0,40.0,0,0,,,16.7,,,0,0,,65.6,0,,,0,0,0.0,0,21,58.3,126,1,0,0,0,0,0,0.0,
