player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Devonta Freeman,8738,HB,ATL,8,152,24,12,31.2,221,0,709,4,11,24,334,40.1,22,46,2,1,18,63.4,78.3,85.8,,75.2,78.3,74.6,58.8,25,1,353,40,210,176,0,0,51,192,10,709,334,2.2,4.7,1.68,120
Chris Johnson,4338,HB,ARZ,8,141,20,8,35.2,238,0,676,1,0,20,416,40.4,16,26,1,2,90,55.3,50.6,79.9,,64.8,46.4,52.0,75.0,62,1,56,5,75,149,0,0,8,146,3,676,416,2.95,4.8,0.75,50
Adrian Peterson,3623,HB,MIN,7,140,19,8,42.5,269,0,633,0,4,19,302,32.0,17,30,18,3,78,28.5,66.4,82.5,,48.7,63.4,66.5,58.8,75,0,107,15,108,156,0,0,16,155,3,633,302,2.16,4.5,0.99,53
Matt Forte,4358,HB,CHI,7,136,12,4,16.8,92,0,548,2,3,12,268,18.4,15,26,6,2,57,58.0,58.7,86.5,,57.0,63.6,56.4,60.1,27,0,219,25,192,150,0,0,34,161,2,548,268,1.97,4.0,1.14,78
Justin Forsett,4547,HB,BLT,8,133,22,8,29.4,165,0,562,1,4,22,297,36.3,17,36,3,0,13,90.1,63.8,84.3,,54.5,55.6,66.5,59.7,33,1,142,27,192,151,0,0,31,160,2,562,297,2.23,4.2,0.74,115
Doug Martin,7035,HB,TB,7,132,30,10,41.5,254,0,612,0,7,30,393,74.9,19,24,30,1,56,72.6,88.9,80.3,,90.4,84.1,82.4,60.0,49,0,136,15,76,141,0,0,15,147,3,612,393,2.98,4.6,1.79,71
Jonathan Stewart,4327,HB,CAR,7,127,29,2,11.5,58,0,505,1,1,29,305,53.8,12,23,5,2,63,51.2,71.1,84.7,,82.7,55.2,69.4,64.4,36,0,31,7,103,163,0,0,8,134,4,505,305,2.4,4.0,0.3,60
Frank Gore,2282,HB,IND,8,120,17,8,30.8,159,0,516,2,10,17,284,46.0,12,24,14,3,67,30.0,59.5,38.1,,80.4,55.7,58.9,60.1,25,1,116,19,142,136,0,0,24,139,3,516,284,2.37,4.3,0.82,49
Mark Ingram II,6180,HB,NO,8,118,22,7,30.9,164,0,530,0,10,22,330,59.3,15,33,20,1,50,73.0,68.3,83.1,,60.7,69.0,66.2,71.0,44,0,274,33,168,136,0,0,35,151,5,530,330,2.8,4.5,1.63,63
Latavius Murray,7962,HB,OAK,7,115,20,6,31.1,166,0,534,2,7,20,278,48.7,11,23,23,0,59,89.5,70.7,83.8,,63.1,57.5,72.1,60.4,54,0,105,19,109,127,0,0,21,134,3,534,278,2.42,4.6,0.96,50
Carlos Hyde,8692,HB,SF,7,115,31,4,16.2,76,0,470,1,3,31,326,76.5,15,25,28,1,22,50.2,72.2,81.3,,70.8,57.9,71.2,72.4,22,0,53,11,103,138,0,0,14,126,3,470,326,2.83,4.1,0.51,93
Chris Ivory,6007,HB,NYJ,6,115,21,8,38.4,199,0,518,1,4,21,310,53.5,15,25,22,0,45,89.0,77.0,81.7,,79.2,60.8,75.8,60.0,54,0,98,11,73,122,0,0,13,126,4,518,310,2.7,4.5,1.34,70
Le'Veon Bell,7829,HB,PIT,6,113,23,9,40.8,227,0,556,0,5,23,385,69.6,13,27,25,0,51,89.4,89.2,83.7,,72.8,83.5,86.3,54.4,42,1,136,24,138,124,0,0,25,137,3,556,385,3.41,4.9,0.99,59
Melvin Gordon III,9448,HB,SD,8,103,22,5,31.7,121,0,382,1,6,22,235,52.8,8,21,27,5,23,23.4,52.9,84.4,,70.5,63.5,50.1,60.0,27,0,93,18,89,110,0,0,19,121,0,382,235,2.28,3.7,1.04,63
Marshawn Lynch,3628,HB,SEA,6,102,24,3,15.5,58,0,370,1,6,24,249,64.2,11,26,29,0,13,88.4,84.0,83.5,,58.1,61.5,86.5,59.7,24,1,72,12,116,117,5,1,18,114,2,375,250,2.43,3.6,0.62,89
