player,player_id,position,team_name,player_game_count,base_dropbacks,blitz_accuracy_percent,blitz_aimed_passes,blitz_attempts,blitz_avg_depth_of_target,blitz_avg_time_to_throw,blitz_bats,blitz_big_time_throws,blitz_btt_rate,blitz_completion_percent,blitz_completions,blitz_def_gen_pressures,blitz_drop_rate,blitz_dropbacks,blitz_dropbacks_percent,blitz_drops,blitz_first_downs,blitz_grades_coverage_defense,blitz_grades_defense,blitz_grades_defense_penalty,blitz_grades_hands_drop,blitz_grades_hands_fumble,blitz_grades_offense,blitz_grades_offense_penalty,blitz_grades_pass,blitz_grades_pass_route,blitz_grades_run,blitz_hit_as_threw,blitz_interceptions,blitz_passing_snaps,blitz_pressure_to_sack_rate,blitz_qb_rating,blitz_sack_percent,blitz_sacks,blitz_scrambles,blitz_spikes,blitz_thrown_aways,blitz_touchdowns,blitz_turnover_worthy_plays,blitz_twp_rate,blitz_yards,blitz_ypa,declined_penalties,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,no_blitz_accuracy_percent,no_blitz_aimed_passes,no_blitz_attempts,no_blitz_avg_depth_of_target,no_blitz_avg_time_to_throw,no_blitz_bats,no_blitz_big_time_throws,no_blitz_btt_rate,no_blitz_completion_percent,no_blitz_completions,no_blitz_def_gen_pressures,no_blitz_drop_rate,no_blitz_dropbacks,no_blitz_dropbacks_percent,no_blitz_drops,no_blitz_first_downs,no_blitz_grades_coverage_defense,no_blitz_grades_defense,no_blitz_grades_defense_penalty,no_blitz_grades_hands_drop,no_blitz_grades_hands_fumble,no_blitz_grades_offense,no_blitz_grades_offense_penalty,no_blitz_grades_pass,no_blitz_grades_pass_route,no_blitz_grades_run,no_blitz_hit_as_threw,no_blitz_interceptions,no_blitz_passing_snaps,no_blitz_pressure_to_sack_rate,no_blitz_qb_rating,no_blitz_sack_percent,no_blitz_sacks,no_blitz_scrambles,no_blitz_spikes,no_blitz_thrown_aways,no_blitz_touchdowns,no_blitz_turnover_worthy_plays,no_blitz_twp_rate,no_blitz_yards,no_blitz_ypa,no_pressure_accuracy_percent,no_pressure_aimed_passes,no_pressure_attempts,no_pressure_avg_depth_of_target,no_pressure_avg_time_to_throw,no_pressure_bats,no_pressure_big_time_throws,no_pressure_btt_rate,no_pressure_completion_percent,no_pressure_completions,no_pressure_def_gen_pressures,no_pressure_drop_rate,no_pressure_dropbacks,no_pressure_dropbacks_percent,no_pressure_drops,no_pressure_first_downs,no_pressure_grades_coverage_defense,no_pressure_grades_defense,no_pressure_grades_defense_penalty,no_pressure_grades_hands_drop,no_pressure_grades_hands_fumble,no_pressure_grades_offense,no_pressure_grades_offense_penalty,no_pressure_grades_pass,no_pressure_grades_pass_route,no_pressure_grades_run,no_pressure_hit_as_threw,no_pressure_interceptions,no_pressure_passing_snaps,no_pressure_pressure_to_sack_rate,no_pressure_qb_rating,no_pressure_sack_percent,no_pressure_sacks,no_pressure_scrambles,no_pressure_spikes,no_pressure_thrown_aways,no_pressure_touchdowns,no_pressure_turnover_worthy_plays,no_pressure_twp_rate,no_pressure_yards,no_pressure_ypa,penalties,pressure_accuracy_percent,pressure_aimed_passes,pressure_attempts,pressure_avg_depth_of_target,pressure_avg_time_to_throw,pressure_bats,pressure_big_time_throws,pressure_btt_rate,pressure_completion_percent,pressure_completions,pressure_def_gen_pressures,pressure_drop_rate,pressure_dropbacks,pressure_dropbacks_percent,pressure_drops,pressure_first_downs,pressure_grades_coverage_defense,pressure_grades_defense,pressure_grades_defense_penalty,pressure_grades_hands_drop,pressure_grades_hands_fumble,pressure_grades_offense,pressure_grades_offense_penalty,pressure_grades_pass,pressure_grades_pass_route,pressure_grades_run,pressure_hit_as_threw,pressure_interceptions,pressure_passing_snaps,pressure_pressure_to_sack_rate,pressure_qb_rating,pressure_sack_percent,pressure_sacks,pressure_scrambles,pressure_spikes,pressure_thrown_aways,pressure_touchdowns,pressure_turnover_worthy_plays,pressure_twp_rate,pressure_yards,pressure_ypa
Patrick Mahomes,11765,QB,KC,15,653,76.9,130,135,8.7,2.43,1,9,6.4,70.4,95,54,5.0,146,22.4,5,74,,,,,65.8,90.2,82.1,85.8,60.0,83.3,1,1,151,7.4,135.8,2.7,4,7,0,3,16,4,2.6,1251,9.3,0,16,67.0,91.4,90.4,72.0,76.7,420,453,8.9,3.03,6,37,7.7,65.1,295,168,8.4,507,77.6,27,184,,,,,81.6,90.4,87.2,87.8,57.2,75.9,4,5,542,10.7,100.0,3.6,18,35,1,22,22,18,3.3,3489,7.7,81.1,402,410,7.5,2.43,6,27,6.3,74.4,305,0,6.4,431,66.0,21,195,,,,,91.4,93.7,86.4,91.9,55.0,88.5,0,3,452,,121.1,0.0,0,20,1,1,30,9,2.0,3514,8.6,0,64.9,148,178,12.4,3.81,1,19,9.8,47.8,85,222,11.5,222,34.0,11,63,,,,,44.0,73.6,83.9,72.1,,65.8,5,3,241,9.9,78.5,9.9,22,22,0,24,8,13,5.4,1226,6.9
Matt Ryan,4317,QB,ATL,15,638,75.8,153,165,8.9,2.51,5,7,4.0,68.5,113,80,2.6,183,28.7,3,76,,,,,70.8,76.6,83.1,74.6,57.5,70.3,0,4,194,20.0,95.6,8.7,16,2,0,7,6,6,3.1,1362,8.3,0,2,81.7,83.9,82.0,61.2,76.6,381,417,9.9,2.89,6,23,5.2,63.5,265,141,9.2,455,71.3,27,157,,,,,81.6,82.2,65.1,81.3,,56.7,6,7,481,17.0,92.0,5.3,24,14,1,23,18,15,3.1,2954,7.1,80.4,393,408,8.7,2.52,5,17,4.0,71.6,292,0,7.6,417,65.4,24,174,,,,,91.3,92.7,86.3,91.9,58.8,58.4,0,5,433,,103.3,0.0,0,9,1,9,17,8,1.8,3216,7.9,2,65.2,141,174,12.0,3.27,6,13,6.8,49.4,86,221,6.5,221,34.6,6,59,,,,,48.3,51.3,45.6,51.5,59.9,63.4,6,6,242,18.1,68.7,18.1,40,7,0,21,7,13,5.4,1100,6.3
Ben Roethlisberger,1732,QB,PIT,15,626,77.9,154,165,7.0,2.04,7,7,4.0,64.2,106,45,11.7,170,27.2,14,63,,,,,69.3,71.7,33.7,71.1,,,2,1,181,8.9,98.4,2.4,4,0,0,2,9,3,1.7,1075,6.5,0,25,80.0,69.0,68.2,52.6,74.6,425,443,7.6,2.22,11,19,4.0,66.1,293,86,7.6,456,72.8,24,131,,,,,88.6,66.4,86.7,65.3,,67.3,3,9,491,10.5,92.5,2.0,9,3,0,4,24,15,3.1,2728,6.2,78.4,477,494,6.6,2.01,15,18,3.4,69.2,342,0,8.6,495,79.1,32,165,,,,,91.7,76.1,87.1,74.3,,63.9,0,6,532,,101.9,0.0,0,1,0,2,30,10,1.9,3191,6.5,2,61.8,102,114,11.4,2.78,3,8,6.6,50.0,57,131,9.5,131,20.9,6,29,,,,,38.9,46.4,21.2,47.5,,62.1,5,4,140,9.9,60.3,9.9,13,2,0,4,3,8,5.7,612,5.4
Kyler Murray,38334,QB,ARZ,15,625,75.2,125,146,7.6,2.76,7,8,5.0,62.3,91,65,3.2,169,27.0,3,69,,,,,70.0,78.9,82.9,74.2,,83.0,0,4,185,16.9,93.6,6.5,11,12,0,14,9,4,2.2,1066,7.3,0,1,82.5,83.2,77.7,86.5,77.1,371,401,8.5,2.85,4,18,4.3,68.8,276,103,3.5,456,73.0,10,153,,,,,78.3,80.0,64.8,75.9,,82.0,1,8,475,13.6,94.5,3.1,14,39,8,17,17,11,2.3,2818,7.0,80.0,404,428,7.5,2.41,9,16,3.6,73.4,314,0,2.8,457,73.1,9,174,,,,,91.5,87.0,86.6,83.2,,79.6,0,8,479,,102.5,0.2,1,26,8,7,21,8,1.7,3152,7.4,7,62.0,92,119,11.3,3.95,2,10,7.6,44.5,53,168,7.0,168,26.9,4,48,,,,,30.0,64.0,33.7,57.4,,83.8,1,4,181,14.3,64.8,14.3,24,25,0,24,5,7,3.9,732,6.2
Justin Herbert,28237,QB,LAC,14,618,75.7,136,152,7.6,2.31,6,6,3.7,63.2,96,75,6.8,163,26.4,7,61,,,,,88.9,76.8,82.6,75.0,,65.3,7,4,173,9.3,91.3,4.3,7,3,0,3,8,2,1.2,1096,7.2,0,27,72.1,78.3,76.9,63.1,75.7,387,412,7.8,2.69,6,23,5.3,67.5,278,148,5.1,455,73.6,15,151,,,,,68.9,77.0,86.6,74.5,,72.5,5,6,478,14.9,98.1,4.8,22,21,4,10,20,14,2.9,2938,7.1,77.6,366,383,6.5,2.28,8,15,3.8,70.8,271,0,4.6,395,63.9,13,145,,,,,85.3,78.2,86.0,75.7,,73.5,0,8,405,,96.4,0.3,1,11,4,5,17,10,2.5,2689,7.0,2,71.3,157,181,10.5,3.14,4,14,6.9,56.9,103,223,8.0,223,36.1,9,67,,,,,60.4,74.5,84.0,72.7,,67.0,12,2,246,12.6,96.1,12.6,28,13,0,8,11,6,2.4,1345,7.4
Russell Wilson,7077,QB,SEA,15,618,79.0,167,183,8.2,2.69,1,14,7.3,67.8,124,88,6.1,213,34.5,8,74,,,,,74.5,85.3,40.0,82.0,,78.1,3,5,224,19.3,101.0,8.0,17,12,0,12,13,6,2.7,1326,7.2,0,29,80.0,90.6,89.7,74.3,79.8,327,339,9.2,3.15,2,27,7.5,70.8,240,144,8.0,405,65.5,21,148,,,,,86.5,90.2,60.9,87.7,,76.0,0,8,429,18.8,109.1,6.7,27,38,1,9,25,11,2.6,2705,8.0,82.8,354,358,7.4,2.52,3,24,6.4,77.4,277,0,5.5,386,62.5,16,153,,,,,91.2,93.7,85.9,92.6,,72.1,0,7,403,,115.4,0.0,0,26,1,0,26,7,1.7,2820,7.9,8,71.4,140,164,12.4,3.77,0,17,9.6,53.0,87,232,13.0,232,37.5,13,69,,,,,61.3,70.6,4.8,66.8,,80.3,3,6,250,19.0,86.2,19.0,44,24,0,21,12,10,4.0,1211,7.4
Deshaun Watson,11767,QB,HST,15,610,71.4,140,148,9.6,2.7,1,12,7.7,62.8,93,72,7.0,176,28.9,7,66,,,,,89.4,85.1,82.9,81.9,,73.2,0,2,184,12.5,104.6,5.1,9,19,0,7,10,3,1.6,1180,8.0,0,13,66.3,91.9,90.4,84.2,81.0,336,357,9.1,3.13,6,25,6.7,73.1,261,150,4.0,434,71.1,11,164,,,,,60.1,92.0,86.4,89.2,,90.2,1,4,454,24.0,115.3,8.3,36,40,2,12,20,10,2.2,3278,9.2,82.7,359,372,8.0,2.39,7,21,5.5,76.6,285,0,4.0,388,63.6,12,160,,,,,85.1,94.2,85.9,93.1,,67.3,0,2,401,,119.5,0.3,1,14,2,4,20,4,1.0,3382,9.1,3,64.1,117,133,13.0,4.09,0,16,11.1,51.9,69,222,8.0,222,36.4,6,70,,,,,47.6,75.7,83.8,64.8,,90.7,1,4,237,19.8,91.6,19.8,44,45,0,15,10,9,3.8,1076,8.1
Josh Allen,46601,QB,BUF,15,601,76.1,201,218,9.0,2.83,4,9,3.8,64.7,141,97,7.8,239,39.8,12,92,,,,,77.3,83.7,84.2,78.3,,90.0,1,2,263,8.2,105.5,3.3,8,13,0,12,15,8,3.0,1592,7.3,0,4,54.2,90.3,88.6,73.1,81.2,308,329,9.1,3.09,4,25,7.1,72.0,237,127,5.2,362,60.2,13,136,,,,64.7,61.8,90.6,85.8,88.9,90.3,64.3,3,7,387,12.6,107.0,4.4,16,17,0,14,19,14,3.6,2728,8.3,85.7,356,364,7.3,2.51,3,19,4.9,78.8,287,0,5.9,377,62.7,18,153,,,,64.7,91.2,94.7,86.0,93.3,90.3,71.2,0,3,404,,120.0,0.0,0,13,0,5,23,6,1.5,3115,8.6,4,64.1,153,183,13.0,3.78,5,15,7.4,49.7,91,224,7.1,224,37.3,7,75,,,,,29.7,66.0,84.0,62.1,,81.0,4,6,246,10.7,77.3,10.7,24,17,0,21,11,16,6.5,1205,6.6
Jared Goff,10635,QB,LA,15,597,78.4,171,192,6.3,2.43,8,5,2.5,64.6,124,62,7.5,200,33.5,10,73,,,,,54.6,69.6,39.8,69.3,,60.2,3,2,209,8.1,95.5,2.5,5,3,0,10,9,6,2.9,1303,6.8,0,26,70.6,71.4,71.9,54.5,78.7,328,360,6.9,2.77,4,8,2.2,68.3,246,114,4.7,397,66.5,12,126,,,,,74.7,69.2,86.0,70.8,,42.5,4,11,408,15.8,87.1,4.5,18,19,2,22,11,12,2.9,2649,7.4,83.3,383,408,6.2,2.45,10,10,2.4,75.0,306,0,4.1,421,70.5,13,167,,,,,91.3,87.5,86.2,86.5,,52.9,0,6,432,,105.6,0.0,0,13,2,13,16,7,1.6,3339,8.2,7,62.9,116,144,8.3,3.14,2,3,2.0,44.4,64,176,12.3,176,29.5,9,32,,,,,26.7,33.1,34.7,37.2,,41.5,7,7,185,13.1,45.9,13.1,23,9,0,19,4,11,5.9,613,4.3
Tom Brady,698,QB,TB,15,593,69.9,143,150,9.8,2.08,2,12,7.4,60.0,90,51,10.0,158,26.6,10,59,,,,,88.8,81.2,82.6,79.3,,,1,5,171,13.7,86.9,4.4,7,0,0,4,9,4,2.3,1033,6.9,1,30,90.7,91.7,90.7,66.1,77.1,397,419,9.4,2.53,5,29,6.5,68.0,285,99,6.9,435,73.4,21,154,,,,,87.8,91.4,86.5,90.6,,48.7,3,6,463,13.1,106.1,3.0,13,3,3,11,27,8,1.7,3201,7.6,79.7,428,442,8.5,2.26,6,31,6.6,72.2,319,0,6.5,443,74.7,22,182,,,,,91.5,94.1,86.6,92.8,,,0,6,473,,114.4,0.0,0,0,3,5,32,6,1.3,3575,8.1,4,58.0,112,127,13.2,2.85,1,10,7.4,44.1,56,150,13.8,150,25.3,9,31,,,,,67.2,61.8,82.3,62.6,,48.7,4,5,161,13.3,54.5,13.3,20,3,0,10,4,6,3.7,659,5.2
