player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Thomas Davis Sr.,2231,LB,WAS,4,34,0,32,0,,,71.4,,,0,0,,64.0,0,,,0,0,0.0,0,5,14.7,7,0,0,0,0,0,0,0.0,,0,1,-4.5,50.0,96.2,23.0,11.5,0,0,0.0,69.4,0,4,0.0,0,0,56.3,1,25,73.5,26,0,1,2,0,4,7,0.2,4.0
Johnathan Joseph,2969,CB,ARZ,9,246,0,1,0,14.0,80.0,99.0,5.5,4.4,0,0,0.0,34.7,0,71,16.7,2,0,158.3,16,100,40.7,101,0,10,20,4,251,69,2.9,15.7,0,1,7.9,42.9,99.3,21.7,9.3,0,4,28.6,84.8,1,11,0.0,0,4,22.0,6,134,54.5,135,1,9,14,0,47,28,0.4,7.8
Tramon Williams,3558,CB,BLT,2,6,0,3,0,4.0,100.0,100.0,5.0,5.0,0,0,0.0,52.9,0,4,0.0,0,0,83.3,1,5,83.3,5,0,1,1,0,4,0,0.8,4.0,0,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,1,0,0,0,0,0,0,,
Calais Campbell,4364,DI,BLT,8,7,0,3,0,,,3.5,,,0,0,,61.8,0,,0.0,0,0,0.0,0,4,57.1,114,3,1,0,0,0,0,0.0,,0,1,9.0,0.0,1.9,,2.0,1,1,100.0,65.5,0,,50.0,2,1,39.6,0,2,28.6,105,3,1,1,0,0,0,0.0,
Brandon Carr,4454,S,DAL,3,12,0,9,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,8.3,1,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,47.5,0,,,0,0,0.0,0,10,83.3,10,0,0,0,0,0,0,0.0,
Malcolm Jenkins,4937,S,NO,10,371,0,20,0,7.0,46.7,77.1,16.7,7.8,0,4,26.7,71.9,1,26,12.5,1,3,54.6,7,131,35.3,170,5,7,15,1,69,34,0.6,9.9,0,2,7.8,80.8,93.0,9.6,7.7,2,2,7.7,53.9,0,74,12.5,3,2,118.1,21,213,57.4,229,5,19,26,1,241,144,1.2,11.5
Jason McCourty,5127,CB,NE,10,257,0,19,3,14.9,50.0,98.6,16.4,8.2,1,2,12.5,45.2,0,41,9.1,1,2,126.0,8,141,54.9,143,1,7,16,2,164,44,1.3,20.5,0,2,10.8,75.0,99.0,32.3,24.3,0,0,0.0,63.4,0,15,0.0,0,0,97.9,3,100,38.9,101,0,9,4,0,32,11,0.3,10.7
Steve McLendon,5232,DI,TB,11,4,0,30,0,,,2.1,,,0,0,,59.5,0,,,0,0,0.0,0,1,25.0,47,0,0,0,0,0,0,0.0,,0,0,,,2.1,,,0,0,,58.0,0,,,0,0,0.0,0,2,50.0,95,0,0,0,0,0,0,0.0,
Ndamukong Suh,5527,DI,TB,11,5,0,30,0,,,0.0,,,0,0,,60.0,0,,100.0,1,0,0.0,0,0,0.0,112,0,0,0,0,0,0,,,0,0,10.0,100.0,1.2,2.0,2.0,0,0,0.0,48.8,0,18,33.3,1,0,118.8,1,3,60.0,244,6,2,1,0,18,8,9.0,18.0
Joe Haden,5532,CB,PIT,10,401,0,25,1,17.4,46.2,100.0,11.6,5.3,1,4,15.4,59.7,1,45,0.0,0,4,67.9,12,148,36.9,148,2,9,26,1,191,23,1.4,15.9,0,0,11.6,60.0,100.0,14.4,8.6,1,3,12.0,66.8,0,54,10.5,2,2,85.3,15,226,56.4,226,4,17,25,0,199,47,0.9,13.3
