player,player_id,position,team_name,player_game_count,base_dropbacks,blitz_accuracy_percent,blitz_aimed_passes,blitz_attempts,blitz_avg_depth_of_target,blitz_avg_time_to_throw,blitz_bats,blitz_big_time_throws,blitz_btt_rate,blitz_completion_percent,blitz_completions,blitz_def_gen_pressures,blitz_drop_rate,blitz_dropbacks,blitz_dropbacks_percent,blitz_drops,blitz_first_downs,blitz_grades_hands_drop,blitz_grades_hands_fumble,blitz_grades_offense,blitz_grades_offense_penalty,blitz_grades_pass,blitz_grades_pass_route,blitz_grades_run,blitz_hit_as_threw,blitz_interceptions,blitz_passing_snaps,blitz_pressure_to_sack_rate,blitz_qb_rating,blitz_sack_percent,blitz_sacks,blitz_scrambles,blitz_spikes,blitz_thrown_aways,blitz_touchdowns,blitz_turnover_worthy_plays,blitz_twp_rate,blitz_yards,blitz_ypa,declined_penalties,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,no_blitz_accuracy_percent,no_blitz_aimed_passes,no_blitz_attempts,no_blitz_avg_depth_of_target,no_blitz_avg_time_to_throw,no_blitz_bats,no_blitz_big_time_throws,no_blitz_btt_rate,no_blitz_completion_percent,no_blitz_completions,no_blitz_def_gen_pressures,no_blitz_drop_rate,no_blitz_dropbacks,no_blitz_dropbacks_percent,no_blitz_drops,no_blitz_first_downs,no_blitz_grades_hands_drop,no_blitz_grades_hands_fumble,no_blitz_grades_offense,no_blitz_grades_offense_penalty,no_blitz_grades_pass,no_blitz_grades_pass_route,no_blitz_grades_run,no_blitz_hit_as_threw,no_blitz_interceptions,no_blitz_passing_snaps,no_blitz_pressure_to_sack_rate,no_blitz_qb_rating,no_blitz_sack_percent,no_blitz_sacks,no_blitz_scrambles,no_blitz_spikes,no_blitz_thrown_aways,no_blitz_touchdowns,no_blitz_turnover_worthy_plays,no_blitz_twp_rate,no_blitz_yards,no_blitz_ypa,no_pressure_accuracy_percent,no_pressure_aimed_passes,no_pressure_attempts,no_pressure_avg_depth_of_target,no_pressure_avg_time_to_throw,no_pressure_bats,no_pressure_big_time_throws,no_pressure_btt_rate,no_pressure_completion_percent,no_pressure_completions,no_pressure_def_gen_pressures,no_pressure_drop_rate,no_pressure_dropbacks,no_pressure_dropbacks_percent,no_pressure_drops,no_pressure_first_downs,no_pressure_grades_hands_drop,no_pressure_grades_hands_fumble,no_pressure_grades_offense,no_pressure_grades_offense_penalty,no_pressure_grades_pass,no_pressure_grades_pass_route,no_pressure_grades_run,no_pressure_hit_as_threw,no_pressure_interceptions,no_pressure_passing_snaps,no_pressure_pressure_to_sack_rate,no_pressure_qb_rating,no_pressure_sack_percent,no_pressure_sacks,no_pressure_scrambles,no_pressure_spikes,no_pressure_thrown_aways,no_pressure_touchdowns,no_pressure_turnover_worthy_plays,no_pressure_twp_rate,no_pressure_yards,no_pressure_ypa,penalties,pressure_accuracy_percent,pressure_aimed_passes,pressure_attempts,pressure_avg_depth_of_target,pressure_avg_time_to_throw,pressure_bats,pressure_big_time_throws,pressure_btt_rate,pressure_completion_percent,pressure_completions,pressure_def_gen_pressures,pressure_drop_rate,pressure_dropbacks,pressure_dropbacks_percent,pressure_drops,pressure_first_downs,pressure_grades_hands_drop,pressure_grades_hands_fumble,pressure_grades_offense,pressure_grades_offense_penalty,pressure_grades_pass,pressure_grades_pass_route,pressure_grades_run,pressure_hit_as_threw,pressure_interceptions,pressure_passing_snaps,pressure_pressure_to_sack_rate,pressure_qb_rating,pressure_sack_percent,pressure_sacks,pressure_scrambles,pressure_spikes,pressure_thrown_aways,pressure_touchdowns,pressure_turnover_worthy_plays,pressure_twp_rate,pressure_yards,pressure_ypa
Jon Kitna,217,QB,DET,14,578,67.1,152,167,9.3,2.51,1,6,3.3,58.7,98,82,3.9,191,33.0,4,68,,53.8,63.2,83.3,61.6,,74.4,4,5,205,26.8,81.5,11.5,22,2,0,10,5,10,4.9,1322,7.9,0,11,63.1,61.2,62.6,43.1,71.8,326,342,8.7,2.95,6,12,3.4,64.0,219,130,6.4,387,67.0,15,120,,85.1,63.1,59.3,62.6,,63.6,2,16,403,25.4,72.7,8.5,33,12,1,7,9,19,4.7,2298,6.7,73.1,350,359,8.7,2.52,4,16,4.2,67.7,243,0,5.1,366,63.3,13,141,,91.1,79.4,58.1,78.0,,61.5,0,12,385,,88.6,0.0,0,7,1,4,12,13,3.4,2831,7.9,3,62.5,128,150,9.5,3.29,3,2,1.2,49.3,74,212,7.5,212,36.7,6,47,,39.1,35.3,83.6,34.7,,72.9,6,9,223,25.9,44.6,25.9,55,7,0,13,2,16,7.2,789,5.3
Marc Bulger,684,QB,SL,14,572,62.2,135,140,10.1,2.3,1,8,5.4,57.1,80,56,4.8,159,27.8,4,50,,67.9,57.2,82.5,56.8,,63.3,1,4,169,33.9,82.1,11.9,19,0,0,3,6,8,4.7,1007,7.2,0,26,44.2,65.9,67.2,29.4,72.9,358,380,9.1,2.63,4,11,2.8,64.7,246,106,5.7,413,72.2,15,133,,55.1,73.2,86.2,71.0,,81.6,1,4,434,28.3,92.2,7.3,30,3,8,9,13,11,2.5,2660,7.0,70.3,390,407,9.5,2.31,5,14,3.3,64.9,264,0,3.6,410,71.7,10,142,,91.3,74.0,86.2,71.8,,79.7,1,5,426,,92.4,0.2,1,2,8,3,15,12,2.8,2846,7.0,2,68.9,103,113,9.1,3.1,0,5,4.0,54.9,62,162,12.7,162,28.3,9,41,,23.7,54.4,82.7,53.9,,64.4,1,3,177,29.6,78.8,29.6,48,1,0,9,4,7,4.0,821,7.3
Drew Brees,802,QB,NO,14,544,70.9,134,150,7.6,2.37,6,4,2.5,56.7,85,60,10.5,160,29.4,10,56,,88.7,67.2,0.0,67.4,,62.5,1,4,168,13.3,80.9,5.0,8,2,0,9,5,8,4.8,1137,7.6,0,20,83.9,82.2,85.0,31.6,81.7,338,367,8.0,2.69,14,20,5.3,69.2,254,91,8.0,384,70.6,22,139,,74.0,90.0,85.9,89.0,60.0,44.5,3,7,398,9.9,105.2,2.3,9,8,2,10,20,10,2.5,3106,8.5,81.5,367,389,7.7,2.37,15,21,5.2,69.9,272,0,9.0,393,72.2,27,151,,85.4,91.6,59.7,91.2,60.0,29.2,0,7,407,,107.0,0.3,1,3,2,5,21,11,2.7,3372,8.7,4,68.6,105,128,8.4,3.2,5,3,2.2,52.3,67,151,6.9,151,27.8,5,44,,66.6,55.3,27.7,54.6,,68.9,4,4,159,10.6,71.5,10.6,16,7,0,14,4,7,4.4,871,6.8
Brett Favre,14,QB,GB,14,543,60.5,114,121,10.3,2.41,3,8,6.3,52.1,63,42,8.7,127,23.4,6,44,,62.4,66.7,81.6,65.9,,,2,2,133,14.3,87.5,4.7,6,0,0,2,5,8,6.0,1021,8.4,1,12,69.6,54.5,56.3,32.1,68.8,382,400,8.7,2.58,7,12,2.9,58.3,233,99,11.4,416,76.6,30,117,,76.2,53.5,86.2,52.8,,76.7,1,13,433,12.1,71.0,2.9,12,4,2,8,12,18,4.2,2296,5.7,69.6,385,398,8.9,2.37,9,15,3.6,60.1,239,0,10.8,402,74.0,29,128,,91.3,64.1,86.1,63.0,,69.7,0,14,416,,78.9,0.2,1,3,2,2,16,17,4.1,2678,6.7,2,57.7,111,123,9.5,3.0,1,5,3.8,46.3,57,141,10.9,141,26.0,7,33,,28.0,42.7,82.1,42.8,,65.9,3,1,150,12.1,61.7,12.1,17,1,0,8,1,9,6.0,639,5.2
Peyton Manning,327,QB,IND,14,512,76.5,102,109,10.3,2.41,2,9,7.8,66.1,72,44,7.7,114,22.3,6,59,,86.2,92.9,81.2,91.6,,63.9,0,2,120,9.1,118.9,3.5,4,1,0,5,11,3,2.5,935,8.6,0,14,91.8,93.6,93.0,51.2,73.7,365,384,10.2,2.67,5,29,7.2,64.3,247,91,8.2,398,77.7,22,153,,91.3,92.7,86.1,91.3,,79.6,1,7,416,11.0,93.4,2.5,10,4,4,9,15,11,2.6,2979,7.8,75.8,359,373,9.9,2.45,7,28,7.2,67.3,251,0,7.7,377,73.6,21,167,,91.2,93.8,85.8,92.3,,79.6,0,9,392,,103.0,0.0,0,4,4,3,23,11,2.8,3073,8.2,0,69.4,108,120,11.3,3.07,0,10,7.8,56.7,68,135,9.3,135,26.4,7,45,,87.4,90.1,81.9,87.2,,63.9,1,0,144,10.4,86.8,10.4,14,1,0,11,3,3,2.1,841,7.0
Eli Manning,1722,QB,NYG,14,498,65.1,129,149,10.7,2.45,6,10,6.4,54.4,81,72,3.6,157,31.5,3,52,,67.8,62.6,82.5,62.8,,55.3,3,6,166,9.7,77.6,4.5,7,1,0,11,8,12,7.2,1042,7.0,0,21,73.0,64.0,65.9,34.3,71.1,308,322,7.9,2.8,4,10,3.0,61.8,199,101,9.1,341,68.5,20,105,,82.9,67.9,85.5,66.4,,71.3,1,11,357,14.9,80.1,4.4,15,4,3,6,14,17,4.8,2027,6.3,70.3,313,322,8.2,2.55,5,12,3.5,63.0,203,0,7.7,325,65.3,17,108,,90.9,69.5,85.3,68.1,,67.9,0,10,342,,85.8,0.0,0,3,3,1,16,19,5.6,2130,6.6,5,66.9,124,149,10.1,2.97,5,8,5.2,51.7,77,173,7.2,173,34.7,6,49,,49.3,59.9,82.8,59.8,,57.9,4,7,181,12.7,65.3,12.7,22,2,0,16,6,10,5.5,939,6.3
Tom Brady,698,QB,NE,14,487,72.8,136,152,8.3,2.38,5,7,4.2,57.9,88,67,11.1,166,34.1,11,61,64.7,89.1,78.5,82.8,77.5,62.1,54.2,6,4,181,17.9,95.6,7.2,12,2,0,5,13,3,1.7,1012,6.7,1,19,90.0,79.6,81.2,42.3,76.0,283,301,9.2,2.68,4,20,6.4,62.5,188,81,12.6,321,65.9,27,103,,81.4,80.5,85.2,78.6,,64.2,3,8,331,14.8,81.3,3.7,12,7,1,10,9,8,2.4,2045,6.8,79.4,320,331,8.3,2.39,6,21,6.1,69.2,229,0,9.8,339,69.6,25,135,,91.0,91.8,85.4,90.7,,65.7,0,5,354,,100.6,0.0,0,7,1,4,16,5,1.4,2465,7.4,3,60.6,99,122,10.9,3.02,3,6,4.6,38.5,47,148,21.7,148,30.4,13,29,64.7,65.0,50.0,82.3,51.1,62.1,51.9,9,7,158,16.2,46.9,16.2,24,2,0,11,6,6,3.8,592,4.9
Brad Johnson,31,QB,MIN,14,485,69.2,120,135,9.2,2.45,4,4,2.8,57.0,77,61,7.2,149,30.7,6,47,,73.1,52.0,82.3,50.6,,73.3,2,5,158,14.8,66.7,6.0,9,5,0,9,2,7,4.4,892,6.6,0,18,74.6,58.9,59.6,43.3,76.4,276,303,7.9,2.61,9,9,2.8,63.4,192,90,9.0,336,69.3,19,91,,82.6,64.4,85.4,64.7,,52.2,8,10,352,22.2,74.5,6.0,20,12,4,6,7,12,3.4,1863,6.1,75.5,306,322,8.2,2.39,10,10,3.0,65.8,212,0,8.2,334,68.9,19,105,,91.0,70.3,85.4,69.0,,63.9,0,9,349,,79.2,0.3,1,10,4,2,7,9,2.6,2059,6.4,3,70.0,90,116,8.5,2.94,3,3,2.4,49.1,57,151,9.5,151,31.1,6,33,,50.9,39.3,82.4,40.3,,56.1,10,6,161,18.5,52.2,18.5,28,7,0,13,2,10,6.2,696,6.0
Carson Palmer,1317,QB,CIN,14,481,65.2,132,140,11.3,2.36,2,9,6.0,57.9,81,67,5.8,155,32.2,5,51,,67.3,63.1,82.4,62.6,,,2,2,165,22.4,94.6,9.7,15,0,0,4,9,8,4.8,969,6.9,0,7,80.7,77.6,80.6,29.9,74.6,284,302,9.5,2.59,4,18,5.8,66.9,202,85,4.7,326,67.8,10,127,,90.9,87.9,85.2,86.8,,45.4,5,9,338,22.4,97.9,5.8,19,5,2,7,15,16,4.7,2606,8.6,77.1,315,325,9.7,2.3,5,22,6.5,70.8,230,0,5.3,329,68.4,13,149,,90.9,92.8,85.3,92.1,,46.3,0,8,343,,107.7,0.0,0,4,2,3,19,13,3.8,2915,9.0,5,54.5,101,117,11.2,2.97,1,5,4.0,45.3,53,152,3.6,152,31.6,2,29,,66.1,40.3,82.3,41.7,,58.3,7,3,160,22.4,66.9,22.4,34,1,0,8,5,11,6.9,660,5.6
Chad Pennington,596,QB,NYJ,14,471,70.2,94,103,9.6,2.2,5,9,8.2,61.2,63,31,4.5,110,23.4,3,39,,58.5,79.3,81.1,78.4,,55.7,1,5,117,19.4,94.9,5.5,6,1,1,2,8,4,3.4,894,8.7,0,22,74.0,60.5,61.5,39.8,72.3,310,323,7.8,2.63,3,3,0.9,66.3,214,92,4.5,361,76.6,10,113,,76.2,54.1,85.7,53.9,,62.2,4,11,381,23.9,77.0,6.1,22,12,4,2,7,19,5.0,2065,6.4,72.2,317,331,7.9,2.35,7,7,2.0,66.2,219,0,4.4,348,73.9,10,113,,83.4,61.3,85.6,60.5,,63.9,0,11,365,,80.6,0.9,3,12,5,2,9,18,4.9,2237,6.8,1,70.1,87,95,9.4,3.04,1,5,4.9,61.1,58,123,4.9,123,26.1,3,39,,44.2,62.5,81.6,63.0,,50.7,5,5,133,20.3,83.8,20.3,25,1,0,2,6,5,3.8,722,7.6
