player,player_id,position,team_name,player_game_count,base_dropbacks,blitz_accuracy_percent,blitz_aimed_passes,blitz_attempts,blitz_avg_depth_of_target,blitz_avg_time_to_throw,blitz_bats,blitz_big_time_throws,blitz_btt_rate,blitz_completion_percent,blitz_completions,blitz_def_gen_pressures,blitz_drop_rate,blitz_dropbacks,blitz_dropbacks_percent,blitz_drops,blitz_first_downs,blitz_grades_hands_drop,blitz_grades_hands_fumble,blitz_grades_offense,blitz_grades_offense_penalty,blitz_grades_pass,blitz_grades_pass_route,blitz_grades_run,blitz_hit_as_threw,blitz_interceptions,blitz_passing_snaps,blitz_pressure_to_sack_rate,blitz_qb_rating,blitz_sack_percent,blitz_sacks,blitz_scrambles,blitz_spikes,blitz_thrown_aways,blitz_touchdowns,blitz_turnover_worthy_plays,blitz_twp_rate,blitz_yards,blitz_ypa,declined_penalties,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,no_blitz_accuracy_percent,no_blitz_aimed_passes,no_blitz_attempts,no_blitz_avg_depth_of_target,no_blitz_avg_time_to_throw,no_blitz_bats,no_blitz_big_time_throws,no_blitz_btt_rate,no_blitz_completion_percent,no_blitz_completions,no_blitz_def_gen_pressures,no_blitz_drop_rate,no_blitz_dropbacks,no_blitz_dropbacks_percent,no_blitz_drops,no_blitz_first_downs,no_blitz_grades_hands_drop,no_blitz_grades_hands_fumble,no_blitz_grades_offense,no_blitz_grades_offense_penalty,no_blitz_grades_pass,no_blitz_grades_pass_route,no_blitz_grades_run,no_blitz_hit_as_threw,no_blitz_interceptions,no_blitz_passing_snaps,no_blitz_pressure_to_sack_rate,no_blitz_qb_rating,no_blitz_sack_percent,no_blitz_sacks,no_blitz_scrambles,no_blitz_spikes,no_blitz_thrown_aways,no_blitz_touchdowns,no_blitz_turnover_worthy_plays,no_blitz_twp_rate,no_blitz_yards,no_blitz_ypa,no_pressure_accuracy_percent,no_pressure_aimed_passes,no_pressure_attempts,no_pressure_avg_depth_of_target,no_pressure_avg_time_to_throw,no_pressure_bats,no_pressure_big_time_throws,no_pressure_btt_rate,no_pressure_completion_percent,no_pressure_completions,no_pressure_def_gen_pressures,no_pressure_drop_rate,no_pressure_dropbacks,no_pressure_dropbacks_percent,no_pressure_drops,no_pressure_first_downs,no_pressure_grades_hands_drop,no_pressure_grades_hands_fumble,no_pressure_grades_offense,no_pressure_grades_offense_penalty,no_pressure_grades_pass,no_pressure_grades_pass_route,no_pressure_grades_run,no_pressure_hit_as_threw,no_pressure_interceptions,no_pressure_passing_snaps,no_pressure_pressure_to_sack_rate,no_pressure_qb_rating,no_pressure_sack_percent,no_pressure_sacks,no_pressure_scrambles,no_pressure_spikes,no_pressure_thrown_aways,no_pressure_touchdowns,no_pressure_turnover_worthy_plays,no_pressure_twp_rate,no_pressure_yards,no_pressure_ypa,penalties,pressure_accuracy_percent,pressure_aimed_passes,pressure_attempts,pressure_avg_depth_of_target,pressure_avg_time_to_throw,pressure_bats,pressure_big_time_throws,pressure_btt_rate,pressure_completion_percent,pressure_completions,pressure_def_gen_pressures,pressure_drop_rate,pressure_dropbacks,pressure_dropbacks_percent,pressure_drops,pressure_first_downs,pressure_grades_hands_drop,pressure_grades_hands_fumble,pressure_grades_offense,pressure_grades_offense_penalty,pressure_grades_pass,pressure_grades_pass_route,pressure_grades_run,pressure_hit_as_threw,pressure_interceptions,pressure_passing_snaps,pressure_pressure_to_sack_rate,pressure_qb_rating,pressure_sack_percent,pressure_sacks,pressure_scrambles,pressure_spikes,pressure_thrown_aways,pressure_touchdowns,pressure_turnover_worthy_plays,pressure_twp_rate,pressure_yards,pressure_ypa
Jon Kitna,217,QB,DET,9,365,67.6,102,114,8.9,2.5,0,4,3.3,57.0,65,48,5.8,125,34.2,4,48,,61.5,58.2,81.6,57.2,,65.9,2,3,132,20.8,87.0,8.0,10,1,0,10,5,7,5.3,924,8.1,0,11,76.7,59.6,59.9,53.1,71.4,203,212,8.5,2.97,2,7,3.2,66.5,141,78,2.8,240,65.8,4,77,,90.3,62.4,84.0,61.7,,62.3,1,8,249,24.4,79.8,7.9,19,9,1,5,6,8,3.2,1453,6.9,72.4,228,234,8.7,2.52,1,9,3.7,67.9,159,0,3.6,239,65.5,6,93,,90.3,72.7,84.0,71.8,,56.9,0,8,248,,90.8,0.0,0,5,1,4,9,6,2.4,1881,8.0,2,63.6,77,92,8.5,3.35,1,2,2.0,51.1,47,126,4.1,126,34.5,2,32,,61.5,39.5,81.6,38.2,,72.9,3,3,133,23.0,60.8,23.0,29,5,0,11,2,9,6.8,496,5.4
Brett Favre,14,QB,GB,9,365,63.0,73,77,10.4,2.35,2,7,8.5,53.2,41,25,10.9,81,22.2,5,29,,83.7,75.9,80.0,74.4,,,1,2,86,16.0,87.8,4.9,4,0,0,1,3,5,5.8,724,9.4,1,12,84.9,65.0,65.3,48.3,70.4,260,275,8.5,2.51,5,8,2.8,58.9,162,69,11.5,284,77.8,21,83,,79.8,61.7,84.7,60.4,,75.3,0,5,295,10.1,79.5,2.5,7,2,2,8,10,8,2.7,1571,5.7,71.7,258,268,8.7,2.29,7,11,4.0,61.2,164,0,11.4,271,74.2,21,91,,90.5,76.3,84.5,74.0,,75.3,0,6,280,,87.8,0.4,1,2,2,1,12,6,2.1,1872,7.0,2,58.7,75,84,9.8,2.99,0,4,4.4,46.4,39,94,11.4,94,25.8,5,21,,54.9,42.7,80.6,43.8,,,1,1,101,10.6,60.8,10.6,10,0,0,8,1,7,6.9,423,5.0
Marc Bulger,684,QB,SL,9,361,63.2,95,100,10.0,2.31,1,6,5.8,58.0,58,37,3.3,110,30.5,2,37,,58.1,59.5,81.0,58.7,,63.3,1,2,114,27.0,91.0,9.1,10,0,0,3,5,7,6.1,773,7.7,0,26,50.8,66.5,67.5,38.9,74.3,218,230,9.3,2.71,1,7,2.9,67.0,154,65,4.9,251,69.5,8,88,,62.1,73.2,84.2,70.6,,81.6,1,0,263,27.7,101.0,7.2,18,3,4,6,8,6,2.3,1740,7.6,70.4,247,257,9.8,2.36,2,10,3.8,65.4,168,0,3.4,259,71.7,6,96,,90.5,76.0,84.3,73.4,,79.7,1,1,268,,99.4,0.0,0,2,4,3,10,9,3.4,1944,7.6,1,72.7,66,73,8.4,3.16,0,3,3.8,60.3,44,102,8.3,102,28.3,4,29,,25.0,51.9,80.9,51.3,,64.4,1,1,109,27.5,92.8,27.5,28,1,0,6,3,4,3.7,569,7.8
Drew Brees,802,QB,NO,9,348,72.3,83,92,8.0,2.27,4,3,3.1,59.8,55,31,8.3,94,27.0,5,34,,84.8,68.5,0.0,68.5,,,0,4,98,6.5,76.4,2.1,2,0,0,5,3,5,5.1,701,7.6,0,20,73.3,80.6,83.9,31.9,82.8,215,239,7.6,2.75,13,12,4.8,67.8,162,59,9.0,254,73.0,16,87,,62.6,86.8,84.3,86.6,60.0,44.5,1,3,266,11.9,103.3,2.8,7,8,1,9,12,4,1.5,1903,8.0,82.3,237,255,7.6,2.39,13,12,4.5,69.8,178,0,8.7,258,74.1,17,94,,77.8,90.5,84.4,90.3,60.0,29.5,0,5,270,,103.4,0.4,1,2,1,4,13,6,2.2,2099,8.2,2,70.5,61,76,8.1,3.25,4,3,3.8,51.3,39,90,9.3,90,25.9,4,27,,52.4,55.9,0.0,55.7,,65.5,1,2,94,8.9,70.3,8.9,8,6,0,10,2,3,3.2,505,6.6
Charlie Frye,2284,QB,CLV,9,348,74.5,102,108,8.3,2.79,2,2,1.8,63.0,68,64,10.5,132,37.9,8,38,,38.3,40.8,81.7,38.1,,79.4,1,6,137,26.6,65.7,12.9,17,7,0,3,3,10,7.3,648,6.0,0,8,50.0,48.8,47.5,61.6,76.6,167,182,7.4,3.09,2,5,2.6,62.6,114,58,10.9,216,62.1,14,56,,75.2,60.2,83.8,56.9,,76.4,3,6,232,29.3,76.4,7.9,17,17,2,8,6,7,3.0,1086,6.0,77.1,210,216,7.6,2.5,3,5,2.2,66.2,143,0,11.7,226,64.9,19,68,,90.2,62.2,83.8,59.0,,83.6,0,9,233,,77.3,0.0,0,10,2,1,7,9,3.9,1377,6.4,1,71.2,59,74,8.2,3.85,1,2,2.4,52.7,39,122,7.1,122,35.1,3,26,,27.1,36.0,81.7,31.4,,72.3,4,3,136,27.9,58.2,27.9,34,14,0,10,2,8,5.9,357,4.8
Donovan McNabb,438,QB,PHI,9,345,60.2,83,87,11.5,2.72,1,6,6.7,47.1,41,50,18.0,105,30.4,9,34,,85.5,59.0,80.8,53.5,,89.8,1,3,108,20.0,79.8,9.5,10,7,1,1,5,6,5.6,703,8.1,0,24,83.6,74.1,72.6,67.5,75.9,203,216,9.5,3.26,6,9,4.1,61.6,133,73,13.6,240,69.6,21,88,,90.3,84.6,84.0,80.4,,81.5,3,2,246,15.1,105.6,4.6,11,13,1,3,13,5,2.0,1867,8.6,72.9,203,211,10.3,2.78,5,11,5.1,60.2,127,0,14.2,222,64.3,21,90,,90.2,81.2,83.7,75.4,,91.7,0,3,227,,106.7,0.0,0,10,2,1,14,7,3.1,1939,9.2,2,67.5,83,92,9.6,3.65,2,4,4.2,51.1,47,123,16.1,123,35.7,9,32,,86.6,65.4,81.4,62.6,,72.0,4,2,127,17.1,78.7,17.1,21,10,0,3,4,4,3.1,631,6.9
Peyton Manning,327,QB,IND,9,332,75.3,81,85,10.6,2.47,1,9,10.0,65.9,56,38,8.2,89,26.8,5,44,,84.5,91.2,80.3,90.2,,,0,1,94,10.5,121.2,4.5,4,0,0,3,8,3,3.2,770,9.1,0,14,91.0,93.0,92.9,41.0,73.7,224,235,10.0,2.7,3,16,6.5,65.5,154,54,6.7,243,73.2,11,96,,90.4,92.7,84.1,91.6,,60.9,1,2,253,11.1,98.6,2.5,6,2,2,5,10,4,1.6,1761,7.5,76.2,231,238,9.9,2.45,4,18,7.3,68.5,163,0,7.4,240,72.3,13,109,,90.3,94.2,84.0,93.0,,60.9,0,3,248,,109.0,0.0,0,2,2,1,15,5,2.0,1945,8.2,0,67.6,74,82,11.0,3.13,0,7,7.9,57.3,47,92,6.0,92,27.7,3,31,,84.9,83.9,80.5,81.8,,,1,0,99,10.9,91.8,10.9,10,0,0,7,3,2,2.0,586,7.1
Carson Palmer,1317,QB,CIN,9,330,60.6,94,101,11.4,2.35,2,6,5.5,55.4,56,56,1.8,114,34.5,1,34,,59.9,49.2,81.3,49.8,,,1,2,123,23.2,84.4,11.4,13,0,0,4,5,8,6.5,675,6.7,0,7,70.8,67.0,69.9,35.2,74.3,187,199,9.0,2.59,3,12,5.9,66.8,133,57,4.3,216,65.5,6,78,,90.1,81.4,83.6,81.0,,46.5,2,4,222,22.8,100.6,6.0,13,4,2,5,10,12,5.4,1643,8.3,77.1,205,214,9.2,2.29,4,14,6.3,71.5,153,0,3.2,217,65.8,5,92,,90.2,87.8,83.7,86.6,,47.6,0,4,227,,109.3,0.0,0,3,2,3,12,10,4.4,1888,8.8,4,50.0,76,86,11.4,2.91,1,4,4.4,41.9,36,113,5.3,113,34.2,2,20,,58.1,34.2,81.2,36.1,,58.3,3,2,118,23.0,59.7,23.0,26,1,0,6,3,10,8.5,430,5.0
Jake Delhomme,303,QB,CAR,9,324,68.1,94,112,10.1,2.24,9,4,3.4,51.8,58,48,9.4,121,37.3,6,32,,86.4,60.1,81.4,59.9,,,5,2,125,18.8,68.2,7.4,9,0,0,4,2,4,3.2,656,5.9,0,5,86.3,59.5,60.0,43.8,73.1,182,192,9.5,2.6,4,4,2.0,64.6,124,51,6.8,203,62.7,9,59,,78.2,60.2,83.4,60.1,,58.5,1,4,211,17.6,89.8,4.4,9,2,0,5,8,8,3.8,1320,6.9,76.5,213,222,8.7,2.29,7,6,2.6,67.6,150,0,8.0,225,69.4,13,71,,90.2,73.8,83.8,72.7,,58.5,0,2,234,,98.1,0.4,1,2,0,2,8,4,1.7,1674,7.5,0,54.0,63,82,12.8,2.88,6,2,2.4,39.0,32,99,5.9,99,30.6,2,20,,63.5,32.4,80.6,34.2,,,6,4,102,17.2,37.8,17.2,17,0,0,7,2,8,7.8,302,3.7
Tom Brady,698,QB,NE,9,323,72.7,99,111,8.2,2.35,4,5,4.1,58.6,65,48,9.7,121,37.5,7,41,,86.6,74.4,81.6,73.5,,57.9,4,3,131,18.8,88.2,7.4,9,1,0,4,7,3,2.3,733,6.6,1,19,91.0,73.8,74.2,48.8,72.8,180,192,10.1,2.67,4,13,6.5,59.4,114,49,13.0,202,62.5,17,73,,90.0,72.7,83.4,71.2,,65.6,1,6,210,14.3,81.1,3.5,7,2,1,6,8,6,2.9,1321,6.9,77.8,212,222,9.0,2.37,6,15,6.4,67.6,150,0,9.1,226,70.0,15,98,,90.3,89.8,83.9,87.3,,62.4,0,4,238,,103.2,0.0,0,3,1,3,13,5,2.1,1746,7.9,2,56.7,67,81,10.7,2.97,2,3,3.4,35.8,29,97,23.7,97,30.0,9,16,,84.6,40.5,80.6,41.7,,,5,5,103,16.5,30.3,16.5,16,0,0,7,2,4,3.9,308,3.8
