player,player_id,position,team_name,player_game_count,base_dropbacks,blitz_accuracy_percent,blitz_aimed_passes,blitz_attempts,blitz_avg_depth_of_target,blitz_avg_time_to_throw,blitz_bats,blitz_big_time_throws,blitz_btt_rate,blitz_completion_percent,blitz_completions,blitz_def_gen_pressures,blitz_drop_rate,blitz_dropbacks,blitz_dropbacks_percent,blitz_drops,blitz_first_downs,blitz_grades_hands_drop,blitz_grades_hands_fumble,blitz_grades_offense,blitz_grades_offense_penalty,blitz_grades_pass,blitz_grades_pass_route,blitz_grades_run,blitz_hit_as_threw,blitz_interceptions,blitz_passing_snaps,blitz_pressure_to_sack_rate,blitz_qb_rating,blitz_sack_percent,blitz_sacks,blitz_scrambles,blitz_spikes,blitz_thrown_aways,blitz_touchdowns,blitz_turnover_worthy_plays,blitz_twp_rate,blitz_yards,blitz_ypa,declined_penalties,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,no_blitz_accuracy_percent,no_blitz_aimed_passes,no_blitz_attempts,no_blitz_avg_depth_of_target,no_blitz_avg_time_to_throw,no_blitz_bats,no_blitz_big_time_throws,no_blitz_btt_rate,no_blitz_completion_percent,no_blitz_completions,no_blitz_def_gen_pressures,no_blitz_drop_rate,no_blitz_dropbacks,no_blitz_dropbacks_percent,no_blitz_drops,no_blitz_first_downs,no_blitz_grades_hands_drop,no_blitz_grades_hands_fumble,no_blitz_grades_offense,no_blitz_grades_offense_penalty,no_blitz_grades_pass,no_blitz_grades_pass_route,no_blitz_grades_run,no_blitz_hit_as_threw,no_blitz_interceptions,no_blitz_passing_snaps,no_blitz_pressure_to_sack_rate,no_blitz_qb_rating,no_blitz_sack_percent,no_blitz_sacks,no_blitz_scrambles,no_blitz_spikes,no_blitz_thrown_aways,no_blitz_touchdowns,no_blitz_turnover_worthy_plays,no_blitz_twp_rate,no_blitz_yards,no_blitz_ypa,no_pressure_accuracy_percent,no_pressure_aimed_passes,no_pressure_attempts,no_pressure_avg_depth_of_target,no_pressure_avg_time_to_throw,no_pressure_bats,no_pressure_big_time_throws,no_pressure_btt_rate,no_pressure_completion_percent,no_pressure_completions,no_pressure_def_gen_pressures,no_pressure_drop_rate,no_pressure_dropbacks,no_pressure_dropbacks_percent,no_pressure_drops,no_pressure_first_downs,no_pressure_grades_hands_drop,no_pressure_grades_hands_fumble,no_pressure_grades_offense,no_pressure_grades_offense_penalty,no_pressure_grades_pass,no_pressure_grades_pass_route,no_pressure_grades_run,no_pressure_hit_as_threw,no_pressure_interceptions,no_pressure_passing_snaps,no_pressure_pressure_to_sack_rate,no_pressure_qb_rating,no_pressure_sack_percent,no_pressure_sacks,no_pressure_scrambles,no_pressure_spikes,no_pressure_thrown_aways,no_pressure_touchdowns,no_pressure_turnover_worthy_plays,no_pressure_twp_rate,no_pressure_yards,no_pressure_ypa,penalties,pressure_accuracy_percent,pressure_aimed_passes,pressure_attempts,pressure_avg_depth_of_target,pressure_avg_time_to_throw,pressure_bats,pressure_big_time_throws,pressure_btt_rate,pressure_completion_percent,pressure_completions,pressure_def_gen_pressures,pressure_drop_rate,pressure_dropbacks,pressure_dropbacks_percent,pressure_drops,pressure_first_downs,pressure_grades_hands_drop,pressure_grades_hands_fumble,pressure_grades_offense,pressure_grades_offense_penalty,pressure_grades_pass,pressure_grades_pass_route,pressure_grades_run,pressure_hit_as_threw,pressure_interceptions,pressure_passing_snaps,pressure_pressure_to_sack_rate,pressure_qb_rating,pressure_sack_percent,pressure_sacks,pressure_scrambles,pressure_spikes,pressure_thrown_aways,pressure_touchdowns,pressure_turnover_worthy_plays,pressure_twp_rate,pressure_yards,pressure_ypa
Donovan McNabb,438,QB,PHI,8,316,62.0,71,73,11.7,2.74,1,6,7.9,47.9,35,42,20.5,88,27.8,9,27,,84.3,62.4,80.2,56.5,,90.6,0,3,91,21.4,83.6,10.2,9,5,0,1,5,6,6.6,628,8.6,0,24,82.0,76.5,75.0,68.2,76.7,193,204,9.1,3.23,5,8,3.8,62.3,127,69,14.2,228,72.2,21,84,,90.2,85.5,83.8,81.3,,81.5,2,2,234,15.9,102.3,4.8,11,13,1,3,11,4,1.7,1685,8.3,74.1,189,195,9.8,2.8,4,10,5.0,61.0,119,0,15.0,205,64.9,21,83,,90.0,82.7,83.4,77.0,,91.5,0,3,210,,104.2,0.0,0,9,1,1,12,6,2.9,1741,8.9,2,69.3,75,82,9.7,3.63,2,4,4.7,52.4,43,111,17.3,111,35.1,9,28,,85.8,68.8,81.1,65.4,,74.3,2,2,115,18.0,80.9,18.0,20,9,0,3,4,4,3.5,572,7.0
Jon Kitna,217,QB,DET,7,292,67.5,80,92,8.9,2.45,0,4,4.0,54.3,50,39,7.4,99,33.9,4,35,,85.2,57.9,80.8,57.9,,,2,3,106,17.9,79.4,7.1,7,0,0,10,4,5,4.7,687,7.5,0,11,84.7,62.8,63.7,48.0,73.8,164,172,8.6,2.95,2,6,3.4,68.0,117,66,3.3,193,66.1,4,63,,89.9,67.7,83.1,66.6,,64.0,1,6,198,24.2,82.2,8.3,16,5,1,4,5,6,3.0,1167,6.8,73.9,180,186,8.7,2.51,1,8,4.2,68.3,127,0,4.5,187,64.0,6,71,,89.8,74.0,83.0,72.9,,58.3,0,6,193,,91.9,0.0,0,1,1,4,8,5,2.6,1430,7.7,2,65.6,64,78,8.7,3.26,1,2,2.4,51.3,40,105,4.8,105,36.0,2,27,,85.5,47.3,80.9,46.6,,66.7,3,3,111,21.9,55.7,21.9,23,4,0,10,1,6,5.4,424,5.4
Jake Delhomme,303,QB,CAR,8,289,69.3,88,105,10.4,2.25,8,4,3.7,52.4,55,45,9.8,114,39.4,6,30,,86.0,64.6,81.2,64.0,,,5,2,118,20.0,68.9,7.9,9,0,0,4,2,3,2.5,623,5.9,0,5,84.5,62.5,62.6,46.2,72.0,157,165,9.2,2.61,4,3,1.7,63.6,105,44,7.1,175,60.6,8,52,,75.7,61.7,82.8,61.0,,63.1,1,3,183,20.5,87.6,5.1,9,1,0,3,6,6,3.3,1107,6.7,76.3,190,198,8.7,2.29,7,5,2.4,67.2,133,0,8.3,200,69.2,12,65,,90.0,78.1,83.4,76.2,,63.1,0,1,209,,98.7,0.5,1,1,0,1,7,2,1.0,1471,7.4,0,52.7,55,72,12.8,2.88,5,2,2.7,37.5,27,89,6.9,89,30.8,2,17,,61.0,31.9,80.2,33.8,,,6,4,92,19.1,29.8,19.1,17,0,0,6,1,7,7.6,259,3.6
Brett Favre,14,QB,GB,7,274,62.5,56,59,11.1,2.42,1,6,9.4,52.5,31,18,11.4,62,22.6,4,20,,82.0,70.4,79.0,69.4,,,1,1,67,16.7,79.6,4.8,3,0,0,1,1,4,6.0,498,8.4,1,12,79.8,65.0,64.2,56.8,69.6,194,204,8.7,2.5,4,6,2.8,58.8,120,47,11.1,212,77.4,15,60,,74.3,62.6,83.6,61.1,,75.3,0,4,223,12.8,81.4,2.8,6,2,2,4,9,6,2.7,1163,5.7,71.7,198,206,9.2,2.33,5,10,4.7,61.2,126,0,11.3,209,76.3,16,69,,90.1,79.4,83.5,76.7,,75.3,0,4,218,,89.9,0.5,1,2,2,1,10,4,1.8,1424,6.9,1,53.8,52,57,9.3,2.97,0,2,3.2,43.9,25,65,10.7,65,23.7,3,11,,44.1,30.6,79.4,32.7,,,1,1,72,12.3,48.6,12.3,8,0,0,4,0,6,8.3,237,4.2
Marc Bulger,684,QB,SL,7,271,61.4,70,74,10.8,2.34,1,6,7.9,55.4,41,28,4.7,81,29.9,2,29,,49.1,59.8,79.9,58.9,,63.3,0,1,84,25.0,96.2,8.6,7,0,0,3,4,6,7.1,631,8.5,0,26,51.6,66.9,68.8,32.2,73.6,163,174,9.8,2.66,1,7,3.8,65.5,114,52,5.0,190,70.1,6,66,,71.3,74.3,83.1,72.3,,65.9,1,0,198,28.8,103.4,7.9,15,1,3,6,8,3,1.5,1313,7.5,68.5,181,190,10.5,2.33,2,10,5.1,63.2,120,0,3.2,191,70.5,4,71,,89.9,74.9,83.1,72.6,,74.1,1,0,197,,102.4,0.0,0,1,3,3,9,6,3.0,1456,7.7,1,75.0,52,58,8.7,3.12,0,3,4.8,60.3,35,80,10.3,80,29.5,4,24,,27.3,57.3,79.9,57.3,,,0,1,85,27.5,97.5,27.5,22,0,0,6,3,3,3.5,488,8.4
Charlie Frye,2284,QB,CLV,7,263,72.9,85,89,9.2,2.74,2,2,2.2,60.7,54,49,12.9,105,39.9,8,33,,85.5,47.6,80.9,43.4,,88.6,1,6,109,22.4,58.5,10.5,11,5,0,1,2,7,6.4,564,6.3,0,8,79.0,54.1,52.1,64.4,78.0,123,135,6.9,3.09,1,3,2.1,63.7,86,45,10.4,158,60.1,10,40,,88.7,65.0,82.5,60.7,,82.0,3,5,167,28.9,75.7,8.2,13,10,1,7,5,3,1.8,764,5.7,77.4,159,163,7.7,2.48,2,4,2.4,65.6,107,0,13.0,169,64.3,16,50,,88.9,64.1,82.6,60.7,,85.0,0,8,173,,73.3,0.0,0,6,1,1,5,6,3.5,1047,6.4,0,71.4,49,61,8.2,3.79,1,1,1.5,54.1,33,94,5.7,94,35.7,2,23,,85.1,46.9,80.7,39.9,,84.2,4,3,103,25.5,56.8,25.5,24,9,0,7,2,4,3.9,281,4.6
Drew Brees,802,QB,NO,7,263,72.4,58,64,7.3,2.19,3,1,1.5,59.4,38,19,9.5,65,24.7,4,23,,82.4,62.0,0.0,62.8,,,0,4,69,5.3,60.2,1.5,1,0,0,3,1,3,4.3,452,7.1,0,20,79.6,76.2,78.4,37.9,83.7,166,188,7.0,2.66,11,6,3.1,66.0,124,40,10.8,198,75.3,15,64,,72.5,83.9,83.4,82.0,60.0,61.4,1,3,207,17.5,100.0,3.5,7,3,1,9,10,3,1.4,1440,7.7,81.8,187,203,6.9,2.38,11,6,2.8,67.5,137,0,10.5,204,77.6,16,71,,90.1,86.6,83.5,84.3,60.0,,0,5,213,,96.6,0.5,1,0,1,4,10,4,1.9,1563,7.7,2,75.7,37,49,7.7,3.12,3,1,1.9,51.0,25,59,10.7,59,22.4,3,16,,38.7,51.7,0.0,52.9,,61.4,1,2,63,11.9,62.4,11.9,7,3,0,8,1,2,3.2,329,6.7
Carson Palmer,1317,QB,CIN,7,256,54.5,66,72,11.1,2.35,1,4,5.1,48.6,35,45,2.8,83,32.4,1,20,,50.4,39.2,80.1,40.6,,,1,1,89,24.4,72.0,13.3,11,0,0,4,3,7,7.9,369,5.1,0,7,63.6,57.9,61.8,32.9,76.2,151,160,8.4,2.5,2,6,3.7,69.4,111,42,3.5,173,67.6,4,65,,89.1,74.7,82.7,74.7,,47.6,2,3,178,23.8,103.0,5.8,10,3,2,3,8,9,5.1,1315,8.2,75.6,160,167,8.5,2.23,2,8,4.6,70.7,118,0,2.5,169,66.0,3,70,,89.1,81.5,82.7,80.7,,49.0,0,2,176,,107.4,0.0,0,2,2,3,8,6,3.4,1420,8.5,4,52.6,57,65,11.1,2.87,1,2,2.9,43.1,28,87,6.7,87,34.0,2,15,,50.4,28.2,80.2,29.1,,58.3,3,2,91,24.1,57.5,24.1,21,1,0,4,3,10,11.0,264,4.1
Peyton Manning,327,QB,IND,7,254,77.0,61,64,10.8,2.5,1,6,9.0,67.2,43,26,8.5,65,25.6,4,33,,82.3,91.2,79.1,90.2,,,0,0,68,3.8,123.4,1.5,1,0,0,2,5,2,2.9,603,9.4,0,14,90.5,92.8,92.4,48.7,74.3,171,181,10.6,2.72,3,12,6.4,66.3,120,40,5.5,189,74.4,7,76,,89.9,91.9,83.1,90.9,,60.9,1,2,196,15.0,102.5,3.2,6,2,2,4,10,4,2.0,1362,7.5,76.0,179,186,10.4,2.48,4,13,6.8,68.8,128,0,5.9,188,74.0,8,85,,89.8,92.6,83.1,91.5,,60.9,0,2,194,,111.1,0.0,0,2,2,1,12,4,2.1,1545,8.3,0,71.7,53,59,11.6,3.19,0,5,7.9,59.3,35,66,7.9,66,26.0,3,24,,82.5,89.1,79.2,86.6,,,1,0,70,10.6,98.1,10.6,7,0,0,5,3,2,2.9,420,7.1
Eli Manning,1722,QB,NYG,7,250,70.3,64,75,11.4,2.43,4,4,5.3,58.7,44,35,2.2,80,32.0,1,30,,83.4,69.2,79.7,69.3,,55.3,2,3,81,11.4,89.6,5.0,4,1,0,5,5,5,6.2,596,7.9,0,21,62.9,71.4,73.8,31.2,71.4,154,158,8.7,2.75,1,6,3.6,62.7,99,46,10.0,170,68.0,11,58,,68.8,75.0,82.7,73.2,,63.3,0,5,178,23.9,88.5,6.5,11,1,2,1,9,6,3.4,1076,6.8,71.6,162,168,8.9,2.49,3,6,3.4,63.7,107,0,7.8,169,67.6,9,62,,89.1,73.6,82.7,71.9,,63.3,0,6,177,,93.6,0.0,0,1,2,1,12,7,4.0,1191,7.1,4,69.6,56,65,11.2,2.97,2,4,6.1,55.4,36,81,7.7,81,32.4,3,26,,47.2,71.6,79.8,71.7,,55.3,2,2,82,18.5,76.5,18.5,15,1,0,5,2,4,4.9,481,7.4
